comcoll_pooled_pooled_mean
0.41521078
0.33347428
0.37224957
0.44371241
0.49054763
0.39393431
0.44386676
0.38854378
0.41023377
0.4337225
0.38069159
0.46797284
0.44840595
0.4147906
0.41641635
0.43300405
0.4215287
0.48179054
0.43915781
0.32610077
0.40584639
0.39164993
0.4777393
0.41159418
0.55121112
0.39703929
0.43590367
0.44169593
0.43375382
0.42709136
0.42747256
0.47886428
0.48877275
0.4778789
0.38965207
0.41137391
0.3932609
0.42539871
0.31883195
0.39055961
0.45495313
0.3826668
0.4115628
0.36195078
0.43593287
0.3992663
0.44941139
0.33376393
0.44474211
0.34215665
0.36283156
0.39247382
0.33806065
0.249725
0.49344587
0.35788441
0.38575587
0.32952783
0.33146763
0.37197429
0.39337057
0.41464308
0.38802436
0.34646669
0.35854006
0.39390561
0.33661297
0.41555849
0.3775472
0.35468385
0.36660528
0.40493459
0.35482576
0.38261968
0.31952068
0.35113901
0.39473516
0.36591625
0.39687803
0.38894707
0.3193973
0.41897184
0.36768228
0.35822156
0.44058257
0.380501
0.31333381
0.37248003
0.44207427
0.38586619
0.3960295
0.31097052
0.31537804
0.40859729
0.35111493
0.31393442
0.36571679
0.3299931
0.43307966
0.36865386
0.4427737
0.48200983
0.46733463
0.4347389
0.49725136
0.46081203
0.42492279
0.41809213
0.33711958
0.35991979
0.50178844
0.35540956
0.46808803
0.39325207
0.42510477
0.45621443
0.4319579
0.29745236
0.32107276
0.34106949
0.37325966
0.35120246
0.39878255
0.3477028
0.36793989
0.40306163
0.4144066
0.38573423
0.33639061
0.32355753
0.50115985
0.32191443
0.45345768
0.32189706
0.38372701
0.38832754
0.36198363
0.36322322
0.31411016
0.44617447
0.47293252
0.39542449
0.34271702
0.40321121
0.34399652
0.37385148
0.39766872
0.41509706
0.39959508
0.42087832
0.38220036
0.44993949
0.37995207
0.35207972
0.43297219
0.40065211
0.37635583
0.38869652
0.32814926
0.45877811
0.34264657
0.37423909
0.45627236
0.49276227
0.3445155
0.57981145
0.51071465
0.4833957
0.37677509
0.40482801
0.48852795
0.50435197
0.37747699
0.44665933
0.3644174
0.43228164
0.43819952
0.44229725
0.42342189
0.42580891
0.43066582
0.37497249
0.43619233
0.37045833
0.34980986
0.49838629
0.38392729
0.43185419
0.48629221
0.34631056
0.42384255
0.37029696
0.47157776
0.4022671
0.41709414
0.43052879
0.45402598
0.50525779
0.46320438
0.44704065
0.44767356
0.35925752
0.39521578
0.42530692
0.3998394
0.47195786
0.48110002
0.41680026
0.41313198
0.45141301
0.42987436
0.49657169
0.4989157
0.48161241
0.47918212
0.43347737
0.45198125
0.5130496
0.44509077
0.41679329
0.50543749
0.5141362
0.37673554
0.44696108
0.46660182
0.41147003
0.48643762
0.48974228
0.58962941
0.48083574
0.48839405
0.49383575
0.44283789
0.48649329
0.49053085
0.42936808
0.39957029
0.47778118
0.33971289
