spouse_rk_pooled_male_p100
0.7437439
0.6395697
0.55896932
0.45069215
0.65112978
0.49233386
0.5368281
0.64850152
0.62657648
0.68622148
0.57204753
-0.033506047
0.79962009
0.59252399
0.57184547
0.71600872
0.62216002
0.66075778
0.6302402
0.5971449
0.5434469
0.55297059
0.58836406
0.51057869
0.61348587
0.51595324
0.56660217
0.38497049
0.50221246
0.50718176
0.50676835
0.51704317
0.68148237
0.71280718
0.64316785
0.63960654
0.71041495
0.75836343
0.45429611
0.71073198
0.73039055
0.62690192
0.63010728
0.67368156
0.59275895
0.36028203
0.79569495
0.73996568
0.53277612
0.58367574
0.64413053
0.67170429
0.40273148
0.61908031
0.66691071
0.57003117
0.75244898
0.58268076
0.73046976
0.77478975
0.48526919
0.72897971
0.62662512
0.70254248
0.56071782
""
0.58233446
0.89160293
0.64229029
0.45543486
0.64077687
0.64151806
0.32289976
0.51026607
0.70659125
0.9055655
0.96847206
0.65417153
1.0039582
0.80627936
0.6756022
0.66569889
0.62642771
0.14084452
0.69421715
0.66552353
0.55053049
0.6474129
0.5729357
0.34505266
0.78786325
0.52213985
0.575697
0.56630003
0.57951105
0.56634265
""
0.5975067
0.61361605
0.91513282
0.43859869
0.67773426
0.63604748
0.57886726
0.44591114
""
0.56260538
0.55878776
0.76965541
0.56012034
0.67399836
""
0.48983598
0.53440988
0.56918722
0.5083003
0.66230172
0.664159
0.62520707
0.71274823
0.61406851
0.41200474
0.65198648
0.48703656
0.52322513
0.37782174
0.51069838
0.70442462
0.71022463
0.54115874
0.39171997
0.37864095
0.56789893
0.82857502
0.26281133
""
0.71751881
""
0.52597922
0.57488197
0.72213322
0.28483006
0.77259648
0.48588058
0.66656369
0.48963156
0.73663259
0.67222244
0.62738073
0.47524938
0.47839925
0.47446975
0.94579005
0.66399646
0.58628607
0.68571198
0.75504744
0.89600444
0.65040225
0.66845113
0.73324347
0.51982421
0.60236186
0.55146837
0.76237518
0.7367534
0.8723439
0.86011124
0.65271515
0.70017171
0.69425356
0.67675102
0.64862621
0.60149837
0.58499789
0.4920584
0.75325757
0.85819113
0.46716234
0.51872206
0.49016622
0.68923044
0.82620347
0.37038481
0.61461824
0.62696671
0.28869572
0.44713458
0.53019893
0.83187556
0.48087215
0.57458681
1.0529242
0.95902598
0.67393517
0.32832974
0.44027844
0.98814118
0.62027413
0.33483031
0.53817117
0.50832337
0.65937603
0.43595353
0.73766297
-0.15190651
0.18166769
0.58242106
0.71138245
0.68159938
0.6194126
0.47143444
0.39555123
0.66545361
0.53292394
0.59448212
0.54849756
0.55350268
0.54031837
0.48795417
0.60913342
0.80472738
0.5288927
0.3774285
0.3345955
0.59894544
0.74331522
0.95718342
0.81882024
0.55100435
0.70039445
0.44055444
0.54511631
0.40062422
0.28540644
0.48463419
0.37506011
0.76283079
0.44670597
