kfr_stycz_hisp_pooled_p1
0.23031102
0.31316251
""
""
0.37257525
""
""
0.20513715
""
""
0.31895849
""
""
""
""
0.35004115
0.19460985
""
""
""
""
0.294413
0.21492381
0.18923934
0.2779282
0.22846298
0.21870941
0.40146524
""
0.30384225
0.22651199
""
""
""
0.24451603
0.43682221
0.27028686
""
0.17767131
0.33431491
0.19474889
0.39382359
""
""
0.28975105
""
0.30432147
0.34445518
0.24192145
""
0.24750873
0.3826009
""
""
""
""
0.23460211
0.3156763
0.32152441
""
0.32799891
0.25875342
0.28593987
0.31415462
""
""
""
""
""
0.30346671
""
""
""
""
0.26994535
""
""
0.26327199
0.33677375
""
0.3029592
""
""
0.26708066
""
""
""
""
""
""
""
""
""
""
""
""
0.24217768
0.33091947
0.34905735
0.25816119
0.35836339
0.30339161
0.23089831
0.32090229
0.30692551
0.27797958
0.29730567
0.29406831
0.33786133
0.34991884
0.34267753
""
0.3488076
0.28145555
0.36039278
0.35439819
0.19177817
""
0.35745493
""
0.226882
""
""
""
""
0.46389392
0.29981884
0.26779073
0.29239923
""
""
0.32610449
""
0.2830089
""
""
0.28341374
""
0.26216373
0.35413259
0.50805771
0.33155853
0.23196262
""
""
0.3076185
0.37656608
""
""
""
""
0.52661735
""
0.10769051
0.18375798
""
0.18920326
0.39979863
""
""
""
""
0.33532342
""
""
""
""
0.58093536
0.35514501
""
0.31229395
""
0.39700603
0.33995879
0.19003986
""
0.28700465
0.37950745
0.31697151
""
0.30989441
""
0.31021547
0.28951633
""
0.47952053
0.40437704
""
0.38011077
0.3190107
0.40711012
0.38946378
0.41226298
0.24693403
0.40926239
0.32010388
0.33665499
0.33800605
0.36661693
0.49796194
0.38476533
0.34599134
0.32545006
0.26839945
0.38267407
0.35713437
0.41596726
0.36081445
0.34910047
0.36418009
0.32932323
0.34556821
0.39155108
0.42579022
0.32110411
0.3901062
0.38202286
0.2494598
0.35593265
0.34489536
0.39107832
0.36628652
0.37671396
0.41086069
0.35445625
0.3760165
0.43346137
0.39690366
0.38847047
0.39634973
0.35055551
""
0.30376804
0.40699708
0.40832886
0.36395925
0.35920823
0.32826424
""
0.33736765
0.43267751
0.39500743
0.38097927
0.3467226
0.341746
0.2729989
0.35764718
0.38042739
""
0.20974174
0.33254039
0.47274384
0.14410852
""
0.59539658
0.35457599
0.31229728
0.18528201
""
0.35755071
0.33042175
""
0.41866943
0.32577214
0.50371027
0.30280241
0.22762813
0.37068918
""
""
0.39133838
""
0.22649501
""
0.33533809
""
0.40549108
0.43600035
0.24872379
0.32231796
0.25468272
""
0.27054945
0.37493411
""
0.4314791
0.33590516
0.2601549
0.36188689
0.28298354
""
0.38393921
0.2084593
0.36483744
0.32005033
0.26097956
0.44568187
0.21846059
""
0.31003931
""
""
0.36145028
""
0.16373006
0.32170177
0.35893261
0.2004064
0.34305379
0.29024357
0.36724275
0.35120279
0.30824566
0.27678198
0.34027085
0.31351882
0.20844334
0.31049901
0.30304304
0.38928518
0.31625581
0.267221
0.32311043
0.41306618
0.29707512
0.36994272
""
0.30969444
0.29311174
0.32873541
0.32108518
0.24601991
0.40691739
""
0.33738956
0.28694898
0.30131581
""
0.36069772
0.26317695
0.35062471
""
""
0.37556794
0.29998612
0.32530051
0.32476586
0.32615766
0.40153649
0.3449465
0.24677515
""
""
0.34893861
0.3175604
0.26308897
0.37536216
""
""
0.30260694
0.30566674
0.34016287
0.37194324
0.35715929
0.19205186
0.2922186
0.30783841
0.32953858
0.3307907
0.33880997
0.32569757
0.32783523
0.31869423
0.26908726
0.29379746
0.34469768
0.29403618
0.31149665
0.35898638
0.27750519
0.34032264
0.21907523
""
0.31655255
0.19978368
0.33539811
0.1832003
0.45978948
0.29470691
""
""
""
0.35743994
0.28213871
0.3345052
0.059114344
0.21988259
0.18504755
""
""
0.14583106
0.2406251
0.11710285
0.12378395
""
""
0.25589228
0.24164449
0.29808709
0.43867067
""
0.28593573
0.25471529
0.26067793
0.34408653
0.32702973
""
0.32055014
""
0.3399685
0.32415605
0.35405642
0.3088564
0.38545829
0.28220412
""
""
""
""
0.17168951
0.31294116
""
""
0.26817328
0.32707486
""
""
0.34219801
0.21167606
""
""
""
0.3812812
0.34327772
0.41941383
0.20655914
0.30737478
0.2545794
""
0.24260381
0.43499076
0.24141809
""
0.35547009
0.36137247
0.37976575
""
0.28456694
0.09591721
""
0.32204175
0.28781155
0.26520914
""
0.20917434
""
""
""
""
""
""
""
""
0.16598211
0.42609555
0.26137447
""
""
0.29338798
0.31498787
0.16923341
""
""
0.31807911
""
""
""
0.23128553
""
""
""
0.28901887
0.26588956
0.27652276
0.30296621
""
0.34367278
0.36717114
0.22845827
""
""
0.2932454
""
""
""
""
""
0.31189796
0.31254625
""
""
""
0.2477266
0.30487525
""
0.18317924
""
""
0.2913034
""
""
""
0.16411057
0.25173843
0.24229036
""
""
0.24492425
""
""
""
""
0.20936166
0.26147312
0.37009093
""
""
0.43263632
""
""
0.4066245
0.35802299
""
""
""
0.1875031
0.27745539
0.37818131
0.34585661
0.33604741
0.35532662
""
0.32474661
0.30881968
""
0.40103427
""
0.49506676
0.27126366
0.38952699
""
""
""
0.31261325
""
0.31784958
""
""
""
0.44473693
0.28698868
0.36292213
0.34596148
0.31173706
""
0.45670173
0.41966677
0.32834098
0.17412397
0.35643449
""
0.35817268
0.4443894
0.30980468
0.30182877
""
0.39848867
0.24585535
0.40139017
