pos_hours_white_male_n
1403.0
561.0
142.0
1681.0
990.0
153.0
1928.0
204.0
144.0
675.0
881.0
2719.0
157.0
341.0
833.0
72.0
77.0
819.0
107.0
133.0
966.0
1011.0
637.0
278.0
2275.0
82.0
346.0
974.0
2291.0
188.0
224.0
510.0
1863.0
1191.0
153.0
926.0
179.0
256.0
34.0
40.0
762.0
158.0
97.0
51.0
104.0
126.0
2196.0
595.0
1313.0
357.0
824.0
1016.0
474.0
31.0
56.0
903.0
153.0
72.0
54.0
293.0
199.0
1411.0
98.0
262.0
354.0
309.0
111.0
180.0
265.0
295.0
77.0
172.0
137.0
444.0
221.0
131.0
404.0
316.0
112.0
1863.0
207.0
463.0
288.0
493.0
2816.0
373.0
437.0
621.0
1175.0
859.0
564.0
229.0
258.0
1152.0
246.0
62.0
458.0
875.0
4341.0
1140.0
1532.0
2966.0
2335.0
1247.0
1297.0
2744.0
1083.0
2263.0
281.0
713.0
522.0
384.0
1231.0
80.0
1108.0
1822.0
871.0
79.0
53.0
69.0
406.0
211.0
142.0
208.0
166.0
706.0
671.0
185.0
118.0
131.0
5427.0
271.0
388.0
172.0
597.0
295.0
1010.0
484.0
75.0
196.0
704.0
458.0
57.0
121.0
278.0
95.0
797.0
247.0
140.0
151.0
359.0
1906.0
411.0
64.0
1388.0
1045.0
122.0
712.0
224.0
416.0
76.0
184.0
687.0
4657.0
60.0
7429.0
549.0
585.0
194.0
1429.0
12878.0
1553.0
690.0
2380.0
740.0
294.0
1800.0
4514.0
630.0
447.0
450.0
559.0
3750.0
436.0
432.0
5235.0
171.0
572.0
1340.0
90.0
267.0
638.0
3128.0
182.0
248.0
598.0
1068.0
1201.0
2655.0
457.0
2202.0
1408.0
582.0
728.0
1389.0
1958.0
3780.0
517.0
843.0
1148.0
836.0
1330.0
249.0
200.0
1675.0
2403.0
1423.0
6381.0
670.0
735.0
432.0
641.0
688.0
409.0
4167.0
1222.0
1341.0
1885.0
7752.0
2613.0
2840.0
959.0
186.0
767.0
121.0
330.0
170.0
830.0
73.0
392.0
901.0
451.0
461.0
1261.0
478.0
341.0
557.0
3394.0
629.0
1054.0
6149.0
1420.0
1020.0
189.0
913.0
557.0
377.0
2715.0
865.0
2777.0
1122.0
1714.0
3736.0
3632.0
1953.0
11531.0
2622.0
8676.0
11463.0
1385.0
983.0
373.0
76.0
961.0
157.0
303.0
2002.0
1033.0
405.0
833.0
3282.0
""
""
8905.0
3204.0
371.0
1472.0
6572.0
450.0
335.0
216.0
133.0
306.0
654.0
431.0
580.0
290.0
971.0
654.0
1575.0
9526.0
378.0
897.0
1344.0
462.0
433.0
411.0
502.0
1047.0
183.0
709.0
983.0
652.0
1022.0
2638.0
1349.0
436.0
2522.0
1737.0
1255.0
941.0
2406.0
885.0
402.0
503.0
786.0
1359.0
661.0
606.0
1410.0
351.0
2173.0
1974.0
4954.0
538.0
13617.0
2163.0
319.0
502.0
6193.0
138.0
407.0
1030.0
1364.0
636.0
152.0
310.0
246.0
165.0
196.0
518.0
371.0
462.0
87.0
742.0
893.0
140.0
567.0
233.0
305.0
587.0
145.0
1494.0
""
66.0
271.0
256.0
135.0
79.0
57.0
167.0
119.0
523.0
""
26.0
""
86.0
45.0
23.0
342.0
55.0
""
""
21.0
45.0
""
21.0
21.0
34.0
65.0
127.0
92.0
121.0
183.0
86.0
845.0
239.0
168.0
95.0
""
35.0
241.0
691.0
180.0
285.0
601.0
876.0
95.0
204.0
""
998.0
724.0
76.0
60.0
32.0
66.0
295.0
153.0
109.0
71.0
52.0
37.0
88.0
""
700.0
427.0
389.0
540.0
352.0
407.0
353.0
571.0
2022.0
220.0
220.0
301.0
609.0
""
""
""
""
271.0
336.0
61.0
32.0
304.0
344.0
216.0
139.0
350.0
837.0
130.0
1123.0
229.0
303.0
2966.0
173.0
74.0
""
43.0
70.0
201.0
1795.0
""
21.0
385.0
56.0
46.0
53.0
27.0
61.0
112.0
48.0
22.0
96.0
249.0
230.0
30.0
189.0
""
91.0
1269.0
5462.0
115.0
""
152.0
216.0
377.0
173.0
60.0
42.0
110.0
66.0
61.0
265.0
155.0
121.0
521.0
1025.0
1598.0
336.0
263.0
247.0
197.0
593.0
383.0
4904.0
707.0
392.0
193.0
118.0
915.0
276.0
1434.0
453.0
981.0
236.0
382.0
923.0
328.0
966.0
254.0
2897.0
163.0
109.0
356.0
618.0
159.0
""
61.0
""
213.0
""
191.0
633.0
194.0
61.0
578.0
194.0
27.0
""
""
90.0
164.0
60.0
40.0
98.0
66.0
58.0
74.0
295.0
88.0
23.0
1964.0
100.0
2111.0
44.0
143.0
""
530.0
48.0
""
""
""
""
30.0
257.0
611.0
300.0
647.0
5853.0
887.0
310.0
186.0
226.0
49.0
""
42.0
35.0
""
121.0
60.0
69.0
484.0
26.0
45.0
436.0
70.0
""
67.0
157.0
140.0
616.0
233.0
660.0
3765.0
5524.0
454.0
917.0
627.0
492.0
483.0
153.0
34.0
370.0
195.0
269.0
3129.0
267.0
503.0
479.0
276.0
""
934.0
""
""
""
""
""
29.0
100.0
34.0
53.0
""
""
""
274.0
75.0
56.0
371.0
41.0
153.0
60.0
131.0
140.0
69.0
""
""
541.0
""
39.0
264.0
217.0
193.0
22.0
58.0
371.0
404.0
177.0
53.0
329.0
""
613.0
28.0
72.0
38.0
198.0
22.0
""
98.0
1117.0
21.0
5895.0
67.0
1573.0
548.0
27.0
363.0
606.0
75.0
167.0
98.0
404.0
167.0
1340.0
213.0
""
474.0
226.0
30.0
152.0
""
1756.0
5316.0
868.0
1188.0
43.0
36.0
116.0
154.0
82.0
340.0
399.0
22.0
26.0
606.0
302.0
653.0
109.0
477.0
1334.0
1029.0
1753.0
810.0
4452.0
2810.0
162.0
66.0
46.0
1026.0
1140.0
5211.0
2603.0
""
56.0
3498.0
245.0
1033.0
14385.0
298.0
190.0
182.0
234.0
1645.0
230.0
694.0
4397.0
169.0
2503.0
195.0
546.0
883.0
175.0
21.0
437.0
""
29.0
37.0
408.0
260.0
7827.0
