kir_24_pooled_pooled_p25
0.42030114
0.43312675
0.40192485
0.42064068
0.41284734
0.43748671
0.42787239
0.41300097
0.43219459
0.42979974
0.43799275
0.43299112
0.45291066
0.43738568
0.43059766
0.41091314
0.3961384
0.43273163
0.45736673
0.43136296
0.44887626
0.42431143
0.40426415
0.39466181
0.43301877
0.44620618
0.41935724
0.40431714
0.43002841
0.44178906
0.41207013
0.42035371
0.428978
0.4147712
0.41404292
0.4209027
0.4202587
0.44552517
0.41331783
0.43932855
0.40985402
0.40770492
0.4265976
0.39168698
0.4161059
0.41495696
0.41450793
0.41345745
0.40970486
0.42793995
0.4062008
0.42152828
0.42372093
0.42583048
0.4030425
0.43352285
0.39728186
0.42511079
0.43670505
0.42394319
0.42031145
0.42857873
0.41645548
0.4032965
0.45929265
0.40440628
0.43651417
0.54482985
0.4079133
0.50887358
0.36550388
0.55973613
0.48806143
0.42992646
0.50379926
0.61691159
0.44449684
0.50069517
0.51626903
0.51780277
0.5340367
0.37040758
0.45324129
0.49248111
0.37345171
0.35576335
0.34931403
0.63186282
0.47969353
0.50982505
""
0.56460279
0.54839373
0.50421166
""
0.40709037
0.4127059
0.46285293
0.47193444
0.48700044
0.47586539
0.5266034
0.45432463
0.49486801
0.47131419
0.43838206
0.4686242
0.46352839
0.46319726
0.49073291
0.45656541
0.41532391
0.40466502
0.44257668
0.45879024
0.44259074
0.4219397
0.42919445
0.45632219
0.41160324
0.413003
0.43377429
0.41807404
0.46876213
0.39442882
0.43448755
0.4141334
0.42787263
0.39203349
0.41311759
0.42529863
0.40241414
0.4074066
0.41954291
0.44210282
0.41268539
0.40986827
0.44285974
0.42916334
0.41663024
0.41201073
0.43646318
0.41420996
0.39844564
0.40377548
0.39160702
0.44596258
0.38739932
0.40718675
0.423298
0.42542368
0.4142209
0.43212423
0.41453397
0.46055534
0.41987139
0.39393783
0.40242872
0.4220072
0.45451167
0.42100868
0.42408851
0.40505221
0.42710832
0.37632564
0.41536343
0.40419331
0.43644056
