kfr_imm_black_female_n
""
""
""
""
""
""
44.0
""
""
""
""
114.0
""
""
""
""
""
""
""
""
""
52.0
""
""
98.0
""
""
32.0
117.0
""
""
""
99.0
63.0
""
""
""
""
""
""
25.0
""
""
""
""
""
74.0
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
66.0
""
""
""
42.0
""
""
""
""
""
""
""
""
""
269.0
66.0
79.0
2979.0
603.0
114.0
79.0
537.0
36.0
98.0
""
33.0
24.0
""
35.0
""
26.0
23.0
48.0
""
""
""
""
""
""
21.0
""
23.0
25.0
""
""
""
698.0
""
""
""
""
""
""
52.0
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
320.0
""
1496.0
""
""
""
""
198.0
34.0
""
""
""
""
""
27.0
""
""
""
""
37.0
""
""
41.0
""
""
""
""
""
""
28.0
""
""
""
""
""
29.0
""
31.0
""
""
""
""
""
56.0
""
""
""
""
""
""
""
24.0
""
""
88.0
""
""
""
""
""
""
101.0
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
148.0
""
""
""
""
""
""
50.0
""
36.0
""
22.0
39.0
29.0
88.0
7746.0
100.0
1587.0
670.0
56.0
34.0
""
""
""
""
""
""
""
""
""
156.0
""
""
890.0
22.0
""
52.0
642.0
""
""
""
""
""
""
""
""
""
""
""
""
243.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
492.0
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
424.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
112.0
241.0
""
""
""
""
22.0
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
97.0
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
91.0
77.0
""
""
""
""
""
231.0
87.0
""
""
123.0
""
""
786.0
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
186.0
