lpov_nbh_hisp_female_p25
0.29742047
0.43379876
""
""
0.14384414
""
""
0.44569197
""
""
0.2058389
""
""
""
""
0.27842262
0.18243803
""
""
""
""
0.14094982
0.35151532
""
0.11447562
0.33625871
""
0.24133004
""
0.07697235
0.035009552
""
""
""
0.19208476
0.33032107
0.35524315
""
0.29073864
""
0.1812855
0.30448523
""
""
0.36415711
""
""
0.18642904
0.28342703
""
0.35070273
0.17611404
""
""
""
""
0.40583563
0.29355282
0.34842715
""
0.27686635
0.075585157
0.35355952
0.34046841
""
""
""
""
""
0.50796658
""
""
""
""
0.57081378
""
""
0.64429063
0.55791926
0.22670802
0.712026
""
""
0.53048408
""
""
""
""
""
""
""
""
""
""
""
""
0.40182516
0.30107599
0.24982829
0.32637456
0.33290681
0.26224336
0.15703012
0.29778564
0.28067511
0.21544394
0.25859967
0.29423934
0.22465743
0.31825268
0.19321832
""
0.30093613
0.34915182
0.19314775
0.19437273
""
""
0.10246429
0.041827664
0.15565296
""
0.1415571
""
""
0.22605418
0.11177404
0.12155547
0.21717232
""
""
0.039267931
""
0.29513159
0.23110396
""
0.24142009
""
0.17201148
0.10803728
0.6122576
0.016972875
0.15266009
""
""
0.27769917
0.12534365
""
""
""
""
""
0.052124936
0.42666024
""
""
0.22561213
0.15957433
""
""
""
""
0.28831774
""
""
""
""
0.15826973
0.1277848
""
0.27349868
""
0.36762244
0.33124122
0.064006895
""
0.14248785
0.14894018
0.15762405
""
0.21481305
""
0.1691706
0.16780116
""
0.24763113
0.40827125
""
0.47312778
0.26437205
0.5006398
0.36839578
0.44333878
0.25052038
0.50093371
0.17590068
0.14490882
0.1706412
0.220469
0.47682196
0.20613807
0.24298599
0.33496201
0.2323465
0.31609073
0.18939735
0.62209851
0.3167209
0.28116235
0.15282266
0.24201344
""
0.25063398
0.3419981
0.60084987
0.35078296
0.53521383
0.35862106
0.32880598
0.36773926
0.35446623
0.33879358
0.38996184
0.44721845
0.28997645
0.47876549
0.48378411
0.37403795
0.40579855
0.23997176
0.35080093
""
0.34618565
0.46513525
0.40445065
0.26060721
0.3530724
0.23930597
""
0.17398
0.3173725
0.39684418
0.37871799
0.31230149
0.31457156
0.20690334
0.39198574
0.40373933
""
0.17327723
0.41522837
0.53626633
0.22869015
""
""
0.23010571
0.11292443
0.17819476
""
0.26287496
0.22329931
""
0.5252108
0.3902483
0.46896076
0.34069675
0.37842461
0.4283644
""
""
0.29081276
""
0.22249304
""
0.36855829
""
0.63908172
0.42283693
0.50368172
0.31678212
0.24744461
""
0.24350485
0.3765004
""
0.21417727
0.41872859
0.38897601
0.17167714
0.21676764
""
0.6785652
0.53772497
0.80438012
