staycz_other_male_p25_se
0.1285661
0.080239154
""
""
0.16598992
""
""
0.064755514
""
""
""
""
""
""
""
0.0953473
0.14045511
""
""
""
""
0.12706371
0.087702885
0.17437276
0.075662278
0.098890699
0.14406125
0.087667465
""
""
""
""
""
""
0.10113942
0.085431628
0.041724354
""
0.089783408
0.095787115
0.10461196
0.11415125
""
""
0.04338406
""
""
0.12145692
0.05010901
""
0.066338748
0.10003905
""
""
""
""
0.12102893
0.10767546
0.10395216
""
0.12049362
""
0.090118326
0.13076757
""
""
""
""
""
0.020732468
0.16399519
""
""
""
0.050989676
""
""
0.074443042
0.086902946
0.12367973
0.1341345
""
""
0.069517933
0.16511583
""
""
""
""
0.12388668
""
""
""
""
""
""
0.12538359
0.055514876
0.07288821
0.14260009
""
""
""
0.013008454
0.059903108
0.083809845
0.02521714
0.061239455
""
0.073540956
0.077133298
""
""
0.15468746
0.049488105
0.14093991
""
""
""
""
""
""
""
""
""
""
0.10915638
0.098810025
0.12605992
""
""
""
""
0.12073869
""
""
0.089931138
""
""
0.13409184
0.10609374
""
0.14740609
""
""
0.13169798
""
""
""
""
""
""
""
0.11764091
""
""
0.14129728
0.12293672
""
""
""
""
""
""
""
""
""
0.13893974
0.1196044
""
0.043802604
""
""
0.1055041
""
""
0.055510733
""
""
""
0.11586985
""
0.055779908
0.13380501
""
""
0.012181699
""
0.1421802
0.039634041
0.1199761
0.14888525
0.017437516
0.12506279
0.058711857
0.021958409
0.11189853
0.048523303
0.088105284
0.16808923
0.025714206
0.0543916
0.098102085
0.12715097
0.0062373043
0.061210051
0.040529348
0.14733233
0.064810604
0.044038188
""
""
0.028841686
0.0544107
0.069973476
0.011543468
0.038928896
""
0.015247409
0.011659262
0.095032163
0.013849279
0.010612393
0.018887652
0.020786904
0.044056986
0.017395092
0.036666669
0.015770741
0.040806718
0.047209412
""
0.089199021
0.020085026
0.029373275
0.024640631
0.058206011
0.081790544
""
0.039330918
0.083480082
0.025289249
0.041375671
0.059040785
0.033493757
""
0.026654821
""
""
""
0.054953594
