jail_hisp_female_n
248.0
187.0
""
512.0
637.0
52.0
1164.0
67.0
46.0
333.0
368.0
1875.0
36.0
125.0
462.0
25.0
40.0
359.0
36.0
40.0
378.0
1539.0
314.0
222.0
2013.0
49.0
415.0
860.0
2154.0
86.0
83.0
149.0
1221.0
972.0
65.0
598.0
49.0
87.0
""
""
300.0
30.0
""
""
24.0
37.0
2918.0
252.0
643.0
170.0
515.0
399.0
184.0
""
""
515.0
30.0
25.0
31.0
131.0
73.0
672.0
22.0
78.0
40.0
49.0
""
""
33.0
34.0
28.0
41.0
60.0
141.0
70.0
23.0
95.0
66.0
35.0
1040.0
93.0
117.0
43.0
197.0
1314.0
135.0
118.0
576.0
556.0
288.0
155.0
66.0
68.0
315.0
54.0
32.0
174.0
1143.0
10677.0
2910.0
2121.0
52167.0
7740.0
3390.0
1729.0
12994.0
1919.0
2574.0
191.0
1018.0
581.0
237.0
756.0
36.0
707.0
826.0
732.0
23.0
35.0
25.0
339.0
127.0
108.0
337.0
72.0
566.0
442.0
108.0
38.0
37.0
6230.0
77.0
260.0
67.0
841.0
73.0
477.0
698.0
52.0
88.0
529.0
311.0
30.0
70.0
149.0
""
294.0
91.0
35.0
35.0
51.0
638.0
113.0
22.0
1166.0
397.0
24.0
285.0
26.0
47.0
""
""
605.0
2868.0
28.0
14571.0
57.0
64.0
32.0
593.0
6207.0
1124.0
222.0
1297.0
101.0
90.0
892.0
3193.0
145.0
53.0
61.0
80.0
935.0
69.0
71.0
1146.0
""
74.0
363.0
""
40.0
347.0
805.0
37.0
29.0
81.0
628.0
290.0
1849.0
316.0
1225.0
797.0
207.0
272.0
360.0
888.0
1577.0
134.0
162.0
507.0
164.0
223.0
27.0
47.0
3394.0
339.0
1275.0
2852.0
79.0
72.0
65.0
70.0
91.0
50.0
1329.0
213.0
117.0
153.0
1014.0
688.0
656.0
278.0
22.0
114.0
""
52.0
""
117.0
""
34.0
114.0
259.0
125.0
419.0
49.0
138.0
241.0
1021.0
128.0
235.0
3395.0
247.0
111.0
""
293.0
91.0
220.0
1107.0
105.0
1218.0
118.0
2433.0
3270.0
1494.0
2883.0
82648.0
2815.0
32162.0
12576.0
1237.0
594.0
135.0
37.0
106.0
""
31.0
374.0
142.0
44.0
132.0
3529.0
""
""
11248.0
1117.0
62.0
2564.0
11167.0
119.0
39.0
25.0
23.0
39.0
58.0
46.0
102.0
43.0
245.0
211.0
183.0
3427.0
39.0
78.0
221.0
177.0
122.0
35.0
252.0
188.0
36.0
480.0
224.0
138.0
262.0
569.0
419.0
55.0
296.0
186.0
154.0
67.0
651.0
101.0
83.0
50.0
240.0
332.0
128.0
172.0
1147.0
58.0
808.0
1815.0
4269.0
318.0
45712.0
1957.0
239.0
71.0
2028.0
""
77.0
206.0
326.0
63.0
31.0
78.0
117.0
35.0
62.0
79.0
109.0
73.0
21.0
82.0
177.0
25.0
104.0
51.0
79.0
142.0
""
157.0
""
""
32.0
65.0
27.0
""
34.0
""
""
65.0
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
""
""
23.0
""
20.0
23.0
""
197.0
27.0
""
""
""
""
""
57.0
59.0
22.0
210.0
234.0
""
28.0
""
93.0
40.0
""
""
""
""
21.0
""
""
""
""
""
21.0
""
211.0
81.0
48.0
139.0
45.0
94.0
142.0
109.0
806.0
50.0
""
63.0
283.0
""
""
""
""
462.0
574.0
101.0
21.0
173.0
195.0
70.0
27.0
337.0
630.0
37.0
473.0
67.0
52.0
1895.0
187.0
52.0
""
""
""
124.0
3261.0
""
""
3003.0
363.0
53.0
""
""
""
""
48.0
""
47.0
103.0
333.0
48.0
374.0
""
107.0
3432.0
15566.0
39.0
""
463.0
157.0
248.0
46.0
""
""
21.0
""
""
162.0
27.0
""
450.0
808.0
1693.0
216.0
130.0
72.0
296.0
251.0
226.0
3798.0
194.0
145.0
21.0
""
223.0
40.0
408.0
220.0
375.0
42.0
267.0
548.0
208.0
1155.0
90.0
1697.0
80.0
64.0
230.0
28072.0
1016.0
107.0
1249.0
38.0
2303.0
141.0
1855.0
4143.0
1222.0
761.0
2860.0
442.0
72.0
67.0
""
1351.0
804.0
180.0
41.0
433.0
224.0
225.0
572.0
2484.0
339.0
285.0
12410.0
318.0
37192.0
871.0
598.0
""
5100.0
1008.0
493.0
395.0
807.0
601.0
7895.0
31295.0
12710.0
1506.0
3838.0
48470.0
1584.0
892.0
266.0
1923.0
322.0
63.0
850.0
1676.0
2009.0
1000.0
301.0
383.0
1802.0
83.0
143.0
889.0
158.0
43.0
233.0
459.0
403.0
2140.0
387.0
2840.0
13448.0
26485.0
541.0
1753.0
841.0
575.0
817.0
333.0
79.0
254.0
236.0
181.0
3401.0
79.0
419.0
278.0
204.0
""
941.0
""
""
""
""
""
30.0
69.0
""
24.0
""
""
""
237.0
""
""
164.0
""
110.0
72.0
102.0
81.0
""
""
""
313.0
""
25.0
81.0
83.0
78.0
""
""
130.0
149.0
99.0
