kir_other_male_p1
0.23955986
0.42425179
0.28016984
0.3120006
0.3491649
0.08004342
0.27813083
0.33086076
""
0.31484133
0.36294541
0.31217971
0.31007427
0.41656268
0.34649423
""
0.37809283
0.28827637
0.39560357
0.27597722
0.36676368
0.34317791
0.29740399
0.42122823
0.35267964
0.40528566
0.29675734
0.38317928
0.42150965
0.45408252
0.35236767
0.38741788
0.406874
0.35355613
0.30234468
0.29320765
0.36508119
0.36885414
""
0.47061574
0.30122876
0.440312
""
""
0.48268458
0.36302564
0.35976824
0.3993797
0.39727968
0.38277894
0.46184507
0.50001782
0.31896999
""
""
0.39695981
-0.07419531
0.32470676
""
0.30341548
0.27489415
0.40111354
0.20937504
0.26952606
0.41301739
0.450012
""
0.31480196
0.32657513
0.10036836
0.53543478
0.26312831
0.40825358
0.35052246
0.31589797
""
0.2499277
0.31771329
""
0.31693232
0.27849644
0.30328986
0.24386673
0.35577732
0.35759076
0.26036853
0.38286328
0.42235631
0.34654239
0.2863501
0.26102179
0.41235149
0.19317687
0.36923128
0.45735347
""
0.38780317
0.46494782
0.34922639
0.35146725
0.3854776
0.36271209
0.36511269
0.3523874
0.33562076
0.41300625
0.34676015
0.38743141
0.44623438
0.28425479
0.32124326
0.33775699
0.43466744
0.13007256
0.37729141
0.34669873
0.35724828
""
0.29763719
""
0.35604322
0.26683322
0.31211531
0.46506891
0.44536617
0.39216933
0.31370261
0.25594002
0.43742779
""
0.37944549
0.24300723
0.18712562
0.39074016
0.38342744
0.26171723
0.31887579
0.40809551
0.26377657
0.26586762
0.33490568
0.37077296
""
0.43741816
0.39866492
0.29663706
0.25788122
0.38422072
0.36711273
0.56134003
0.19956195
0.33002123
0.29169807
""
0.35583788
0.26764604
0.19449939
0.3076314
0.21489905
0.51422328
""
0.28911906
0.40634257
0.36933514
0.27360588
0.45316651
0.21859729
0.22661665
0.32318139
0.35807106
0.32725316
0.40757734
0.38472149
0.34698939
0.20579153
0.49665883
0.32203957
0.33201852
0.37512603
0.36168706
0.28272045
0.40129849
0.29842192
0.17440462
0.22633536
