kfr_native_hisp_female_mean
0.4086175
0.34909567
""
0.51818508
0.34710112
""
0.44400617
""
""
0.55854654
0.38576806
0.455717
""
0.53107828
0.45140028
""
""
0.45237544
""
""
0.42018425
0.44604814
0.46337688
0.41084236
0.51403248
""
0.42931202
0.42280957
0.45940652
""
""
0.44555709
0.48657417
0.4663595
""
0.5251199
""
0.42844659
""
""
0.4861744
""
""
""
""
""
0.51464373
0.54020268
0.49629968
0.41453892
0.49443868
0.52830189
0.50834465
""
""
0.48752955
""
""
""
0.41436049
""
0.4606511
""
""
""
""
""
""
""
""
""
""
""
0.34384722
""
""
0.51659656
""
""
0.46259406
0.42193738
0.44286147
""
0.50134015
0.48613688
0.45695314
0.45316416
0.48576963
0.5189634
0.44018868
0.48673868
""
""
0.48169374
""
""
0.42014736
0.43278983
0.4890694
0.47643271
0.46077722
0.51111341
0.48096743
0.45145804
0.4652918
0.47876191
0.43591017
0.46167186
0.4521732
0.49263737
0.5182249
0.45879686
0.44670397
""
0.47528589
0.42134392
0.42419824
""
""
""
0.45669389
""
""
0.38023251
""
0.49101502
0.47277489
""
""
""
0.5314151
""
0.45228446
""
0.40885291
""
0.51789302
0.45769936
""
0.40704575
0.46462607
0.49049067
""
""
0.34915495
""
0.43819624
""
""
""
0.50029773
0.49706244
""
""
0.47783214
0.55779964
""
0.49873024
""
""
""
""
0.57795221
0.53081018
""
0.57107282
0.4764156
0.53357017
""
0.47165716
0.49671108
0.47103411
0.42412609
0.46312478
0.42063278
0.43202692
0.48817191
0.43575078
0.43618977
0.53402466
""
0.42561907
0.5088197
""
""
0.48808375
""
0.61320573
0.50069177
""
""
0.48032448
0.5197832
""
""
""
0.41957507
0.48113021
0.44113758
0.45715818
0.4472819
0.51555991
0.45454624
0.54355621
0.41477081
0.47235984
0.48099452
0.50118685
0.47007674
0.45671704
0.57216138
0.42160198
""
""
0.53722483
0.43808645
0.4357852
0.46007913
0.44467846
""
0.62136984
0.53791213
""
""
0.50850368
0.47332284
0.47400197
0.48256755
0.52775824
0.45628002
0.44339189
0.43443426
""
0.38486284
""
""
""
0.40596551
""
""
0.34308761
0.46555123
""
0.48154536
""
""
0.41940072
0.44567397
0.53887075
0.47225571
0.45723435
0.48610249
0.39621401
""
0.46459359
0.60843223
0.42019311
0.49090275
0.38569891
0.45988652
0.5070383
0.45581654
0.4499352
0.4596386
0.50817901
0.51459819
0.57166505
0.53877467
0.48566678
0.52411258
0.49520606
0.4362469
""
0.4728353
""
""
0.42260024
0.47609809
""
0.44307551
0.43242905
""
""
0.51100898
0.5362379
0.43784642
0.42024553
0.49034011
0.49054334
0.37366751
""
""
""
0.39395517
0.57151312
""
""
0.48719001
0.49005911
0.50469953
0.5215565
0.3401162
0.37875271
0.5490731
0.42709699
0.48702079
""
0.49020588
0.48373309
""
0.51076806
0.47024161
0.46241015
0.47849655
0.50487423
0.44250873
""
0.45614034
0.45774794
0.46965486
0.43388098
0.50337458
0.56814975
0.37968853
""
0.54487985
0.51573163
0.55204505
0.44440559
0.49183977
""
0.51648194
0.46359086
0.47149879
0.49993318
0.52268428
0.47971833
0.50745505
""
0.53074419
""
""
0.4621402
0.5447126
""
""
0.38933998
""
""
""
""
0.45914534
0.41893601
""
0.49273545
0.38750139
""
0.37506866
""
0.43877268
0.40533191
""
0.53676367
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54411656
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41642997
""
""
""
""
""
""
0.52260768
""
""
0.46005818
0.51354301
""
""
""
0.51380515
0.51102948
""
""
""
""
""
""
""
""
""
""
""
""
0.46159557
0.43955129
""
0.47407717
""
0.38055903
""
0.50024408
0.52792889
""
""
""
0.44868466
""
""
""
""
0.47952667
0.53394645
0.52930236
""
0.43252516
0.52297062
""
""
0.48013452
0.43009362
""
0.47275189
""
""
0.4861657
0.56637686
""
""
""
""
0.52233863
0.47507161
""
""
0.43115205
0.42719591
""
""
""
""
""
""
""
""
0.45536539
0.49018458
""
0.52529556
""
0.56364912
0.46339735
0.48735574
""
""
0.47552842
0.46768317
0.45830929
""
""
""
""
""
""
0.50993592
""
""
0.43252158
0.50356466
0.49721256
0.525931
0.43867844
0.52091384
0.48297063
0.51009536
0.46032
0.51208919
0.47906193
0.49976346
""
""
0.48056394
""
0.4672012
0.46156663
0.41549829
""
0.47606042
0.48820263
0.39867014
0.45450801
0.41701999
0.48693335
0.53236151
""
0.50758708
0.48907995
0.45104596
0.39529753
0.40611151
""
0.45371729
0.38227361
0.46767527
0.42666367
0.43695018
0.44968784
0.42808118
0.54129601
""
""
""
0.4262253
0.475775
0.46683246
""
0.51321369
0.58037305
