kir_imm_pooled_female_p25_se
0.090120196
0.073071525
""
""
""
""
""
0.041530069
""
""
""
""
""
""
""
0.047849238
""
""
""
""
""
""
0.033685524
""
0.061116651
0.064508863
""
0.098459661
""
""
""
""
""
""
0.052183665
""
0.030911272
""
""
""
0.070182554
0.087685034
""
""
0.026071208
""
""
0.055535644
0.028626189
""
0.036191616
0.071989886
""
""
""
""
0.053693242
""
0.062969841
""
""
""
0.066616349
""
""
""
""
""
""
0.021608902
""
""
""
""
0.03991938
""
""
0.08385165
0.086659387
""
0.069180332
""
""
0.086217776
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021236481
0.051845696
0.069204278
""
""
0.075605236
0.0069262884
0.0276978
0.068024792
0.010322302
0.023858497
0.017627012
0.038815185
0.012638398
""
""
""
0.031882919
""
""
""
""
""
""
""
""
""
""
""
""
0.053438518
""
""
""
""
""
0.067023411
""
""
0.060981352
""
""
0.068062119
""
""
""
""
""
0.076067574
""
""
""
""
""
""
""
0.083752245
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061183874
""
0.028755071
""
""
0.074163623
""
""
0.041342124
0.06915234
""
""
""
""
0.032565277
0.096240215
""
""
0.0067617032
""
""
0.028303821
0.096288309
0.061033648
0.0090512671
""
0.038953643
0.0073064258
0.045150507
0.047885686
0.0088726692
""
0.0078907823
0.017380368
0.086887158
0.086553358
0.0020197195
0.018100414
0.023696478
""
0.046851337
0.012425994
""
""
0.0095400838
0.025113568
0.055496342
0.0042551374
0.022936692
""
0.0055651399
0.0078048711
0.029171627
0.0053294683
0.0043239123
0.0086539406
0.0096656457
0.029610587
0.0087739248
0.012984874
0.0061497586
0.017256862
0.037482806
""
0.074286826
0.012159089
0.01915008
0.010413079
0.024402041
0.041133169
""
0.01022414
0.084226377
0.0094336635
0.021091934
0.026086301
0.018413171
""
0.015359749
""
""
""
0.027694415
0.064226687
""
""
""
""
""
""
""
""
0.012471555
""
0.049380437
""
""
0.014629515
0.074037313
0.063269541
""
""
""
""
""
""
0.022746021
""
""
""
0.083493993
0.037582256
""
""
""
0.056871261
""
""
""
0.06570708
0.055613477
""
""
""
""
""
""
0.041089531
""
""
""
""
""
""
""
""
""
""
0.031380318
""
0.011274294
0.010606898
0.039050907
0.041867465
0.012428382
0.027473142
0.044813395
0.047579367
0.036470383
0.020853862
0.040941458
0.015197903
0.029192282
""
0.024884442
""
0.015816471
0.0050334446
""
0.030440763
0.039105587
0.031051695
0.019826785
0.061035939
""
""
0.012664904
0.021825355
0.04528147
""
0.060930666
""
""
""
""
0.057270117
0.040486678
0.030613728
0.038441997
0.0088779544
""
0.037651949
""
""
""
0.026426015
0.016535759
0.030378405
""
""
""
0.023298815
0.022851819
0.043821376
0.003558693
0.034138955
0.069017649
0.021972608
0.046750065
0.0073499531
0.012277182
0.0078802789
0.019038564
0.012022529
0.014449818
0.061157238
0.048633795
0.018957451
0.034259792
0.023627356
0.014200724
""
""
""
""
0.015163792
""
0.061336841
""
""
""
""
""
""
""
0.066179603
0.088765271
""
""
0.053905781
""
""
""
0.076211296
""
""
""
""
0.06502521
""
0.058967341
""
""
0.033439532
0.041958015
""
0.045095965
0.054079361
""
0.016705377
""
0.018859157
""
""
0.040366247
""
0.059728563
""
""
""
""
""
0.013820039
""
""
0.048275735
0.058539607
""
""
""
""
""
""
""
0.050272211
0.065231115
0.050992813
""
0.014054916
""
""
0.072371215
0.067942537
""
""
0.015272491
0.074031658
0.035109941
""
""
""
""
""
0.036285635
0.042473555
""
0.067262784
""
""
""
""
""
""
""
""
""
""
0.027360644
""
""
0.050622452
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022234745
0.068632171
0.10179432
""
0.057992119
""
""
""
""
0.066277802
""
""
""
""
""
0.02284536
0.064312436
""
""
""
0.090571277
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072462566
""
""
""
""
""
0.074560598
""
""
""
""
""
""
""
0.039840631
""
""
""
""
0.028795496
0.008594783
0.037108906
0.023044843
0.029946664
""
0.061276734
""
""
0.053435236
""
""
0.079505265
0.048437048
""
""
""
0.028681196
""
0.072112165
""
""
""
0.054365166
""
""
""
""
""
0.082335219
0.074294135
0.050594982
""
""
""
""
0.094280891
0.053736515
0.09619882
""
""
""
""
""
""
