grad_asian_pooled_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
37.0
""
""
""
29.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
325.0
""
""
68.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
1383.0
""
""
27.0
""
""
693.0
""
""
322.0
""
""
""
""
166.0
36.0
""
""
6061.0
""
60.0
""
""
82.0
""
""
134.0
42.0
""
2184.0
52.0
""
414.0
724.0
""
579.0
1347.0
1293.0
355.0
24.0
881.0
63.0
1996.0
42.0
""
""
""
388.0
78.0
117.0
51.0
""
""
66.0
""
304.0
52.0
21.0
83.0
""
127.0
""
""
""
50.0
""
""
""
""
""
""
""
""
""
75.0
""
27.0
""
""
73.0
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
139.0
125.0
""
""
90.0
31.0
""
""
""
76.0
""
55.0
23.0
""
22.0
""
32.0
179.0
""
""
""
22.0
""
""
""
""
124.0
39.0
""
""
""
""
""
""
""
""
""
""
""
130.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
182.0
""
""
25.0
""
180.0
23.0
81.0
29.0
122.0
46.0
""
""
""
""
""
54.0
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
71.0
""
79.0
""
""
25.0
""
""
""
""
""
""
""
153.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
104.0
""
""
""
""
""
""
199.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
115.0
1722.0
62.0
157.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
1390.0
""
""
""
""
""
563.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
179.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
27.0
""
""
38.0
""
