staytract_white_pooled_p50
0.21125257
0.1206598
0.20119309
0.25248289
0.1690475
0.27821985
0.22774942
0.27213389
0.32213789
0.38313645
0.36279589
0.34616327
0.46603298
0.39517182
0.33529928
0.32446137
0.26549283
0.24410604
0.24229677
0.21173184
0.20233154
0.20927162
0.1799174
0.28976259
0.33926934
0.35316512
0.34832308
0.28845134
0.26469091
0.31979778
0.13674353
0.18086913
0.26352623
0.33662409
0.24368542
0.16940697
0.19756231
0.17931925
0.19559985
0.31160194
0.25187603
0.36427882
0.24314119
0.27187154
0.22801623
0.24787827
0.36676919
0.35155571
0.34433749
0.25082448
0.1805962
0.22140723
0.37750831
0.40732023
0.42146134
0.44187981
0.38494295
0.40295804
0.32291168
0.40561208
0.39096162
0.41157833
0.34411424
0.31797346
0.35331985
""
0.2637617
0.34794086
0.24380778
0.23677686
0.24872047
0.34350839
0.36842889
0.33345869
0.28469723
0.45343906
0.40345278
0.17093913
0.26819712
0.28470469
0.47063255
0.33617425
0.24200602
0.11687315
0.16767889
0.14357558
0.26071116
0.23233855
0.23468284
0.36609218
0.27199897
0.33160147
0.2522417
0.24020383
0.2976009
0.47303727
0.34431705
0.17975013
0.26223963
0.38963044
0.32083994
0.36027455
0.32976955
0.33065814
0.37555459
""
0.24268444
0.24298669
0.3461231
0.38077232
0.29775655
0.18204473
0.28123865
0.33912298
0.31047642
0.40278068
0.43744698
0.3845247
0.39122903
0.33282784
0.42419341
0.2973879
0.35864013
0.30797794
0.32162783
0.34329659
0.36360165
0.41245225
0.42652985
0.44706145
0.32470745
0.40331095
0.41146988
0.27778357
0.44626343
0.33154067
0.31278631
0.4924632
0.44788018
0.34092042
0.35346046
0.29352084
0.50925088
0.44474989
0.32088518
0.45400202
0.34343535
0.4441103
0.42077282
0.37433454
0.54570919
0.37964067
0.35725731
0.33744097
0.2831187
0.3256453
0.25468925
0.26057526
0.24701552
0.24062882
0.2485908
0.18068181
0.26158234
0.21298285
0.1373377
0.25585797
0.26665169
0.34860998
0.2293953
0.27470472
0.26069054
0.28002805
0.21286668
0.29360577
0.30520976
0.32594332
0.40081736
0.3217625
0.38143724
0.4124074
0.34401682
0.31649798
0.29476935
0.26049674
0.30304158
0.29716569
0.2333242
0.44025794
0.37356651
0.41631466
0.27773288
0.27434388
0.30261675
0.36698341
0.27745345
0.30830371
0.23336768
0.2119716
0.28592366
0.3059268
0.43237329
0.25919494
0.46030408
0.4055281
0.39574537
0.4057138
0.28778294
0.37952286
0.38538566
0.29541931
0.31643844
0.37299991
0.36815205
0.26348537
0.256475
0.26525387
0.27476031
0.31668848
0.28504208
0.36190286
0.3198458
0.29639313
0.3606506
0.31917712
0.4079586
0.146676
0.31188276
0.3296591
0.2829842
0.21215864
0.22216052
0.16870011
0.2420644
0.24235652
0.2097705
0.27659833
0.27280706
0.27443174
0.2804049
0.32162672
0.27980477
0.29669669
0.25308526
""
""
0.18930379
0.15897851
0.089287668
0.21054074
0.33445767
0.35749656
0.26664415
""
0.25920239
0.37068129
0.34432068
0.38168803
0.37715623
0.40766227
0.39868259
0.38593918
0.35147387
0.28439018
0.31716821
0.21218029
0.12754358
0.31180331
0.35057184
0.39957786
0.32751426
0.35483781
0.39899141
0.31857759
0.31306273
0.17076947
0.17349696
0.2436717
0.1879869
0.26835054
0.2187084
0.30231193
0.16735889
0.21403188
0.41905701
0.40835834
0.37549824
0.30240113
0.41376168
0.36112437
0.31225485
0.34345573
0.2210114
0.32784832
0.20025405
0.29976878
0.22567287
0.27055806
0.23368609
0.17380986
0.26681238
0.32389075
0.28275979
0.16982694
0.22126439
0.21919832
0.23265707
0.24428594
0.35145396
0.33809632
0.22601372
0.23847754
0.2727676
0.33778822
0.285788
0.36585626
0.33921933
0.39415887
0.36242422
0.3505176
0.33236191
0.42594776
0.19624515
0.39998317
0.32979798
0.28467262
0.35940993
0.4583047
0.36236611
0.28115913
0.33131725
0.25183406
0.30089706
0.34486002
0.31750697
0.35441691
0.39979613
0.45057115
0.42272636
0.39399654
0.41720518
0.31793496
0.25581628
0.56891549
0.29954475
0.42379174
0.40360478
0.36187077
0.37676349
0.27514294
0.25183752
0.15727228
0.36563671
0.19574852
0.23105189
0.26823753
0.34621915
0.32656989
0.36394382
0.23639713
0.15996957
0.16658771
0.25661302
