two_par_asian_female_mean_se
0.033165976
0.048165064
""
0.019131087
0.027697897
0.073325008
0.017525334
""
""
0.023496687
0.030885367
0.01109692
""
0.036456622
0.022257946
""
""
0.032647196
""
""
0.036179185
0.017153664
0.03583023
0.040620919
0.010026872
""
0.040187217
0.021756537
0.0076330071
0.10179391
0.061564066
0.03899477
0.010677841
0.013853237
0.071611002
0.018974043
""
0.074428827
""
""
0.02686071
""
""
""
""
0.083471611
0.0084138485
0.025215797
0.015657762
0.049868241
0.028070079
0.023214525
0.0456497
""
""
0.030602502
0.070597172
""
""
0.080077998
0.072211139
0.023994375
""
0.073269665
""
0.050184581
""
""
""
""
0.064708382
0.07783588
0.056996714
0.073444054
""
""
0.092515029
""
""
0.016328827
0.10848793
0.047646321
""
0.081203721
0.013306107
0.057146482
0.06697347
0.022775754
0.015170504
0.043090738
0.065442301
""
0.077234775
0.018997058
""
""
0.054863725
0.031618323
0.0089336056
0.019741137
0.019092774
0.0073787649
0.012308054
0.025017694
0.016097069
0.0080038467
0.020294571
0.010325611
0.087348051
0.027331136
0.021069685
0.038920674
0.02068227
""
0.017571034
0.021456871
0.012586783
""
""
""
0.04131376
0.085403703
0.063572086
0.03245936
0.087087624
0.02599442
0.027122919
0.068916328
0.061665844
0.082608163
0.0055745929
0.060869832
0.033555381
0.077108711
0.034755118
0.077580534
0.030842163
0.025504954
""
0.032059491
0.027600048
0.032435395
""
0.085042417
0.064389832
""
0.034488138
0.086676195
0.10194638
0.071828283
""
0.02173944
0.042439874
""
0.0145705
0.025869412
""
0.031045139
""
0.043169577
""
""
0.021422539
0.0061241323
""
0.0034170083
0.079940893
0.071935914
""
0.032212287
0.0050648516
0.01632989
0.060346961
0.02492087
0.035378836
0.022179218
0.020247573
0.013108213
0.065134317
0.080598086
-0.0059057311
0.073147751
0.014819721
0.085482039
0.094372354
0.011553779
""
0.081490763
0.021505142
""
0.093227364
0.023946518
0.017479047
""
""
0.049819153
0.035952166
0.045421187
0.017437544
0.066902705
0.021708107
0.033146251
0.054675214
0.057955451
0.038741652
0.020844562
0.012767167
0.031033985
0.051022075
0.029153867
