stayhome_other_male_n
167.0
82.0
""
307.0
179.0
28.0
450.0
22.0
""
114.0
138.0
659.0
24.0
58.0
132.0
""
""
169.0
20.0
30.0
188.0
691.0
147.0
87.0
731.0
24.0
94.0
434.0
1237.0
37.0
52.0
109.0
739.0
728.0
46.0
300.0
25.0
59.0
""
""
141.0
29.0
""
""
""
30.0
739.0
129.0
324.0
100.0
242.0
232.0
80.0
""
""
282.0
25.0
""
""
59.0
34.0
326.0
""
31.0
35.0
36.0
""
""
25.0
25.0
29.0
34.0
40.0
76.0
25.0
""
44.0
32.0
""
577.0
38.0
65.0
27.0
64.0
632.0
70.0
59.0
323.0
398.0
128.0
74.0
25.0
34.0
221.0
36.0
""
84.0
130.0
1457.0
332.0
374.0
2263.0
827.0
299.0
483.0
1372.0
334.0
971.0
53.0
184.0
143.0
137.0
388.0
""
426.0
323.0
434.0
""
""
""
109.0
39.0
39.0
170.0
30.0
269.0
237.0
31.0
""
""
2101.0
54.0
82.0
25.0
112.0
39.0
212.0
255.0
20.0
52.0
206.0
227.0
""
32.0
59.0
""
160.0
51.0
35.0
27.0
42.0
322.0
68.0
""
797.0
218.0
21.0
198.0
""
43.0
""
20.0
288.0
1810.0
31.0
4988.0
95.0
44.0
90.0
160.0
3166.0
403.0
74.0
291.0
61.0
22.0
397.0
840.0
78.0
78.0
59.0
62.0
870.0
61.0
56.0
985.0
""
47.0
263.0
""
39.0
228.0
530.0
24.0
20.0
54.0
129.0
138.0
480.0
38.0
446.0
199.0
60.0
96.0
192.0
332.0
864.0
59.0
126.0
150.0
111.0
153.0
""
25.0
352.0
365.0
312.0
1360.0
77.0
107.0
55.0
71.0
105.0
59.0
1149.0
172.0
107.0
125.0
987.0
350.0
278.0
190.0
""
89.0
""
63.0
""
132.0
""
28.0
86.0
58.0
97.0
242.0
48.0
70.0
158.0
593.0
43.0
168.0
1048.0
194.0
93.0
""
193.0
49.0
43.0
526.0
45.0
285.0
85.0
335.0
506.0
572.0
544.0
7192.0
617.0
3327.0
3089.0
378.0
289.0
82.0
""
115.0
""
37.0
364.0
147.0
52.0
110.0
1231.0
""
""
3179.0
596.0
60.0
347.0
2000.0
82.0
33.0
21.0
""
32.0
38.0
25.0
28.0
""
59.0
48.0
119.0
2297.0
30.0
78.0
127.0
32.0
27.0
""
60.0
95.0
""
90.0
127.0
51.0
106.0
231.0
170.0
57.0
165.0
113.0
100.0
48.0
339.0
49.0
27.0
34.0
110.0
233.0
71.0
68.0
254.0
23.0
250.0
356.0
953.0
69.0
4317.0
363.0
113.0
35.0
1454.0
""
32.0
129.0
178.0
79.0
27.0
51.0
41.0
""
24.0
79.0
25.0
51.0
""
63.0
100.0
""
60.0
31.0
41.0
64.0
""
222.0
""
""
31.0
34.0
""
""
""
""
""
48.0
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
125.0
25.0
""
""
""
""
""
102.0
""
""
97.0
111.0
""
23.0
""
41.0
33.0
""
""
""
""
""
""
""
""
""
""
21.0
""
25.0
""
""
25.0
25.0
21.0
21.0
38.0
323.0
""
""
""
183.0
""
""
""
""
30.0
100.0
""
""
""
23.0
31.0
""
29.0
115.0
""
217.0
""
""
674.0
""
""
""
""
""
""
1049.0
""
""
124.0
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
289.0
2015.0
""
""
37.0
29.0
64.0
""
""
""
""
""
""
63.0
""
""
226.0
300.0
550.0
62.0
56.0
34.0
32.0
250.0
124.0
1388.0
94.0
43.0
""
""
187.0
26.0
278.0
56.0
269.0
36.0
56.0
413.0
386.0
314.0
114.0
1843.0
114.0
22.0
115.0
543.0
105.0
""
24.0
""
62.0
""
32.0
125.0
94.0
""
126.0
25.0
""
""
""
""
30.0
""
""
23.0
""
""
""
58.0
""
""
769.0
""
1197.0
""
27.0
""
156.0
""
""
""
""
""
23.0
148.0
282.0
74.0
159.0
2610.0
229.0
72.0
35.0
93.0
""
""
""
""
""
""
""
""
180.0
""
""
128.0
""
""
""
23.0
""
119.0
40.0
683.0
1276.0
2042.0
86.0
159.0
124.0
120.0
390.0
62.0
""
165.0
57.0
118.0
1840.0
126.0
171.0
95.0
82.0
""
951.0
""
""
""
""
""
26.0
102.0
38.0
40.0
22.0
""
""
252.0
35.0
22.0
130.0
""
""
""
24.0
31.0
""
""
""
111.0
""
""
52.0
58.0
49.0
""
""
116.0
110.0
29.0
""
55.0
""
6298.0
396.0
1122.0
""
104.0
""
""
25.0
678.0
""
2423.0
""
854.0
121.0
""
124.0
172.0
23.0
107.0
934.0
52.0
31.0
464.0
55.0
""
99.0
21.0
""
""
""
379.0
1717.0
107.0
193.0
""
""
""
24.0
""
62.0
166.0
""
""
249.0
152.0
279.0
34.0
186.0
938.0
710.0
1255.0
512.0
4323.0
3731.0
44.0
""
""
543.0
717.0
8481.0
2202.0
""
""
4106.0
139.0
697.0
16004.0
77.0
45.0
63.0
67.0
607.0
67.0
247.0
2438.0
74.0
1100.0
76.0
231.0
308.0
33.0
""
135.0
""
""
""
209.0
113.0
6933.0
