kir_stycz_asian_female_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.073582754
""
0.036424931
""
""
""
0.072200514
""
""
""
0.045247778
""
""
""
0.025880089
""
0.047837585
""
""
""
""
""
""
""
0.071529545
""
""
""
""
""
""
""
""
""
""
0.020873217
""
""
""
""
0.056860823
""
""
0.082844205
""
""
0.055680867
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058433644
""
""
""
""
""
0.0099304374
0.078831062
""
0.021015767
0.054788612
""
0.070376761
0.050764289
""
""
""
0.062258359
""
""
""
""
""
""
""
""
""
""
""
""
0.060478389
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032835215
""
""
0.067472853
""
""
0.035440158
""
""
""
""
""
0.036674406
""
""
""
0.0043816841
""
""
0.033812262
""
""
0.0081011551
""
0.054851383
0.0074639865
""
0.046476495
0.053704429
""
0.013068058
0.03484476
""
""
0.0021004037
0.051961694
0.028239401
""
""
0.018670818
""
""
0.01704224
0.034509376
""
0.003496699
0.028810363
""
0.0079758558
0.00675538
0.068032958
0.0066802166
0.0048992746
0.0049750214
0.0077817789
0.035042077
0.0065426775
0.022103226
0.0046290169
0.032814212
0.037890196
""
""
0.010260678
0.021263959
0.014214812
0.022102978
""
""
0.017573301
""
0.012313478
0.024397932
0.031054093
0.020183615
""
0.017122155
""
""
""
0.034456521
0.054966234
""
""
""
""
""
""
""
""
0.0178748
""
0.040469959
""
""
0.024049934
""
""
""
""
""
""
""
""
0.021873463
""
""
""
""
0.055086512
""
""
""
0.051493827
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075008005
""
0.019644829
0.019811783
0.060243409
0.054184865
0.02162225
0.031681575
0.055089593
0.088160478
0.058721934
0.028547194
0.053782653
0.018824724
0.045961346
""
0.035116926
""
0.027638143
0.012981131
""
0.080216095
0.078381151
0.041628264
0.056051269
""
""
""
0.015767016
0.02432823
0.085051514
""
""
""
""
""
""
""
""
0.050343134
0.083441287
0.01392317
""
0.063199028
""
""
""
0.042545345
0.031088222
0.058241215
""
""
""
0.04571953
0.04917473
0.074887887
0.012239009
0.08722616
""
0.027228562
""
0.011748449
0.031055197
0.018085858
0.032350264
0.01467807
0.030796852
""
0.076367378
0.040662318
0.06144879
0.04085556
0.024986874
""
""
""
""
0.02863786
""
""
""
""
""
""
""
""
""
0.052184634
""
""
""
0.061161581
""
""
""
""
""
""
""
""
0.11278936
""
0.067390777
""
""
0.036831547
""
""
0.063753717
0.067673124
""
0.015578697
""
0.016917437
""
""
0.064457588
""
""
""
""
""
""
""
0.01130328
""
""
""
0.057682641
""
""
""
""
""
""
""
0.051165365
""
0.062479589
""
0.016567942
""
""
""
""
""
""
0.0091063511
0.071404196
0.053406835
""
""
""
""
""
0.043233804
0.042474829
""
""
""
""
""
""
""
""
""
""
""
""
0.064788915
""
""
0.059233546
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044479154
""
""
""
""
""
""
""
""
""
