kfr_top20_pooled_male_p25_se
0.0084904293
0.0060434667
0.0084977187
0.013512302
0.008365145
0.0097058434
0.0064748232
0.0048820241
0.0069569233
0.012999949
0.0099120894
0.019422973
0.010477715
0.0164693
0.015377136
0.0088241957
0.0084518539
0.0088520898
0.016181445
0.01214417
0.012669474
0.007512752
0.0075833597
0.0058817258
0.0061908741
0.0074044829
0.0086327754
0.005241639
0.013015299
0.012095124
0.010621739
0.011590077
0.010406085
0.01168584
0.0055617774
0.0089557664
0.0022479086
0.017130055
0.0083962418
0.011229696
0.0071200496
0.0077341399
0.0078653498
0.0066424576
0.0045945402
0.010886036
0.011390775
0.0064466568
0.0027835162
0.013254318
0.0028552737
0.0059634685
0.008886544
0.011146769
0.0081422199
0.011206025
0.0043777702
0.0084513007
0.0084814988
0.011269009
0.0048795473
0.0084382938
0.0045595733
0.0088246781
0.021303687
0.011877029
0.0093815224
0.050626285
0.046079703
0.0050897137
0.01079898
0.092047215
0.12580916
0.030892914
0.0088279797
0.083852112
0.051739737
0.017286306
0.014747024
0.026752513
0.023125682
0.014290507
0.053223472
0.013147444
0.019085634
0.036110334
0.017928587
0.07884936
0.023069747
0.028930521
""
0.043866567
0.036961988
0.076938801
""
0.016783075
0.0078784758
0.0063339546
0.0072650965
0.010896567
0.012850867
0.03124436
0.015262205
0.0013952177
0.004913074
0.0072875698
0.0023963419
0.004328839
0.0066070175
0.006345226
0.004233263
0.010929384
0.013460628
0.010163765
0.005660037
0.010754351
0.012754757
0.031296883
0.012189244
0.010163948
0.013133655
0.013752117
0.013939668
0.025619252
0.013178191
0.015183263
0.0079944953
0.0077551221
0.004245331
0.011335542
0.017776145
0.0098037925
0.012259414
0.0077418676
0.015601832
0.014966122
0.0064615761
0.018744403
0.0088457353
0.0068052928
0.008948233
0.012660685
0.0098497858
0.017957775
0.013924154
0.0045503261
0.012405029
0.019341594
0.010375015
0.013816921
0.014405159
0.019756017
0.012284296
0.0079982625
0.015560894
0.016845198
0.0087811444
0.0054977122
0.015011816
0.02210341
0.018566852
0.017539151
0.0095486604
0.019535936
0.0061386144
0.014970535
0.0068459539
0.012538578
0.0090087196
0.024131913
0.0030302091
0.013347906
0.0078506516
0.007049032
0.015203819
0.018518049
0.0055149486
0.013297043
0.01512584
0.015139587
0.009400012
0.011527142
0.005568861
0.0090032676
0.014843154
0.011277739
0.0025940568
0.069238894
0.016348569
0.0055165691
0.017188352
0.016964983
0.0034334585
0.014509566
0.0085673155
0.0020311459
0.011618918
0.0070074718
0.0035876269
0.02333327
0.0026434867
0.0052658268
0.012179587
0.017834427
