staycz_hisp_pooled_n
564.0
373.0
41.0
1119.0
1400.0
100.0
2488.0
147.0
83.0
694.0
827.0
4223.0
82.0
267.0
943.0
63.0
77.0
824.0
71.0
92.0
835.0
3479.0
669.0
495.0
4302.0
110.0
919.0
2053.0
4665.0
197.0
196.0
314.0
2637.0
2292.0
152.0
1311.0
99.0
212.0
33.0
44.0
721.0
100.0
42.0
""
54.0
104.0
6525.0
536.0
1444.0
361.0
1146.0
953.0
400.0
40.0
34.0
1190.0
85.0
53.0
66.0
301.0
159.0
1505.0
44.0
162.0
88.0
107.0
""
35.0
69.0
98.0
73.0
117.0
154.0
311.0
143.0
54.0
223.0
141.0
80.0
2342.0
215.0
277.0
94.0
443.0
2845.0
279.0
239.0
1265.0
1159.0
604.0
318.0
159.0
162.0
689.0
139.0
76.0
382.0
2488.0
24095.0
6653.0
4656.0
117831.0
17543.0
7663.0
4051.0
30331.0
4380.0
5835.0
422.0
2354.0
1271.0
525.0
1706.0
72.0
1599.0
1833.0
1664.0
55.0
67.0
54.0
726.0
271.0
228.0
800.0
153.0
1263.0
983.0
229.0
85.0
95.0
14239.0
175.0
620.0
119.0
1984.0
152.0
1019.0
1676.0
116.0
206.0
1168.0
698.0
65.0
148.0
324.0
38.0
680.0
219.0
78.0
87.0
112.0
1369.0
254.0
49.0
2703.0
904.0
56.0
646.0
69.0
98.0
""
29.0
1325.0
6230.0
64.0
32615.0
130.0
118.0
75.0
1366.0
13747.0
2366.0
481.0
2827.0
218.0
192.0
1932.0
6890.0
303.0
129.0
134.0
181.0
1985.0
130.0
152.0
2519.0
45.0
160.0
809.0
36.0
89.0
802.0
1737.0
75.0
63.0
170.0
1286.0
621.0
4079.0
682.0
2729.0
1782.0
464.0
600.0
731.0
1916.0
3429.0
289.0
330.0
1148.0
365.0
498.0
52.0
91.0
7671.0
754.0
2946.0
6351.0
182.0
160.0
133.0
127.0
186.0
110.0
2749.0
449.0
231.0
327.0
2108.0
1487.0
1337.0
581.0
40.0
242.0
30.0
140.0
24.0
247.0
27.0
71.0
248.0
544.0
282.0
843.0
102.0
312.0
532.0
2235.0
263.0
515.0
7361.0
524.0
233.0
27.0
644.0
197.0
498.0
2431.0
239.0
2709.0
240.0
5383.0
7173.0
3255.0
6537.0
187525.0
6317.0
72762.0
27813.0
2777.0
1352.0
293.0
78.0
252.0
22.0
75.0
810.0
310.0
91.0
298.0
7983.0
""
""
25124.0
2520.0
135.0
5637.0
25150.0
271.0
78.0
55.0
39.0
76.0
129.0
86.0
235.0
93.0
560.0
472.0
383.0
7326.0
74.0
184.0
484.0
391.0
259.0
70.0
538.0
402.0
85.0
1062.0
465.0
287.0
577.0
1289.0
908.0
108.0
621.0
428.0
358.0
166.0
1422.0
199.0
166.0
113.0
554.0
713.0
284.0
370.0
2534.0
124.0
1823.0
3961.0
9241.0
711.0
102856.0
4207.0
535.0
151.0
4311.0
32.0
169.0
435.0
673.0
149.0
74.0
160.0
241.0
75.0
120.0
167.0
234.0
191.0
55.0
192.0
371.0
50.0
225.0
101.0
213.0
322.0
""
346.0
""
21.0
81.0
119.0
43.0
39.0
73.0
42.0
49.0
137.0
""
""
""
""
""
""
222.0
""
""
""
""
""
""
""
""
""
28.0
38.0
42.0
45.0
41.0
""
437.0
61.0
""
""
""
""
54.0
147.0
113.0
59.0
463.0
564.0
27.0
58.0
""
175.0
85.0
25.0
""
""
""
