jail_natam_pooled_mean_se
0.017926712
0.015658995
""
0.0041042878
0.014847777
""
0.012630493
""
""
0.0053061037
-0.00052869599
0.006250774
""
0.0073975455
0.0060426993
""
0.0085642859
0.021203775
""
-0.0015968974
0.0094191302
0.0023301656
0.0066875359
0.0025661485
0.0083783194
0.0077180672
0.010943872
0.0086827986
0.0065917959
""
0.0031008271
0.002115573
0.0083775455
0.011098044
0.0093075652
0.0037640887
0.0026127903
0.0091946404
""
""
0.0012032806
""
""
""
""
""
0.0035452845
0.0037956107
0.012382805
-0.00061226485
0.00071173819
-0.0006983265
-0.00074356451
""
""
0.0058136359
""
0.013369639
""
0.045364074
-0.0052634566
0.0053132167
""
0.0050245728
""
0.00503211
""
""
""
""
""
""
""
-0.0031197916
-0.0054790271
""
""
""
""
0.0051262472
0.044369806
0.0019458671
""
0.0013871419
0.010665126
0.047289327
0.0042991014
0.0087611936
0.0023469881
0.0041106199
-0.00025450427
""
""
0.014326978
""
""
0.018894512
0.014781938
0.0040366435
0.016676266
0.0078778351
0.0055142208
0.0090378635
0.011736554
0.0073683504
0.0033702194
0.0083466526
0.0035393299
-0.0029185771
0.017329743
-0.00018573937
0.00089894782
0.0071924073
""
0.0032135937
-0.001107657
0.011465766
""
""
""
0.016470026
""
""
0.0036326409
""
0.0076696104
0.0018431811
""
""
""
0.0039507528
-0.00059465371
-0.0046117026
""
0.0023720937
-0.0068147262
0.0043865331
0.010341564
""
-0.008968031
0.00050745485
0.010519446
""
""
0.0069383648
""
0.019055935
0.0054175747
""
-0.00116027
0.00078645296
-0.0002992955
0.00016103541
""
0.0035952274
0.00021233887
0.0056817709
0.0074202218
-0.0045973947
""
""
""
0.015346367
0.0032651823
""
0.0041295239
0.0068069049
0.021379236
0.0052899029
0.0060124816
0.0031267658
0.012273205
0.016191073
0.011506117
0.023923891
0.025084831
0.010235425
0.0073050917
0.013310619
0.010222704
0.022108894
-0.00029699714
0.01139587
""
""
0.0082464907
""
""
0.02440594
""
""
0.026444061
0.0073589315
""
""
""
0.0040643951
0.00069631985
0.002351461
""
0.010592149
0.020766458
0.0034208889
0.017003255
0.020611983
0.013414856
0.0076078074
""
0.010656758
0.031564482
0.00033895808
-0.0012683105
""
""
0.011788061
-0.00096801517
0.016775951
0.0016612895
-0.005851523
0.036967222
""
""
