working_other_female_mean
0.6751861
0.66456872
""
""
""
""
""
0.71333611
""
""
""
""
""
""
""
0.70411396
0.79957223
""
""
""
""
0.71606731
0.74263352
0.91735828
0.69854337
0.75874627
0.77655238
0.58476663
""
""
""
""
""
""
0.60443455
0.64963728
0.7785874
""
0.734182
0.75698358
0.71722698
0.76040912
""
""
0.74232239
""
""
0.68315274
0.76012516
""
0.72107863
0.78793818
""
""
""
""
0.69845694
0.67438412
0.64959019
""
0.74884009
0.79775071
0.56147015
0.52757102
""
""
""
""
""
0.76026535
0.80623668
""
""
""
0.74160016
""
""
0.79719275
0.7105698
0.56575012
0.61633724
""
""
0.68320817
0.63336259
""
""
""
0.68203491
0.63186556
""
""
""
""
""
0.73504329
0.72038114
0.76125509
0.77422845
0.60918623
""
""
0.78306878
0.7483753
0.71718228
0.75196737
0.76888508
0.73583931
""
0.61740506
0.79197276
""
""
0.83149821
0.74146998
""
""
""
0.54700172
""
""
""
""
""
""
""
0.74123991
0.6617648
0.7468549
""
""
""
""
0.84364557
""
""
0.6490652
""
""
""
0.61945993
""
""
""
""
0.8236106
""
""
""
""
""
""
""
0.79839164
""
""
0.74111241
0.58688813
""
""
""
""
0.83108801
""
""
""
""
""
0.75104922
""
0.7948904
""
""
0.68190151
""
""
0.69272691
""
""
""
0.67336231
""
0.70795709
0.71768832
""
""
0.78659481
""
0.77299774
0.67753536
0.7401405
""
0.77318406
0.62665045
0.77622491
0.74402469
0.73110938
0.74877548
0.78509063
0.56456268
0.67803246
0.72651017
0.691378
0.61711323
0.75994998
0.70370722
0.77857339
0.56750917
0.74481428
0.69684547
""
""
0.76403147
0.75883269
0.68520266
0.7624467
0.74693817
""
0.72985816
0.78416252
0.65703338
0.74677509
0.7583577
0.81258351
0.74882853
0.70281976
0.79893202
0.76600164
0.78391021
0.79092991
0.67583835
""
0.67307943
0.7609815
0.74137139
0.74609697
0.74510252
0.64478427
""
0.69737756
0.69168162
0.75328887
0.74897724
0.69395268
0.7858215
""
0.79225773
""
""
""
0.75585544
0.77750528
""
""
""
""
""
""
""
0.82570857
0.79913813
""
0.78430164
""
0.92918456
0.76417238
0.81074929
0.72148448
""
""
""
""
""
""
0.78731948
""
""
""
0.77847594
0.73728889
""
""
""
0.75701886
""
""
0.85020107
0.69899577
0.82940763
""
""
""
""
""
""
0.77948451
""
""
""
""
""
""
""
""
0.74187428
""
0.85384732
""
0.77381021
0.82178074
0.77917492
0.71044213
0.7498759
0.79803151
0.85167247
0.77545691
0.82700437
0.79173827
0.88933492
0.75990111
0.78180641
""
0.70702457
""
0.75883073
0.7502079
""
0.74604869
0.63238043
0.81109738
0.75931019
0.69018239
""
""
0.75009692
0.72350168
0.8238191
""
0.72709286
""
""
""
""
""
""
0.74727923
0.85905945
0.76935601
""
0.72937042
0.71533042
""
""
0.80375487
0.71023601
0.73735714
0.76488209
""
""
0.79107577
0.74909961
0.72582191
0.75123268
0.65515226
0.73897278
0.78201121
0.54555565
0.78976029
0.7975595
0.77218324
0.69584876
0.77110445
0.72856647
0.83824795
0.73201138
0.75494629
0.77227807
0.74605072
0.7882424
0.64736032
0.56893951
""
""
0.73955339
0.84382421
0.75740534
""
""
""
""
""
""
""
0.69476771
0.82928568
""
""
0.754282
""
""
""
0.92992151
0.73032439
""
""
""
0.72918653
""
0.72691292
0.62163097
""
0.7495122
0.85177928
0.61796576
0.69740856
0.83305788
""
0.78773504
""
0.74475741
0.64348298
""
0.73172814
""
0.78213477
""
""
""
""
""
0.76405454
""
""
0.60647959
0.67134434
""
""
0.64869654
""
""
""
""
0.80266601
0.61796564
0.78454041
""
0.77405477
""
""
0.72837335
""
""
""
0.74588352
""
0.70807338
""
""
""
""
""
0.78500652
0.75964409
""
0.55604249
""
""
""
""
""
""
""
""
""
0.82338482
0.79663253
""
""
0.71677148
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8292647
0.73525089
""
""
0.74555242
""
""
""
""
0.68310326
""
""
""
""
""
0.72054809
0.69514883
""
""
""
0.70562059
""
""
""
""
""
""
""
""
""
0.76150763
""
""
""
""
0.77645171
""
