kfr_black_pooled_p100
0.65382528
0.63126308
0.52581584
0.61491823
0.59978783
0.64407676
0.62515265
0.47534129
0.7430765
0.60251707
0.55777526
0.60081899
0.86608303
0.72809756
0.56831175
0.47446775
1.0878718
0.56715345
0.58468777
0.61388904
0.60981864
0.60652733
0.58749455
0.59882694
0.62758601
0.66027778
0.57984424
0.63502151
0.64105397
0.59451586
0.69088197
0.65303451
0.63579303
0.67291903
0.63210106
0.60958314
0.61325079
0.64619517
0.62149394
0.55707115
0.63567144
0.72625893
0.56371295
0.76272517
0.58774012
0.59474039
0.64239037
0.59669721
0.6362803
0.64813995
0.64083093
0.68786722
0.56219214
0.58285129
0.60542375
0.6141727
0.67908663
0.69661373
0.55206919
0.63065594
0.62900215
0.62378359
0.48320121
0.61127049
0.85645086
0.66119516
""
0.59478408
0.53895092
0.5258956
0.59332782
0.61552078
0.56100112
0.6198203
0.59379822
0.75128949
0.63170618
0.49366993
0.58958697
0.57669497
0.57091469
0.62624788
0.62889308
0.57375056
0.61994493
0.6309405
0.57849103
0.60343772
0.60712296
0.56552386
0.62793243
0.6290499
0.80114955
0.61801654
0.49303788
""
0.53918576
0.62760782
0.60993546
0.55625403
0.56024069
0.56160784
0.54038823
0.60843688
0.63249761
0.58246881
0.59777081
0.57641649
0.58752251
0.58355641
0.61509436
0.65775067
0.62067914
0.55136114
0.60235333
0.61555362
0.59302503
0.60722518
0.58992785
0.5898056
0.62006837
0.58853263
0.54753917
0.5986191
0.58021051
0.55529237
0.61079228
0.58899552
0.55032313
0.58158463
0.56971216
0.58031476
0.61751664
0.51999307
0.59982973
0.60787117
0.54731709
0.59867597
0.53756297
0.62879896
0.61438853
0.58072364
0.55710983
0.53179294
0.58072025
0.61129636
0.64466149
0.62595189
0.58992201
0.56343979
0.66882157
0.61928308
0.59599507
0.60190779
0.60973769
0.58788675
0.59111643
0.64213616
0.64290446
0.56834888
0.49180508
0.70093417
0.65447026
0.62816113
0.63064975
0.63545078
0.83167958
0.80553603
0.59085184
