kfr_stycz_natam_male_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4082841
""
""
""
""
""
""
""
""
0.32570609
0.27111855
""
""
0.35360593
""
""
""
""
0.36366281
""
""
""
0.42191976
""
0.36996141
0.27435526
""
""
""
""
""
""
""
""
""
""
""
""
0.50318766
""
""
""
""
0.21968131
0.18936424
""
""
0.16222355
0.22347581
""
""
0.19320083
0.29868713
0.26953849
0.2321659
0.18998113
""
0.27771905
0.17107362
0.19864225
0.16883917
""
0.2349515
0.27775437
""
""
""
""
""
0.2125635
0.27884844
0.28098592
0.29731974
0.25124264
0.26108536
""
0.31434399
0.2441356
0.28548545
0.23116241
0.2354849
0.19451518
""
0.24716653
0.22670019
""
""
""
0.3931897
""
""
""
""
""
""
""
""
""
""
""
""
0.3596372
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25155509
""
""
""
""
""
0.44030148
""
""
""
""
""
0.40709564
""
""
""
0.33600265
""
""
0.34759864
""
""
0.37978843
0.13039917
0.50364792
0.32395789
""
0.25875711
0.17100313
0.27610263
0.35882691
0.35804257
""
""
0.32811505
0.35442847
""
""
0.30689558
0.23504156
""
""
0.44461703
""
0.1259921
0.26571533
0.35096696
""
0.32958007
0.31788099
""
0.33793542
0.32728323
0.27826715
0.23648442
0.33674076
0.3774617
0.44930485
0.40911081
0.40839398
0.30137265
""
0.39065084
0.36334863
0.34848097
0.18263707
0.24202514
0.32633707
""
0.29966372
""
0.24736449
0.20887239
0.19021527
0.30232978
""
0.28296369
""
""
""
0.21398807
""
""
""
""
""
""
""
""
""
0.2623072
""
""
""
""
0.36432427
""
""
""
""
""
""
""
""
0.23004113
""
""
""
0.53323972
0.37101349
""
""
""
0.44709039
""
""
0.26350307
""
""
""
""
""
""
""
""
0.24202104
""
""
""
""
""
""
""
""
""
""
0.2839703
""
""
0.37080199
""
""
0.26622936
0.29464379
""
""
0.44911039
""
""
0.26311493
""
""
0.40988642
""
0.2174862
0.41487816
""
""
""
0.26584747
""
""
""
""
0.29983962
0.1804781
""
""
""
""
""
""
""
""
""
""
""
0.229782
""
""
""
""
""
""
0.32873887
""
""
""
""
""
0.34899923
""
0.26707366
""
""
0.25776491
""
0.33178991
""
0.26737458
0.22085381
0.35332656
0.25619495
""
""
""
0.26193056
0.14744703
0.26583591
""
""
""
""
0.39931655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10568881
""
0.3356815
""
""
""
""
""
""
""
""
""
""
0.1391855
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34899694
""
""
""
""
""
""
0.29421234
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
