stayhome_black_female_mean_se
0.01968378
0.017909586
0.016402263
0.035291865
0.080258057
0.025349338
0.021824274
0.010828081
0.016975969
0.073619582
0.036403414
0.024093587
0.018220611
0.058295269
0.066674978
0.021045506
0.020099945
0.022203894
0.033881478
0.029093659
0.041063119
0.079814263
0.015963146
0.0098631047
0.070299156
0.017618818
0.01962823
0.015413161
0.043711282
0.028831761
0.036658745
0.020197604
0.020380912
0.021093467
0.012346859
0.05653334
0.0039619142
0.059473332
0.01812385
0.023174623
0.013239473
0.019844377
0.018162027
0.016189903
0.0080576073
0.020324413
""
0.061613474
0.0051883976
0.022242455
0.0056701028
0.016381551
0.025839334
0.02081579
0.019322667
0.030003145
0.014638816
0.036118008
0.017810535
0.024052452
0.012060807
0.019792603
0.0092107654
0.033693571
0.035139933
0.023660576
""
""
""
0.015251786
""
""
""
""
0.022243608
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019237194
0.042607855
""
""
""
""
0.0061207884
0.050596308
0.076261014
0.011948327
0.037128072
""
0.031193234
0.035515308
0.020057833
0.026974102
""
0.043491371
""
0.02821916
0.053235721
""
0.019217525
0.022339432
""
""
0.080231279
0.023929419
0.042429928
0.019844223
0.048715975
0.010898424
0.030892996
0.038443942
0.015700493
0.026090585
0.020699233
""
""
0.022910012
""
""
0.024554789
0.030175978
0.032897368
0.067842849
""
0.017635131
0.0088120019
""
0.03577232
""
0.021148935
0.037922431
0.03869063
""
0.029919751
""
""
0.017312611
0.011167724
0.024685377
""
0.029626545
""
0.013019486
""
0.013825141
""
0.033045691
""
0.053030863
0.096043326
0.0054637645
""
0.01797916
0.029582946
""
""
0.020050311
""
""
""
0.014975809
""
0.037955411
0.04176487
0.049513891
""
0.005183286
""
""
0.050271038
""
""
0.0072575309
""
0.047434408
0.010798535
""
0.081617884
0.041837007
""
0.011030944
0.024241768
""
""
0.0026449924
0.031764537
0.025648374
""
""
0.02019258
""
""
0.017178468
0.046953198
""
0.010087181
0.036988303
""
0.0064848298
