working_hisp_pooled_p75_se
""
""
""
0.17300342
0.12589744
""
""
""
0.1606956
""
""
""
""
""
""
""
""
""
""
""
0.18020122
0.17991826
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16670334
0.40894893
0.30631596
0.15810497
""
0.13689801
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061618481
""
""
0.1417523
0.12787163
""
""
""
""
""
""
0.068970911
0.093905091
""
""
""
0.20246616
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083195262
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.09576305
0.091686815
0.042175815
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074425504
""
""
""
""
""
""
0.23909172
0.15063789
0.092234813
0.14329186
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18528016
""
""
""
0.26093781
""
""
""
""
""
0.25614142
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17645071
""
0.38003111
1.5002515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13995685
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3578912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11151372
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24356982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24271065
""
""
0.077652462
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19964105
""
""
""
""
""
""
""
""
""
""
""
""
0.14485958
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18723273
""
""
""
""
""
""
""
""
""
0.25524637
0.12292601
""
""
""
""
""
0.17096436
""
0.16520172
""
""
""
0.14361158
""
""
""
""
""
""
""
""
""
""
""
""
0.099683523
""
""
""
""
