comcoll_other_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.084088124
""
""
""
""
""
""
""
0.078775086
""
""
""
0.083055004
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034902133
""
""
""
""
0.062747963
""
""
""
""
""
""
""
""
0.082372434
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11133049
""
""
""
""
""
0.026964806
""
""
0.051088989
""
""
""
""
""
""
""
0.099791296
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.09538056
""
""
""
""
""
0.11141935
""
""
""
""
""
""
""
""
""
0.024591114
""
""
0.063758194
""
""
0.032922253
""
0.084534012
0.046169903
""
0.080318049
""
""
0.044514406
0.10049348
""
""
0.013436803
""
0.07601013
""
""
0.070825346
""
""
0.049831275
0.11121188
""
0.023212777
0.070381045
""
0.029364036
0.025860785
""
0.028521268
0.020623714
0.038728368
0.036823254
0.091453657
0.032091159
0.060016587
0.026145622
0.072761074
0.06814938
""
""
0.03463481
0.055527113
0.052468423
0.092888787
""
""
0.068635941
""
0.046040114
0.076040879
""
0.048769005
""
0.048901882
""
""
""
0.088502042
""
""
""
""
""
""
""
""
""
0.058198418
""
0.10897517
""
""
0.040528022
""
""
""
""
""
""
""
""
0.067101844
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.085452341
""
0.056356054
0.069345079
""
""
0.057589699
0.084526926
""
""
""
0.068608075
0.11661065
0.076922446
""
""
0.095335796
""
0.068736278
0.041506309
""
""
""
0.097343989
""
""
""
""
0.051379252
0.071597509
""
""
""
""
""
""
""
""
""
""
""
0.044689763
""
""
""
""
""
""
0.091106169
0.11063283
""
""
""
0.11078091
""
""
0.047429841
""
""
0.082191236
""
0.049550414
0.068037026
0.056351297
0.096720032
0.052010253
0.066687144
""
""
""
""
0.096742481
0.075759128
""
""
""
""
0.091679268
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.094459593
""
""
""
""
""
0.081706621
""
0.070679687
""
""
""
""
""
""
""
""
""
""
0.068707369
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068829045
""
""
""
""
""
""
0.06615366
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11707407
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076551221
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029086806
0.012150316
0.058200881
0.030413309
0.08197131
""
""
""
""
""
""
""
""
""
""
""
""
0.087961085
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11262778
