comcoll_hisp_female_p75_se
""
""
""
""
0.33598819
""
""
0.22891663
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1051432
""
""
""
""
""
""
""
0.08984226
""
""
""
0.16198054
""
0.16810676
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.079145357
""
""
""
""
0.087984718
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077739112
0.094219081
0.1080109
0.13465019
""
""
0.019361181
0.13986795
0.14344437
0.024320984
0.07044562
0.11232472
0.096113496
0.072974756
""
""
""
0.21523041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14869925
""
""
""
""
""
0.22221638
""
""
""
""
""
0.18526419
""
""
""
0.021239664
""
0.1456261
0.069772862
""
0.18923686
0.02543615
""
0.085015103
0.032547068
0.21906427
0.15978479
0.0496374
""
0.036387932
0.076199457
""
0.15699574
0.0088832527
0.08815182
0.071775146
""
0.13169721
0.056232698
""
""
0.03851847
0.084167697
0.10734517
0.015603316
0.054699328
""
0.01887399
0.027926756
0.077592835
0.016588127
0.019418608
0.036893569
0.032820996
0.06089785
0.027220452
0.039232425
0.017531989
0.054963119
0.092226356
""
0.2399815
0.036385585
0.047735754
0.039181944
0.10837068
0.17533188
""
0.046681482
0.17228717
0.026367225
0.062577806
0.13903257
0.043864187
0.19030829
0.036343709
""
""
""
0.067088865
0.092047922
""
""
""
""
""
""
""
0.20938826
0.041543301
""
0.070659317
""
""
0.044819444
0.1742405
0.21987678
""
""
""
""
""
""
0.035988685
""
""
""
0.14138192
0.077443838
0.14897633
""
""
0.11978792
""
""
""
0.24037853
0.18424213
0.24192375
""
""
""
""
0.28410584
0.053696971
""
0.22253522
""
""
""
""
""
""
""
""
0.073215365
""
0.036288958
0.043168027
0.11945502
0.10990807
0.035763342
0.11291444
0.1210193
0.19982535
0.1201158
0.06584315
0.17457536
0.10565611
0.08671914
""
0.1607656
""
0.051418491
0.022271162
""
0.13606898
0.1376593
0.11372597
0.11045446
""
""
""
0.057976361
0.12582703
0.13156135
""
""
""
""
""
""
0.2845735
0.2494597
0.13812436
0.18821923
0.034570497
""
0.14638685
""
""
""
0.075585186
0.085415117
0.091433197
""
""
""
0.1073895
0.13033675
0.13274014
0.014568567
0.11767592
""
0.12202436
0.33958858
0.036252324
0.083365522
0.0383051
0.08620584
0.047502428
0.080872066
""
0.09485162
0.1026256
0.15506402
0.09862332
0.040374842
""
""
""
""
0.072661094
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16464356
0.28239182
""
""
""
""
0.14240202
""
0.063026816
""
""
0.13414533
""
""
""
""
""
""
""
0.079179689
""
""
""
""
""
""
""
""
""
""
""
0.10328344
""
0.13195537
""
0.065575019
""
""
""
""
""
""
0.073916756
""
0.1852618
""
""
""
""
""
0.13704187
0.12250689
""
""
""
""
""
""
""
""
""
""
""
""
0.24701162
""
""
""
