kfr_stycz_black_pooled_n
728.0
251.0
35.0
2796.0
5150.0
983.0
13691.0
131.0
50.0
5046.0
3727.0
23188.0
""
298.0
2212.0
""
21.0
1163.0
""
1632.0
11646.0
11382.0
3766.0
5134.0
18992.0
1490.0
3377.0
7737.0
23322.0
1406.0
2666.0
2363.0
20932.0
10965.0
3346.0
5948.0
2406.0
2923.0
1072.0
1390.0
18020.0
2655.0
933.0
188.0
1568.0
2627.0
31162.0
3613.0
20035.0
3566.0
5001.0
10295.0
5892.0
334.0
447.0
14176.0
1235.0
186.0
240.0
3724.0
1616.0
10409.0
522.0
377.0
58.0
164.0
""
49.0
96.0
52.0
2409.0
3404.0
4656.0
3471.0
1620.0
134.0
3123.0
677.0
643.0
38768.0
3240.0
774.0
153.0
1101.0
14222.0
487.0
491.0
2956.0
6057.0
1222.0
1157.0
117.0
72.0
4624.0
34.0
""
399.0
2100.0
18301.0
5517.0
3300.0
54907.0
15164.0
3090.0
3485.0
17562.0
3534.0
18562.0
1341.0
2101.0
3039.0
5412.0
17425.0
1670.0
12753.0
11058.0
12984.0
793.0
518.0
908.0
4400.0
1347.0
1433.0
2175.0
1734.0
8938.0
9145.0
1237.0
1825.0
1756.0
78905.0
2628.0
2661.0
869.0
999.0
2393.0
6726.0
8062.0
1337.0
2685.0
6728.0
1257.0
715.0
1225.0
5205.0
1202.0
3184.0
3459.0
2604.0
2530.0
420.0
20918.0
6275.0
1471.0
5932.0
12042.0
1237.0
10703.0
1031.0
253.0
40.0
37.0
2677.0
47193.0
600.0
76630.0
34.0
23.0
""
670.0
64425.0
2140.0
37.0
2342.0
91.0
25.0
2486.0
5252.0
46.0
""
23.0
33.0
8766.0
185.0
219.0
16358.0
103.0
49.0
3420.0
40.0
209.0
1112.0
11455.0
28.0
293.0
380.0
265.0
953.0
5421.0
100.0
4372.0
864.0
52.0
445.0
1534.0
3055.0
16533.0
124.0
381.0
654.0
169.0
1230.0
""
37.0
7112.0
1981.0
2011.0
28658.0
124.0
296.0
249.0
167.0
285.0
117.0
14309.0
757.0
124.0
280.0
11315.0
3864.0
1240.0
2331.0
""
247.0
""
435.0
""
879.0
""
42.0
372.0
230.0
632.0
1160.0
150.0
388.0
2330.0
3408.0
57.0
377.0
13389.0
439.0
70.0
""
391.0
49.0
59.0
2905.0
79.0
1188.0
369.0
1315.0
1927.0
4409.0
3338.0
118117.0
3784.0
45466.0
67880.0
7570.0
5642.0
1392.0
419.0
50.0
""
""
260.0
110.0
""
46.0
3160.0
""
""
15708.0
588.0
28.0
2070.0
18822.0
147.0
""
""
""
""
23.0
""
""
""
66.0
42.0
125.0
10203.0
""
31.0
209.0
31.0
29.0
""
40.0
710.0
""
227.0
315.0
38.0
78.0
201.0
166.0
""
84.0
87.0
125.0
25.0
1231.0
54.0
55.0
28.0
566.0
2419.0
165.0
169.0
1472.0
55.0
2247.0
2727.0
16670.0
983.0
88930.0
2782.0
417.0
56.0
33216.0
90.0
110.0
1411.0
1425.0
293.0
""
""
""
20.0
50.0
560.0
601.0
526.0
45.0
268.0
781.0
54.0
943.0
126.0
1548.0
499.0
""
106.0
""
""
133.0
76.0
20.0
""
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
161.0
""
""
""
""
""
""
""
""
""
90.0
90.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
64.0
1330.0
""
""
""
116.0
""
""
""
""
""
142.0
""
""
36.0
""
""
""
26.0
172.0
""
437.0
""
""
4555.0
""
""
""
""
""
""
2434.0
""
""
129.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
175.0
7638.0
""
""
26.0
28.0
81.0
""
""
""
""
""
""
103.0
""
""
760.0
1161.0
2865.0
44.0
63.0
37.0
41.0
273.0
472.0
16906.0
246.0
118.0
""
""
1277.0
20.0
383.0
36.0
213.0
""
142.0
730.0
596.0
238.0
109.0
5115.0
310.0
""
157.0
1615.0
171.0
""
21.0
""
97.0
""
217.0
1543.0
233.0
59.0
805.0
84.0
""
21.0
""
139.0
35.0
""
""
55.0
""
""
23.0
639.0
269.0
73.0
6947.0
21.0
7425.0
60.0
51.0
""
1036.0
41.0
""
""
""
""
32.0
189.0
1079.0
1698.0
2190.0
61343.0
7085.0
1602.0
961.0
308.0
21.0
""
""
49.0
""
114.0
41.0
46.0
649.0
""
""
780.0
27.0
""
70.0
93.0
20.0
2734.0
778.0
4202.0
16000.0
40627.0
1189.0
3550.0
3554.0
2855.0
1413.0
210.0
39.0
306.0
70.0
137.0
8909.0
74.0
580.0
1629.0
262.0
""
1012.0
""
""
""
""
""
""
""
""
""
""
""
""
363.0
""
""
82.0
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
23.0
""
""
43.0
""
1529.0
""
31.0
""
49.0
""
""
""
1046.0
""
8579.0
""
1804.0
53.0
""
49.0
114.0
""
57.0
30.0
24.0
""
194.0
""
""
29.0
""
""
""
""
80.0
910.0
25.0
75.0
""
""
""
""
""
""
55.0
""
""
76.0
41.0
51.0
""
36.0
1241.0
2131.0
3093.0
353.0
10341.0
3484.0
20.0
""
""
605.0
413.0
23589.0
9036.0
""
""
7926.0
265.0
590.0
67126.0
""
20.0
42.0
20.0
406.0
""
60.0
3334.0
""
380.0
""
152.0
221.0
""
""
33.0
""
""
""
68.0
25.0
10858.0
