kir_native_pooled_female_p25_se
0.0047041732
0.0065088603
0.011028024
0.0046812375
0.005719489
0.011300674
0.0038126742
0.012084519
0.01434095
0.0063429517
0.0055116154
0.0035270571
0.014191692
0.0090518026
0.0062354966
0.016252983
0.017058117
0.0064906199
0.014309908
0.010208737
0.0040379497
0.0041086632
0.0061836503
0.0071677109
0.0039148806
0.014028423
0.0068093636
0.0048075495
0.0034218009
0.0096805207
0.0092034955
0.0088279285
0.0042851213
0.0052294093
0.0082939081
0.0050416817
0.0087257521
0.0075065256
0.013211118
0.014232667
0.0043585883
0.0087635294
0.013208599
0.019148491
0.011206829
0.0097467769
0.0031741848
0.0060693631
0.0042063016
0.00668266
0.0051313159
0.0044010933
0.0057572299
0.017988093
0.016063467
0.0042257444
0.011176186
0.017453093
0.019675666
0.0067159031
0.0095346887
0.0043627759
0.012396242
0.0096719377
0.0084544262
0.0095815724
0.012409977
0.011171377
0.0099380137
0.0083515178
0.009807229
0.0077905855
0.0069690794
0.0073484951
0.009205698
0.01405736
0.0072436342
0.0076848613
0.013289968
0.0031481879
0.0071613905
0.0080987271
0.009261108
0.0086961761
0.0036640544
0.008654004
0.0080581727
0.0066916998
0.0053716139
0.0054778778
0.0069855698
0.0099553801
0.010424154
0.005005525
0.010160025
0.015835665
0.00789773
0.0053781047
0.0026847182
0.0047685048
0.0048429593
0.0028749818
0.0038736698
0.0051506576
0.0048937695
0.0031553896
0.0049283528
0.0034945069
0.0085511236
0.0060349302
0.0071617817
0.0062744981
0.0041556568
0.01048436
0.0045590121
0.0040412773
0.0049202298
0.013928209
0.016651969
0.013850833
0.0062372312
0.0089701405
0.012330694
0.00870148
0.010455762
0.0063325865
0.0060252543
0.0093471371
0.011697132
0.010476001
0.0024231502
0.008797395
0.0083344774
0.011137756
0.0073739649
0.0079792626
0.0046667806
0.0058573601
0.012449275
0.0094718421
0.0055427114
0.0078152027
0.014416371
0.012414415
0.0071917209
0.012066286
0.0057422193
0.0074973963
0.0092538027
0.0092890048
0.0078710765
