kfr_top20_white_male_p50
0.13351254
0.15082742
0.13491888
0.13712056
0.12293379
0.25205866
0.13913523
0.12055673
0.097935036
0.15520567
0.13156202
0.23483124
0.19833228
0.13629846
0.14026767
0.14650579
0.14235085
0.10957757
0.12002033
0.21041261
0.13857843
0.13371459
0.14139204
0.16620097
0.12975045
0.13292229
0.15284243
0.1280701
0.17468463
0.14487292
0.14842215
0.13037448
0.17617556
0.13460104
0.13295117
0.136687
0.15310375
0.16599792
0.15503086
0.14750004
0.14850858
0.11579387
0.12559438
0.068603173
0.12636544
0.14777783
0.13580522
0.13204834
0.16205035
0.13938564
0.15565127
0.12421884
0.070672445
0.20642771
0.15605655
0.13298534
0.096335754
0.12444483
0.16563541
0.29532775
0.12773003
0.15254848
0.15383311
0.14845492
0.21077916
0.16555992
0.12688515
""
""
0.1639345
0.18696423
""
0.11414889
""
0.17269425
0.1484182
0.15807234
0.16145076
0.18424928
0.14777341
0.17975761
""
""
0.1639778
0.077809967
0.096060887
""
0.17820765
0.10284431
0.14278345
""
0.20102575
0.15637594
0.16304727
""
0.17990613
0.18168733
0.15254734
0.16577457
0.14681101
0.13995355
0.21238321
0.12452114
0.1571466
0.13938807
0.16924176
0.14583437
0.1252341
0.1301184
0.15407944
0.15310915
0.1655373
0.12585516
0.13899058
0.16440549
0.14500768
0.15046114
0.19251858
0.11855412
0.17272319
0.17290097
0.13439034
0.15772197
0.16843259
0.1935495
0.1746106
0.14529251
0.12868227
0.14732371
0.15324371
0.16794316
0.1661638
0.16827419
0.14728798
0.14442369
0.1932182
0.15004499
0.14491196
0.14144221
0.10820613
0.12196819
0.15080097
0.14252092
0.11400247
0.11728729
0.14004901
0.14889988
0.15557152
0.13944936
0.13944221
0.13861476
0.15180922
0.16248967
0.13271417
0.16741443
0.11081532
0.15498786
0.14858152
0.18089509
0.10956491
0.13959618
0.12096567
0.16100267
0.1405035
0.1298233
0.18108165
0.091748558
0.17394526
0.14727964
0.13285114
0.15777475
0.149616
0.14239
0.13089417
0.12404962
0.13116501
0.14304467
0.16009787
0.15699795
0.14194892
0.20298646
0.15915039
0.15924488
0.17295825
0.19896615
0.12031125
0.22580804
0.46409357
0.17633384
0.17285514
0.16835526
0.1747243
0.22654785
0.15399626
0.2095191
0.17447373
0.14121543
0.14720963
0.17125861
0.25043374
0.19406717
0.1596358
0.18333945
0.17810011
0.22254084
0.16240938
0.26948616
0.20358004
0.14494553
0.16355985
0.18589291
0.25591841
0.19194113
0.20361736
0.18947521
0.21891527
0.19753315
0.15606168
0.16497838
0.17774482
0.20007423
0.17160483
0.1988484
0.27741811
0.17623529
0.20519577
0.28445643
0.19399102
0.23648904
0.21642035
0.1617173
0.25088549
0.17845532
0.18863814
0.21230936
0.16972329
0.18504152
0.16466939
0.1305463
0.16919574
0.18092871
0.20872249
0.20037268
0.16995449
0.14614989
0.18656023
0.19915836
0.18546787
0.22257473
0.12274227
0.20371823
0.18773104
0.1964211
0.29954818
0.14367694
0.28218907
0.10455407
0.26108301
0.20545493
0.20722848
0.17184278
""
0.2185311
0.20722404
0.15932584
0.15126325
0.1619328
0.19392358
0.18303092
0.08481697
0.18300946
""
0.20216629
0.21012633
0.18597972
0.069689542
0.22144671
0.1474406
0.20469217
0.17426932
0.23331539
0.19559087
0.22813407
0.18279389
""
0.20647697
0.14209826
0.15803318
0.26320565
0.20798765
0.20250085
0.12393644
0.22582479
0.2528497
0.18959551
0.15469286
0.25553736
0.18296055
0.16169025
0.1961368
""
0.18369007
0.17596427
0.23222841
0.15686129
0.18695745
0.20633183
0.25212777
0.26523903
0.22030561
0.19883896
0.20878428
0.22624525
0.17605098
0.22084633
0.15986277
0.14797162
0.1821162
0.1628634
0.24118629
0.16920735
0.12950028
0.11261258
0.11458002
0.12952855
0.18481864
0.12788816
0.13222633
0.12609211
0.11490224
0.17170699
0.11567589
0.12283095
0.10024182
0.12539177
0.11849232
0.13361721
0.051345978
0.119268
0.10592463
0.16651472
0.12679873
0.14136936
0.1367583
0.11140074
0.13002165
0.12554669
0.13713033
0.14686033
0.1241378
0.12091132
0.14410308
0.12443387
0.11966982
0.14054708
0.14724134
0.094977982
0.14912204
0.112259
0.1275336
0.12750931
0.1655052
0.18134688
0.15880187
0.12087926
0.12622178
0.1068331
0.13484789
0.11514117
0.17570278
0.12913842
0.14339143
0.12265293
0.11356745
0.14317918
0.11955111
0.12505071
