has_dad_other_male_p25
0.70337325
0.62591034
0.65479332
0.62255138
0.45395505
0.43628234
0.56478506
0.5281288
""
0.59722579
0.60750067
0.49554589
0.5702886
0.57773614
0.56891567
""
0.63491225
0.57707721
0.72498226
0.49305975
0.60911214
0.59828532
0.55457538
0.51820278
0.5248754
0.6022042
0.53326511
0.62840259
0.60110092
0.50351346
0.52926618
0.55354178
0.49641764
0.6139918
0.56715065
0.63941395
0.516146
0.60848361
""
0.54666907
0.46880913
0.59803337
""
""
0.41020882
0.49054265
0.58490157
0.84679437
0.64024395
0.58687478
0.67830163
0.67444533
0.63454843
""
""
0.63785344
0.60252988
0.67495441
""
0.7030161
0.62744433
0.57497442
0.40612277
0.62634367
0.8160041
0.6836791
""
0.79518449
0.64166075
0.75413722
0.6842289
0.70470917
0.47638714
0.61182815
0.63247079
""
0.67875463
0.68673038
""
0.52126861
0.59539843
0.5314948
0.8565461
0.6372987
0.62267107
0.64828593
0.61280769
0.70157355
0.68583757
0.68494225
0.61727095
0.58423722
0.77160072
0.56492752
0.64934862
""
0.69739157
0.5198319
0.57057935
0.61822742
0.54319811
0.59860992
0.61114144
0.61993223
0.64883661
0.60694003
0.6090138
0.62164015
0.55602247
0.63988662
0.60125917
0.63491458
0.61148119
0.75133359
0.56980854
0.52767205
0.58873439
""
0.63728458
""
0.59830791
0.61849469
0.62942153
0.77253234
0.6810469
0.53573066
0.59244508
0.79284757
0.55846447
""
0.55417526
0.52144992
0.72191447
0.73657298
0.72890234
0.52885479
0.65111703
0.72055024
0.59185427
0.47357959
0.54767531
0.58087921
""
0.64905977
0.67016017
0.51553279
0.68229592
0.62807864
0.68344575
0.6389125
0.84477311
0.61275381
0.52494264
""
0.69966191
0.60461891
0.83600312
0.61772555
0.85055208
0.62786865
""
0.81449509
0.61368436
0.47326273
0.44570091
0.59107572
0.64587718
0.5748316
0.53960598
0.54507434
0.48861977
0.48310807
0.79241496
0.53594649
0.59335327
0.50566387
0.47934133
0.4962762
0.61064219
0.59429693
0.58653671
0.65391397
0.47773829
0.52949321
0.62223738
0.50855702
""
0.75138336
0.48774233
""
0.36799282
0.71414322
0.47598529
0.60362321
0.5439781
0.67536485
0.66677034
0.51405406
0.54854447
0.59504765
0.55461419
0.60503107
0.7383703
0.59017801
0.60609198
0.42183852
0.46533677
0.3574177
0.62521446
0.58370823
0.6039862
0.63670564
0.64324194
0.51234663
0.49159434
0.57276857
0.52792794
0.53598881
0.72128546
0.62669104
0.46740535
0.60211229
0.72841346
0.58887935
0.52386218
0.58830631
0.63109577
0.58696407
0.52320284
0.62652785
0.53811407
0.56138557
0.59293467
0.72599852
""
0.62794715
0.94114709
0.64518356
""
0.73518538
0.64993984
0.78161532
0.51217252
0.6240384
0.87299097
0.53491837
0.52503157
0.52533472
0.5693444
0.46712694
0.52474219
0.59073693
0.65073431
""
0.65929836
0.64667243
0.41992477
0.58403623
0.64002913
0.66661841
0.61168134
0.44411433
0.57711607
0.47091511
0.53333163
0.62602127
0.56559348
0.60412776
0.5151825
0.52567047
0.60043341
0.63650841
0.37454906
0.66459602
0.68714303
0.78379774
0.56641328
0.5367955
0.59091336
0.53880602
0.49670845
""
""
0.5293268
0.55281091
0.61991781
0.50407064
0.47154519
0.51679796
0.77724403
0.59203845
""
0.74680978
0.66001958
0.63448745
0.94508946
0.56768572
0.54167569
0.68429321
0.49918824
0.45149782
0.7135278
0.65888214
0.62515277
0.76640958
0.59009844
""
0.54670441
0.62662458
""
0.67800355
0.43649936
0.62797076
0.57181323
0.51986039
0.56676418
0.80359113
0.76081783
0.61979926
0.53445989
0.65069139
0.45589739
0.60330254
0.33169454
0.80636185
0.3957454
0.46951091
0.40116662
0.47004926
0.45610613
0.65247864
0.52432674
0.4097755
0.38968086
0.60149205
0.57358724
0.40103039
0.86240107
0.68022001
0.48884386
""
0.62822604
0.45844805
0.62321824
0.60869986
0.85089958
0.78032517
0.78218341
0.55121624
0.67241275
0.69697803
0.56862867
0.67023581
