married_pooled_pooled_p75
0.60702789
0.49049175
0.60811275
0.6232065
0.64871889
0.54210031
0.57427502
0.61843908
0.62511379
0.63652468
0.67330241
0.58985472
0.67345923
0.53786767
0.64150637
0.60208172
0.65139395
0.5611555
0.59447855
0.59534788
0.55118459
0.56891727
0.54995698
0.56181669
0.55415136
0.60989773
0.63397509
0.61028725
0.56671327
0.56811732
0.65816784
0.51597583
0.62719226
0.52845305
0.51522565
0.54152745
0.50407183
0.57487345
0.51471937
0.54300016
0.50889134
0.62290299
0.5354386
0.58565938
0.6759218
0.63652992
0.72975171
0.56480944
0.42235461
0.57677525
0.69997132
0.55712527
0.55031592
0.58514726
0.60738897
0.644651
0.61773062
0.67340368
0.57630396
0.72160548
0.6584267
0.61310118
0.69708395
0.65352625
0.67907912
0.16448927
0.33018121
0.62223792
0.59319949
0.66100973
0.60333204
0.63971341
0.40106344
0.55774045
0.68013877
0.49960059
0.77317035
0.60193121
0.1735445
0.30435476
0.2604228
0.17281857
0.53360969
0.35847273
0.55370045
0.56183428
0.65946722
0.6077618
0.59590769
0.43745551
0.70777744
0.64151478
0.66685027
0.59727287
0.58370858
0.58061057
0.4621014
0.603414
0.56714797
0.67417198
0.64127588
0.645706
0.59334689
0.64731926
0.5577904
""
0.41826946
0.4801071
0.53205222
0.61665821
0.47198316
0.19351071
0.61001241
0.62469864
0.52490199
0.47666851
0.50453424
0.7313562
0.61345512
0.61361778
0.49957344
0.61100143
0.57689583
0.61224204
0.69702238
0.6338079
0.58590144
0.59618241
0.66399807
0.6283257
0.32844499
0.48356003
0.77381706
0.57427627
0.52698386
0.58092833
0.60546505
0.40144727
0.63652724
0.55703235
0.56115109
0.59398043
0.43515241
0.71605188
0.70638883
0.65328097
0.61912084
0.67209387
0.72580427
0.64540577
0.6656127
0.69632769
0.53390241
0.59746009
0.59370428
0.62188143
0.71791434
0.63649398
0.67078125
0.62327117
0.51082933
0.5436033
0.60555655
0.57346123
0.48534232
0.54582971
0.43243566
0.21285175
0.61609626
0.71142894
0.6362195
0.58776194
0.6019423
0.62271339
0.5562976
0.62503153
0.63973385
0.70107484
0.67875481
0.52887851
0.4877739
0.46383521
0.66358709
0.58771873
0.59595156
0.6665957
0.5054695
0.61577189
0.67774624
0.61248285
0.68183017
0.74883515
0.68953794
0.69984549
0.65638065
0.7295804
0.7402162
0.63793349
0.61580253
0.82427001
0.68763012
0.55077773
0.62051392
0.63297904
0.70762163
0.80702025
0.71201909
0.61556852
0.67894763
0.66596639
0.69400686
0.68180126
0.72297561
0.53722149
0.55668211
0.64364403
0.64730215
0.65445197
0.73633689
0.66221142
0.73106253
0.65534627
0.646824
0.63045681
0.76095408
0.61010081
0.57829976
0.67240608
0.61615676
0.61611778
0.73019588
0.48895955
0.54404187
0.65464735
0.53908652
0.60395336
0.6881761
0.58790416
0.54252583
0.4719879
0.52214706
0.58891702
0.30738428
0.27674019
0.10668065
0.32970753
0.61749101
0.59410691
0.52437097
0.3252885
0.48771101
0.63977295
0.072476447
