staycz_asian_male_p25_se
""
0.14954767
""
""
""
""
""
0.11492521
""
""
""
""
""
""
""
0.1339809
""
""
""
""
""
""
0.13582763
""
""
""
""
""
""
""
""
""
""
""
0.10099479
""
0.051899448
""
0.15041535
""
0.10465758
""
""
""
0.058517098
""
""
""
0.042703044
""
0.069968998
0.14881858
""
""
""
""
""
""
0.10179734
""
""
""
0.11883914
""
""
""
""
""
""
0.02863377
""
""
""
""
0.084624283
""
""
0.10075691
""
0.1223671
0.075550325
""
""
""
""
""
""
""
""
0.15804176
""
""
""
""
""
""
""
0.077519439
0.12080963
""
""
""
""
0.014421828
0.10449268
0.14432101
0.033162292
0.10402305
""
0.12527552
0.093064353
""
""
""
0.07653439
""
""
""
""
""
""
""
""
""
""
""
""
0.11573558
""
""
""
""
""
""
""
""
0.14924929
""
""
""
""
""
""
""
""
0.2156495
""
""
""
""
""
""
""
0.16722466
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11289711
""
0.059521794
""
""
0.099506207
""
""
0.047956724
""
""
""
""
""
0.077635624
""
""
""
0.0062267091
""
""
0.044216331
0.17359076
""
0.010129602
0.11263548
0.086424917
0.011601942
0.091102906
0.075895548
0.087090835
""
0.020109838
0.051787984
0.17044814
""
0.002748657
0.066579424
0.036807716
""
0.10852767
0.025786407
""
""
0.023399213
0.046308391
0.13590132
0.0045362515
0.037102856
""
0.01078245
0.0080833007
0.076735817
0.0091228401
0.0071641109
0.0059815901
0.012558162
0.053796124
0.0083754817
0.032284569
0.0061008935
0.046914171
0.054868817
""
0.11722962
0.015085397
0.032976557
0.022946667
0.028423814
0.16026451
""
0.029949458
0.14871031
0.017340222
0.032996994
0.051251616
0.024843754
""
0.021981174
""
""
""
0.05052295
0.067689896
""
""
""
""
""
""
""
""
0.022098457
""
0.060597282
""
""
0.033658087
""
""
""
""
""
""
""
""
0.028689753
""
""
""
""
0.066734888
""
""
""
0.11132323
""
""
""
""
""
""
""
""
""
""
""
0.11157966
""
""
""
""
""
""
""
""
""
""
0.10190953
""
0.025148308
0.02663452
0.076167837
0.073430531
0.028929679
0.044273138
0.087890692
0.10267444
0.073744841
0.034929547
0.075185567
0.024870018
0.051798765
""
0.064564295
""
0.040839028
0.017911648
""
0.093856543
0.098586336
0.051892348
0.088109612
0.1593928
""
""
0.021482009
0.038605355
0.11077888
""
""
""
""
""
""
""
""
0.10675128
0.12518901
0.022537243
""
0.12916061
""
""
""
0.066931158
0.055533953
0.060944319
""
""
""
0.065389156
0.077963151
0.11018275
0.018270159
0.12249102
""
