stayhome_other_male_mean
0.25389194
0.19208828
""
0.20471887
0.15240188
0.29055941
0.19457817
0.16256259
""
0.19158588
0.19292568
0.2128799
0.18118139
0.13608035
0.22854105
""
""
0.14785033
0.2105206
0.21114412
0.15207624
0.20930579
0.14837131
0.11006147
0.19905578
0.17774616
0.16414981
0.15155657
0.20229632
0.099059403
0.16978608
0.17946252
0.20129505
0.17854854
0.12674828
0.16751534
0.18113433
0.12942322
""
""
0.19664989
0.24892174
""
""
""
0.09490528
0.19612774
0.15102184
0.20089199
0.13066941
0.20287263
0.14385951
0.15244229
""
""
0.16990638
0.19642816
""
""
0.11738447
0.03626864
0.1270493
""
0.031287268
0.32022083
0.14407262
""
""
0.3008371
0.20820482
0.069490559
0.20707674
0.14000998
0.1654519
0.21041924
""
0.12777229
0.31463048
""
0.22554158
0.20594463
0.073025987
0.13163824
0.15247028
0.19941977
0.10037443
0.23474111
0.20835134
0.17759892
0.23831552
0.24747187
0.16438636
0.27501714
0.20028165
0.086249068
""
0.20716977
0.18299945
0.21729553
0.16489762
0.17560612
0.26728356
0.18187179
0.17537954
0.15895468
0.24282609
0.12348772
0.20783509
0.23952983
0.21440493
0.097246379
0.17214614
0.16684291
""
0.20044813
0.19402906
0.13959603
""
""
""
0.16334061
0.045477014
0.1416833
0.15594111
0.23690106
0.18365709
0.19020154
0.23683989
""
""
0.21798773
0.072026081
0.1227141
0.24824889
0.20513555
0.039812993
0.17785227
0.21087657
0.13264915
0.078518108
0.17844243
0.21335125
""
0.45984524
0.23635885
""
0.21913567
0.18861715
0.074928045
0.13245659
0.1573716
0.17435424
0.16572255
""
0.14524347
0.14212123
0.23316449
0.13507424
""
0.30783221
""
0.38271609
0.16223648
0.19804774
0.10069643
0.22246188
0.10368559
0.1934208
0.17375524
0.089213505
0.19524667
0.14676327
0.10029968
0.10796449
0.14986919
0.040496949
0.11687116
0.16515458
0.19801936
0.12218932
0.10731633
0.21897748
0.15863122
0.096592776
0.18986915
0.14138748
""
0.13645616
0.20102701
""
0.22619198
0.15178859
0.20693709
0.30809394
0.13560225
0.096659712
0.0977768
0.16499579
0.17295189
0.10083327
0.13796613
0.15732728
0.092862912
0.10841399
0.13413826
0.097398028
0.13430548
0.10818427
0.087180853
0.13034178
0.13237967
0.15349151
""
0.035531759
0.12228113
0.11875118
0.17367452
0.15883277
0.08687368
0.12623206
0.20987502
0.10450217
0.1682948
0.23554356
0.15694523
0.13566418
0.13210981
0.16343649
0.17022839
0.14829312
0.13631196
0.15673839
""
0.20072697
""
0.19304043
""
0.20774895
""
0.2399565
0.15027592
0.13192137
0.17183886
0.17473659
0.26550096
0.20317842
0.26419958
0.18997189
0.15882686
0.14745995
0.161496
0.1483829
0.090630747
""
0.13291262
0.066119649
0.10127079
0.19797629
0.17161961
0.17522131
0.20017111
0.18232493
0.14429486
0.14969268
0.20603031
0.28547725
0.22314046
0.24331708
0.20734516
0.17887612
0.19687033
0.17522724
""
0.11368126
""
0.25838998
0.14505585
0.20189318
0.032163832
0.20648289
0.24865368
""
""
0.22479521
0.12978241
0.1191004
0.17673291
0.19994283
0.18439773
0.22762966
0.10415046
""
0.10536868
0.22010708
0.10741134
0.11000021
""
0.087257177
0.11929592
0.12925954
0.17102183
0.069793612
0.12069586
0.09588214
0.11830961
0.13151787
""
0.1298728
0.16583063
""
0.15299186
0.12566261
0.068585128
0.10714436
0.076849855
0.13019097
0.066096045
0.11902705
0.097893037
0.15844616
0.088166669
0.15735433
0.02292403
0.040065803
-0.0057277004
0.13537206
0.1149407
0.088741645
0.1364972
0.13688684
0.05465034
0.18467627
0.14176635
0.15154806
0.20891787
0.21134602
0.13555418
0.14308245
0.072382919
0.1584644
""
0.11710864
0.11103188
0.14541309
0.19199513
0.11372321
0.21073817
0.077499285
""
-0.0014824877
0.12836879
0.19221655
0.19815108
""
0.14440008
0.14049578
""
0.16876467
0.13885079
0.20215385
0.22500366
""
0.13368462
""
""
0.22337216
0.046630789
""
""
""
""
""
0.15994461
""
""
""
""
""
""
0.15255752
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.011543685
""
0.056574184
0.17682129
""
""
""
""
""
0.17345823
""
""
0.17559609
0.094287373
""
0.10601573
""
0.098597459
0.11861091
""
""
""
""
""
""
""
""
""
""
0.16696124
""
0.0042736456
""
""
0.11562124
0.20585422
-0.0091087166
0.078422517
0.10538075
0.14356878
""
""
""
0.087989204
""
""
""
""
0.094204888
0.094061486
""
""
""
0.20218372
0.13170664
""
0.14927231
0.16182245
""
0.13616568
""
""
0.15768267
""
""
""
""
""
""
0.20035867
""
""
0.19550802
""
""
""
""
""
""
""
""
""
""
""
""
0.095778443
""
""
0.1337557
0.17162313
""
""
0.063691348
0.0094346339
0.11407831
""
""
""
""
""
""
0.13930735
""
""
0.10284721
0.15576097
0.15586904
0.023066502
0.094901711
0.10698017
0.021700809
0.12170189
0.14932153
0.15375729
0.072763816
0.07020542
""
""
0.16459012
0.16558041
0.12666015
0.15595534
0.14032111
0.085458592
0.12583521
0.15262552
0.13187011
0.12222213
0.097782075
0.15628903
0.1717328
0.37007457
0.12342519
0.16105393
0.24157248
""
0.18846262
""
0.079931304
""
0.083042286
0.20761935
0.12986986
""
0.18269369
0.14348067
""
""
""
""
0.10119382
""
""
0.2068841
""
""
""
0.11367399
""
""
0.21168315
""
0.17290811
""
0.15649332
""
0.12896796
""
""
""
""
""
0.1550682
0.27265242
0.14727555
0.15700682
0.17831205
0.21079463
0.16479382
0.12609446
0.15176959
0.07752835
""
""
""
""
""
""
""
""
0.12418997
""
""
0.13136424
""
""
""
0.33637801
""
0.15560649
0.10944648
0.14393896
0.17620181
0.19567086
0.22864273
0.10970552
0.13804533
0.14049397
0.14685398
0.10654094
""
0.14110012
0.11798395
0.15085529
0.14874825
0.17966002
0.18468224
0.17193177
0.29475048
""
0.2313316
""
""
""
""
""
0.19658872
0.21693327
