comcoll_hisp_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18723275
""
""
""
""
""
""
""
0.38428885
""
""
""
0.28204706
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20846121
""
""
""
""
0.3547169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37208974
0.35264036
0.095145963
0.33956626
0.32473695
""
0.20296076
0.25248909
0.17705485
0.2404213
0.15236121
0.31434813
0.27653751
0.29990357
""
""
""
0.22315054
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36308953
""
""
""
""
""
0.28347382
""
""
""
""
""
0.14194562
""
""
""
0.22473273
""
""
0.25950363
""
0.19330955
0.24987468
""
0.3200013
0.26648188
-0.011634865
0.42784667
0.27983144
""
0.24417023
0.20697658
0.25156733
""
0.25265008
0.21124426
0.32144126
""
0.31991202
0.25669694
""
""
0.24639173
0.28015971
0.30200356
0.24826381
0.3079595
""
0.20756102
0.25466478
0.19942875
0.23636085
0.27162525
0.2473841
0.20459758
0.19403853
0.29491276
0.25450796
0.23600382
0.26349995
0.15537192
""
""
0.25775796
0.22654115
0.1730354
0.33861879
0.27124083
""
0.23320062
0.34732458
0.26324752
0.24726932
0.28352758
0.19293822
0.40356189
0.27674189
""
""
""
0.27383974
0.3978698
""
""
""
""
""
""
""
0.15098895
0.16967869
""
0.18520673
""
""
0.24218462
0.091214374
""
""
""
""
""
""
""
0.19262318
""
""
""
0.18984713
0.3009108
0.28566515
""
""
0.33195049
""
""
""
0.38639155
0.14137153
0.14911552
""
""
""
""
""
0.26231685
""
-0.10351171
""
""
""
""
""
""
""
""
0.2538361
""
0.29476756
0.23600765
0.13151589
0.18121675
0.29425973
0.34080726
""
0.25044239
0.27847201
0.25097308
0.23441148
0.25675967
0.59454799
""
0.31178904
""
0.39012143
0.38802737
""
0.21940595
0.26746598
0.2882829
0.28407601
""
""
""
0.2471405
0.38937101
""
""
""
""
""
""
""
""
0.43348485
0.28431585
0.45607293
0.31626436
""
0.31510374
""
""
""
0.1770442
0.31133878
0.45471239
""
""
""
0.29377285
0.2083012
0.44954631
0.41320613
0.29685637
""
0.32537878
0.27821699
0.34379211
0.2601769
0.37191361
0.30868891
0.31374294
0.21030106
""
0.35792288
0.22924891
0.29287249
0.21541971
0.41730934
""
""
""
""
0.34230301
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31113082
""
""
0.30286497
0.21908745
""
0.28087702
""
0.2651796
""
""
0.34082723
""
""
""
""
""
""
""
0.35805714
""
""
""
""
""
""
""
""
""
""
""
0.34208542
""
""
""
0.26872626
""
""
""
""
""
""
0.32541463
""
0.13106619
""
""
""
""
""
""
0.29395106
""
""
""
""
""
""
""
""
""
""
""
""
0.30889711
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44451994
""
""
""
""
