kir_26_other_pooled_n
84.0
151.0
23.0
""
37.0
""
""
243.0
21.0
21.0
21.0
""
22.0
""
""
124.0
57.0
""
""
27.0
""
58.0
158.0
43.0
82.0
90.0
42.0
89.0
""
""
23.0
""
""
24.0
122.0
88.0
590.0
""
73.0
95.0
104.0
74.0
""
23.0
621.0
""
""
74.0
387.0
""
283.0
112.0
""
""
29.0
""
78.0
48.0
128.0
""
71.0
34.0
139.0
50.0
""
""
""
""
""
2071.0
46.0
""
""
20.0
569.0
""
""
255.0
156.0
90.0
66.0
24.0
""
234.0
46.0
29.0
""
""
36.0
84.0
""
""
21.0
""
""
35.0
64.0
451.0
265.0
58.0
""
""
34.0
5745.0
313.0
162.0
1678.0
257.0
23.0
237.0
224.0
""
20.0
51.0
313.0
42.0
""
""
30.0
""
""
""
21.0
""
""
25.0
74.0
123.0
49.0
""
""
""
""
96.0
21.0
""
132.0
""
30.0
35.0
34.0
20.0
40.0
""
""
83.0
24.0
""
""
""
""
""
29.0
98.0
""
""
68.0
68.0
""
""
""
""
33.0
""
20.0
""
22.0
36.0
62.0
""
591.0
21.0
24.0
97.0
""
""
340.0
25.0
21.0
""
51.0
""
379.0
76.0
""
21.0
6948.0
""
76.0
589.0
79.0
30.0
4340.0
87.0
485.0
1837.0
57.0
385.0
158.0
35.0
1748.0
386.0
119.0
71.0
21850.0
270.0
804.0
54.0
230.0
677.0
21.0
""
1510.0
360.0
259.0
7431.0
954.0
30.0
4711.0
6344.0
142.0
5416.0
9742.0
2823.0
2437.0
635.0
3826.0
1031.0
6320.0
625.0
527.0
""
157.0
2938.0
1450.0
1616.0
362.0
155.0
21.0
696.0
142.0
2294.0
581.0
361.0
917.0
24.0
1772.0
""
""
""
484.0
136.0
20.0
""
""
""
""
""
""
39.0
1239.0
""
365.0
""
36.0
2376.0
91.0
56.0
""
""
""
""
""
""
1161.0
""
""
""
65.0
399.0
31.0
""
33.0
201.0
""
""
55.0
58.0
43.0
33.0
""
36.0
""
""
""
244.0
""
20.0
""
""
""
""
""
""
60.0
""
298.0
""
1212.0
1238.0
205.0
223.0
1136.0
698.0
174.0
174.0
342.0
797.0
243.0
896.0
321.0
20.0
481.0
22.0
1023.0
3089.0
22.0
197.0
151.0
431.0
243.0
71.0
""
""
1742.0
816.0
112.0
""
48.0
""
""
""
""
27.0
29.0
195.0
90.0
1823.0
28.0
125.0
54.0
20.0
""
310.0
545.0
328.0
43.0
""
21.0
332.0
336.0
132.0
2681.0
132.0
76.0
793.0
46.0
2045.0
506.0
1551.0
513.0
1335.0
659.0
79.0
156.0
350.0
377.0
392.0
811.0
43.0
43.0
""
""
682.0
41.0
84.0
32.0
""
""
""
""
27.0
""
65.0
85.0
""
""
147.0
""
""
""
49.0
49.0
28.0
22.0
""
133.0
""
98.0
49.0
""
394.0
133.0
31.0
207.0
120.0
""
624.0
""
937.0
39.0
21.0
281.0
""
129.0
""
""
""
""
20.0
1372.0
""
""
120.0
149.0
""
""
56.0
""
""
""
""
210.0
75.0
91.0
""
1069.0
""
""
103.0
41.0
23.0
""
1101.0
28.0
154.0
""
""
29.0
""
""
238.0
296.0
""
35.0
""
""
""
""
""
27.0
""
""
24.0
40.0
341.0
""
""
160.0
27.0
24.0
""
""
""
""
""
""
""
""
""
""
22.0
508.0
87.0
30.0
""
114.0
31.0
21.0
23.0
""
27.0
""
""
""
""
""
615.0
87.0
""
""
""
61.0
21.0
""
25.0
""
""
""
""
""
""
44.0
37.0
28.0
""
""
71.0
""
""
""
26.0
82.0
51.0
45.0
""
""
24.0
""
""
20.0
76.0
""
""
""
""
3542.0
23430.0
1181.0
3076.0
656.0
""
176.0
""
""
68.0
""
""
73.0
154.0
""
""
""
299.0
""
38.0
""
""
""
137.0
""
""
39.0
""
23.0
25.0
36.0
236.0
56.0
""
""
""
29.0
45.0
96.0
""
""
58.0
21.0
23.0
""
113.0
""
28.0
99.0
""
""
57.0
""
33.0
""
""
""
291.0
21.0
""
""
39.0
54.0
6372.0
25.0
""
111.0
21.0
21.0
1537.0
""
""
25.0
""
""
24.0
32.0
""
""
43.0
""
""
""
""
56.0
24.0
81.0
""
42.0
31.0
""
""
664.0
156.0
101.0
84.0
1175.0
121.0
""
47.0
25.0
22.0
41.0
305.0
229.0
159.0
40.0
376.0
36.0
""
""
24.0
""
""
24.0
""
50.0
""
74.0
315.0
25.0
""
""
""
""
""
28.0
""
220.0
554.0
25.0
251.0
""
""
""
""
86.0
130.0
""
96.0
""
29.0
""
""
""
65.0
788.0
62.0
473.0
33.0
""
604.0
105.0
""
""
52.0
23.0
""
32.0
161.0
24.0
28.0
""
""
49.0
""
30.0
135.0
25.0
250.0
24.0
99.0
""
""
20.0
32.0
86.0
28.0
258.0
70.0
30.0
134.0
51.0
131.0
33.0
39.0
""
""
29.0
28.0
130.0
32.0
65.0
25.0
640.0
154.0
36.0
148.0
1497.0
52.0
""
67.0
149.0
35.0
55.0
""
44.0
""
25.0
22.0
""
""
""
177.0
25.0
""
35.0
31.0
""
""
436.0
""
42.0
""
29.0
32.0
""
""
152.0
""
""
236.0
""
137.0
46.0
""
67.0
20.0
121.0
26.0
32.0
30.0
""
""
""
""
""
27.0
156.0
23.0
""
25.0
31.0
""
""
""
""
""
46.0
""
""
""
""
""
53.0
""
54.0
""
""
""
68.0
""
74.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
28.0
""
144.0
""
""
""
59.0
286.0
""
""
""
""
22.0
20.0
47.0
21.0
""
""
""
""
31.0
""
""
21.0
""
""
""
509.0
125.0
""
""
""
321.0
""
""
91.0
30.0
""
""
""
36.0
49.0
""
""
49.0
""
""
200.0
""
""
30.0
""
38.0
""
42.0
24.0
32.0
126.0
""
""
57.0
""
""
""
""
""
""
114.0
69.0
""
47.0
""
240.0
""
""
28.0
""
70.0
59.0
40.0
281.0
""
""
""
""
""
""
""
""
66.0
""
""
23.0
29.0
""
811.0
""
""
""
66.0
""
263.0
""
""
""
65.0
32.0
25.0
""
""
64.0
""
154.0
""
""
""
27.0
""
""
""
""
""
""
""
42.0
""
""
121.0
""
23.0
208.0
""
""
""
126.0
""
1093.0
62.0
436.0
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
431.0
""
""
""
""
30.0
""
""
134.0
22.0
40.0
50.0
""
""
""
74.0
""
""
30.0
91.0
""
""
""
""
150.0
42.0
""
""
""
""
99.0
""
""
""
400.0
""
""
70.0
""
""
""
30.0
23.0
20.0
""
26.0
""
463.0
""
""
""
51.0
""
""
56.0
""
958.0
49.0
""
202.0
""
21.0
""
46.0
""
""
""
""
""
""
""
27.0
""
85.0
""
""
78.0
""
""
""
""
""
90.0
""
25.0
""
""
20.0
""
22.0
25.0
""
21.0
45.0
""
""
""
""
24.0
""
39.0
""
""
""
""
27.0
45.0
""
""
29.0
""
""
""
""
110.0
""
""
""
26.0
""
33.0
44.0
""
73.0
""
34.0
53.0
""
265.0
343.0
256.0
""
""
""
""
""
27.0
479.0
""
""
21.0
""
25.0
98.0
33.0
""
690.0
26.0
239.0
112.0
""
32.0
80.0
""
22.0
56.0
731.0
142.0
50.0
21.0
187.0
""
""
46.0
95.0
56.0
""
""
84.0
78.0
68.0
81.0
329.0
90.0
""
180.0
""
55.0
285.0
36.0
46.0
29.0
""
""
""
167.0
81.0
367.0
35.0
42.0
164.0
31.0
33.0
65.0
182.0
24.0
70.0
67.0
33.0
34.0
201.0
71.0
1221.0
1272.0
162.0
40.0
201.0
141.0
413.0
40.0
397.0
28.0
497.0
706.0
22.0
2521.0
2319.0
63.0
248.0
25.0
31.0
232.0
137.0
44.0
1065.0
463.0
178.0
1191.0
""
866.0
113.0
590.0
209.0
2121.0
""
962.0
1398.0
1793.0
1043.0
20.0
22.0
164.0
35.0
23.0
21.0
""
96.0
127.0
""
272.0
49.0
267.0
137.0
46.0
66.0
156.0
37.0
117.0
24.0
75.0
25.0
222.0
67.0
821.0
33.0
""
109.0
49.0
58.0
31.0
42.0
723.0
60.0
54.0
""
97.0
227.0
457.0
""
1049.0
""
20.0
120.0
30.0
122.0
180.0
""
60.0
1122.0
26.0
117.0
36.0
58.0
29.0
95.0
""
202.0
86.0
""
318.0
80.0
1967.0
38.0
32.0
""
37.0
""
35.0
325.0
""
""
308.0
209.0
109.0
40.0
""
80.0
73.0
160.0
666.0
3339.0
45.0
21.0
592.0
76.0
97.0
61.0
""
46.0
21.0
76.0
118.0
52.0
""
65.0
79.0
20.0
""
""
78.0
754.0
23.0
24.0
""
""
39.0
60.0
""
2683.0
20.0
""
55.0
84.0
""
33.0
32.0
""
23.0
