pos_hours_hisp_male_p10
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79253215
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92080688
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91023785
0.7120353
0.7542209
0.58719236
""
""
0.72813928
0.82130969
""
0.76921856
0.75911611
0.86899072
0.72349596
0.9133985
""
""
""
0.8257013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80632859
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79469407
""
""
0.6753872
""
""
0.80618161
""
0.73153436
0.77435094
""
""
0.84367114
""
0.77771628
0.70683956
""
""
0.8198117
0.81248748
0.9195348
""
0.59329957
0.7865299
""
""
0.8196097
0.94760579
""
0.83556539
0.57176006
""
0.80220395
0.70395821
0.88443249
0.76229686
0.79541999
0.78924799
0.80349499
0.80331439
0.87135673
0.87346649
0.78126025
0.82264185
0.84450185
""
""
0.8791905
0.73514223
0.66908514
0.91814613
0.74041229
""
0.82510543
""
0.81991291
0.84009564
0.77533722
0.8224408
""
0.84349388
""
""
""
0.69384819
0.91340184
""
""
""
""
""
""
""
""
0.7359283
""
0.57538694
""
""
0.74482673
""
""
""
""
""
""
""
""
0.76299453
""
""
""
""
0.69792277
0.95167959
""
""
0.72954834
""
""
""
0.92423052
0.88474452
0.61551207
""
""
""
""
""
0.67124665
""
""
""
""
""
""
""
""
""
""
0.67522085
""
0.88938981
0.67043108
""
""
0.68787497
0.83722061
""
0.96657258
0.86519122
0.60523576
""
0.83016342
""
""
""
""
0.75986904
0.83584183
""
""
""
""
0.88844383
""
""
""
0.82986301
0.8809523
""
""
""
""
""
""
""
""
0.59368253
0.786663
0.69556314
0.77363056
""
""
""
""
""
0.89632887
0.75770545
0.95173502
""
""
""
0.9811973
0.81265527
0.90388298
0.85303164
0.8210113
""
0.88054323
0.57893485
0.79778987
0.83470243
0.88182187
0.87534922
0.80124885
0.71366459
""
""
0.93967015
""
0.87002015
0.76303118
""
""
""
""
0.79350036
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87366456
""
""
""
""
""
0.7496078
""
0.8282575
""
""
""
""
""
""
""
""
""
""
0.92097056
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84420878
""
""
""
""
""
""
0.94302356
""
0.77204961
""
""
""
""
""
""
1.2478552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71135902
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9823513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66400248
""
""
""
""
0.70146358
0.74085832
""
1.0204531
0.82780492
""
""
""
