hours_wk_pooled_female_p25
24.527599
22.199205
23.418949
24.672626
25.599421
26.413719
24.632498
24.398325
20.450129
24.588463
24.30302
25.549614
24.897112
25.269236
23.711128
24.331295
25.209074
24.228045
26.338245
24.326319
26.999125
23.873512
26.18302
27.906574
25.918472
28.504917
26.703167
23.335463
25.921732
25.978682
25.90941
27.466021
26.600971
27.098352
25.126257
23.744839
24.729572
25.462053
24.18652
26.246124
25.236561
23.299015
25.095909
29.251392
23.736937
25.389526
26.209333
23.728088
26.159712
25.703011
22.569088
27.331234
25.629597
24.168079
25.100328
25.574175
23.939224
18.66667
22.367752
24.213137
25.053373
25.215057
22.430799
22.554514
21.003874
20.454834
22.923206
22.858141
28.74486
25.936794
24.673595
24.537575
25.73036
25.435087
23.239452
23.887167
25.693184
24.033567
26.027351
25.815228
25.541313
24.064156
26.366436
25.987591
25.820805
22.28513
21.37603
21.985504
23.17514
22.076059
22.534454
25.225397
24.702253
23.815075
22.602045
27.670771
23.182299
24.032686
24.621696
24.81591
25.313744
27.766125
26.129484
25.475006
24.715828
26.325068
23.897285
24.720301
24.180796
22.197424
23.942192
25.607044
26.05282
23.850901
26.253378
23.791883
24.296028
25.73521
28.977222
21.13324
23.946871
25.688644
25.860489
24.242931
26.793005
26.224669
24.339958
26.924229
27.027052
23.746834
25.072214
22.070923
23.977821
23.098206
25.570765
24.461067
24.497059
24.679104
27.963808
23.505032
27.49877
24.952417
19.687782
21.921972
24.507055
23.240599
24.030109
25.40868
24.802006
26.076775
22.292696
23.507236
24.1653
26.334291
24.137077
24.163136
22.616674
23.672731
23.985485
24.089108
26.008547
22.167126
25.568638
25.004755
27.476879
27.845043
22.245682
24.270092
28.296139
22.186806
23.408319
25.620174
23.098095
24.380344
21.31946
22.539804
24.233816
23.195816
23.310947
23.959335
25.984222
23.337641
23.431807
23.411831
25.246302
24.527287
26.328051
23.297409
24.904476
20.574106
24.779884
26.201138
25.128611
22.871962
25.637321
25.110287
23.755949
25.425501
23.807087
24.011993
23.495424
21.746117
22.469687
23.017803
22.859913
24.466129
24.381542
24.242846
22.162954
25.706261
22.859043
24.419565
25.712988
28.831528
23.580524
22.095598
23.288311
25.168978
23.204878
23.352009
25.343433
25.488932
20.28425
21.84054
24.328144
23.189592
22.830847
25.235556
26.410814
24.146032
24.515175
27.43824
25.281523
22.918467
23.976635
25.065855
19.528345
23.329821
22.528059
20.897882
21.392027
26.36215
24.796757
24.295866
23.912859
26.215345
26.248041
24.99604
27.077723
24.710033
25.683912
25.545845
26.886534
23.062351
24.401915
26.337875
22.761429
25.482889
24.056761
26.669994
24.192577
25.551901
24.00288
24.92598
24.611122
26.996307
25.727175
27.047977
26.169085
26.820187
26.788445
25.792793
22.277191
24.826714
22.386864
24.781151
24.028502
27.327116
27.017374
27.104721
26.721037
44.252468
""
27.409292
26.269886
24.728083
25.94227
27.091873
29.400379
25.424328
29.600761
23.566847
28.394224
26.740837
25.182779
30.227873
30.01573
29.729044
29.114269
28.615303
26.849779
27.743141
25.816154
29.543776
26.711222
