has_mom_other_pooled_mean
0.93450832
0.89056551
0.96851295
0.92805511
0.9044255
0.91610062
0.8879804
0.97730601
0.95928442
0.90439838
0.8987487
0.89052647
0.9636265
0.92411268
0.88453829
0.91219443
0.92316353
0.90176344
0.91547692
0.91479254
0.86248523
0.9019838
0.90690064
0.87560773
0.90983731
0.73417652
0.92767394
0.91845518
0.93109679
0.84645522
0.90395218
0.89346319
0.91465479
0.93317705
0.88150185
0.89616156
0.87859714
0.87641418
0.77627212
0.61935222
0.87954193
0.79343218
0.77371681
""
0.95691204
0.80951184
0.88172466
0.85365212
0.85817689
0.90968549
0.89812726
0.88928127
0.82239616
""
0.91440266
0.87850547
0.87710607
0.90192229
0.8854931
0.90517652
0.92659932
0.90858316
0.90120256
0.92409414
0.91806406
0.92587358
0.92232043
0.94854033
0.93147141
0.93779606
0.83572292
0.87558746
0.78383023
0.88928527
0.85681546
0.94593006
0.90632349
0.93374014
0.92475271
0.88094932
0.85423279
0.88635319
0.89966327
0.93442196
0.9093613
0.95978487
0.87395793
0.93324208
0.92040247
0.93378264
0.84764707
0.91084331
0.93585277
0.89501625
0.9062379
0.78075153
0.93290305
0.92136341
0.90628141
0.87970412
0.92794675
0.86654502
0.8692227
0.87410033
0.92268968
0.89624858
0.8960914
0.92064941
0.8495118
0.91663438
0.92044473
0.90728092
0.91356909
0.88783169
0.91641164
0.93361932
0.91159397
0.87470096
0.79351544
0.87935352
0.8805998
0.83024293
0.8733514
0.92264569
0.86765862
0.91436476
0.92756516
0.84582371
0.90729398
0.86523265
0.90300173
0.86921889
0.82298249
0.88055307
0.90096444
0.86787039
0.91493565
0.91210169
0.93648207
0.86536092
0.9127723
0.91906804
0.7680493
0.84661275
0.82206219
0.89796674
0.92364246
0.90948707
0.80671757
0.76923823
0.85912013
0.89146018
0.85180551
0.68042368
0.91831928
0.89469934
0.81350815
0.87920392
0.88340813
0.95058686
0.94277155
0.81541634
0.93815291
0.90987217
0.9417004
0.91681159
0.95064974
0.93184
0.9311946
0.93052012
0.91824657
0.90921587
0.92186719
0.92415881
0.91594034
0.94451433
0.92735273
0.93211216
0.96038979
0.94843501
0.92413568
0.97554815
0.91363674
0.94614917
0.85963875
0.91351265
0.88913769
0.95044237
0.93306625
0.87745219
0.90649724
0.95539486
0.91581535
0.98292226
0.81991363
0.91849881
0.89543247
0.87957525
0.89828318
0.84425324
0.90601808
0.89854866
0.89247811
0.93802446
0.90934736
0.91551971
0.9154278
0.9319942
0.91043431
0.92504698
0.92111951
0.92744792
0.966636
0.95860827
0.90628409
0.90934086
0.89901602
0.9003548
0.8902874
0.9309423
0.92438763
0.94860959
0.89881235
0.91747683
0.89567888
0.9086743
0.9387213
0.91368705
0.93035203
0.89397663
0.89857697
0.91057992
0.91256815
0.93014264
0.90899253
0.95445782
0.9521389
0.90334225
""
0.93966728
0.92188823
0.92463332
0.92338455
0.89676166
0.89719439
0.90275031
0.90777725
0.90007973
0.95243216
0.91733307
0.91626233
0.91374189
0.9347508
0.97751456
0.92002791
0.90753144
0.95315778
0.9086172
0.91594517
0.9013505
0.91747528
0.89109766
0.9055894
0.92084897
0.90381682
0.85892665
0.91764414
0.90600598
0.90461296
0.92042118
0.90258169
0.89628923
0.81106007
0.89891911
0.95826828
0.90066022
0.93428385
0.89932168
0.94627905
0.91816652
0.91458517
""
""
0.91138196
0.93230802
0.9529292
0.92375857
0.91166472
0.93651813
