marr_26_other_male_p50
0.37697056
0.36061832
0.18988945
0.2993947
0.19982634
0.32734066
0.23271008
0.30343002
""
0.32395759
0.26393187
0.24003337
0.2237245
0.21111406
0.31056571
""
0.22668497
0.26659352
0.43422839
0.16278069
0.3194969
0.22647844
0.20034188
0.15760961
0.20284609
0.12784968
0.38592827
0.27935305
0.23929094
0.2239895
0.28618589
0.23126327
0.20730324
0.24313636
0.40478167
0.24458601
0.07343585
0.33249882
""
0.19728582
0.27032602
0.18759894
""
""
0.37552327
0.060554326
0.1880596
0.44682404
0.26872945
0.28091037
0.30854389
0.26371875
0.10064857
""
""
0.25881019
0.24100833
0.34313542
""
0.42226788
0.20182122
0.30922022
0.46586901
0.23857942
0.29048702
0.2573216
""
0.12179057
0.31803867
0.18209164
0.2728726
0.41246837
0.26544046
0.31127301
0.3482897
""
0.38996771
0.33141789
""
0.22222547
0.1409485
0.25428084
0.48837909
0.34805003
0.24302159
0.27805093
0.30889031
0.32174522
0.34893459
0.42260763
0.38186967
0.32260963
0.34362689
0.26255244
0.41449964
""
0.27338535
0.37036663
0.18566261
0.29403609
0.21419817
0.16046904
0.21350087
0.24080005
0.25370765
0.20191297
0.21428195
0.22548938
0.31140032
0.25298011
0.28765097
0.29626009
0.28048867
0.35083723
0.25506186
0.22969919
0.31453681
""
0.35865313
""
0.35284266
0.17544547
0.2457256
0.33326575
0.17816813
0.26783571
0.23487915
0.43019998
0.23769933
""
0.19939154
0.25929394
0.21904731
0.26682758
0.23439458
0.40262067
0.24406922
0.30876929
0.22547552
0.222314
0.24614719
0.23918355
""
0.23611103
0.17603464
0.21718733
0.23480943
0.21501835
0.28552464
0.09028659
0.42244488
0.27290508
0.14269885
""
0.28070828
0.28238693
0.094744168
0.33471373
0.37412161
0.22252677
""
0.12580489
0.31829315
0.19088152
0.26034692
0.17403655
0.32559308
0.28513625
0.3631404
0.27537408
0.18029556
0.23244324
0.21784455
0.20944546
0.33607748
0.27450535
0.28301743
0.27997783
0.12619282
0.26504436
0.16052824
0.2544626
0.23549445
0.28832978
0.23404528
0.23349367
""
0.19805276
0.25617284
""
0.18964928
0.25984994
0.26201963
0.30011961
0.36447799
0.39204788
0.32696968
0.26307514
0.19145791
0.18559176
0.26167631
0.29976308
0.40492827
0.27135637
0.2774699
0.28735662
0.24252844
0.19170222
0.35462531
0.16665503
0.27143946
0.34920946
0.36071327
0.32252723
0.19175023
0.22841035
0.25677049
0.18574986
0.29761198
0.30403766
0.11791832
0.41356388
0.3296164
0.30581394
0.23976229
0.25618306
0.22979021
0.15053502
0.18767156
0.25093436
0.18980314
0.21645212
0.12582861
0.21610638
""
0.15912315
0.095208436
0.18666646
""
0.56281108
0.27608362
0.20641719
0.19963567
0.235396
0.27357787
0.2040837
0.14051972
0.17169276
0.1410397
0.21160893
0.16811644
0.18320717
0.30029574
""
0.22420749
