kfr_asian_pooled_mean_se
0.043081891
0.038692173
""
""
""
""
""
0.025830146
""
""
""
""
""
""
""
0.037004113
0.067595631
""
""
""
""
""
0.032039225
0.048546243
""
0.059500411
""
0.04656788
""
""
""
""
""
""
0.026009878
0.071075328
0.012724276
""
0.044597007
""
0.024416562
0.033773862
""
""
0.013129644
""
""
0.049122851
0.011800739
""
0.017657179
0.039159395
""
""
""
""
""
0.046949707
0.023238104
""
0.056108791
""
0.028225571
""
""
""
""
0.049073901
0.055898763
0.0077815722
""
""
""
""
0.019060193
""
""
0.024918215
0.058870412
0.034015756
0.020221911
""
""
0.041595664
""
""
""
""
""
0.040067177
""
""
""
""
""
""
""
0.021737406
0.033332121
0.043651912
""
""
""
0.0040800152
0.0248759
0.054674555
0.0083564073
0.023996798
0.060069308
0.03044617
0.022192929
""
""
""
0.020530095
""
""
""
""
""
""
""
""
""
""
""
0.062760018
0.027122475
0.082060054
""
""
""
""
0.039881602
""
""
0.042092748
""
""
""
""
""
0.051404756
""
""
0.048700269
""
""
""
""
""
""
""
0.039255377
""
""
0.059141666
0.060164083
""
""
""
""
""
""
""
""
""
""
0.040023342
""
0.014150002
""
""
0.036538746
0.039256874
""
0.012203895
""
""
""
0.050307672
""
0.019924467
0.054538053
""
0.061552063
0.0019987863
""
0.060356293
0.013313442
0.047444299
0.046440311
0.0028845614
0.037895098
0.01822908
0.0039020209
0.029023595
0.019797279
0.021368146
""
0.0056880359
0.012394819
0.040767409
0.04929924
0.0010140922
0.019801242
0.010942792
""
0.030945567
0.0071865804
""
""
0.0061909067
0.012876736
0.031923842
0.0017056438
0.010320232
""
0.0035019559
0.0027547237
0.024829872
0.0031149099
0.0019551304
0.0022123412
0.0037099055
0.012712394
0.0025551452
0.0077853464
0.0017531624
0.012368238
0.015976403
""
0.041888438
0.0036028505
0.0081066685
0.0063408595
0.0097542843
0.037754726
""
0.0086002359
0.043729305
0.0046446263
0.0099405097
0.013746165
0.007337484
""
0.006328084
""
""
""
0.01173442
0.018734872
""
""
""
""
""
""
""
""
0.0078112152
""
0.014871999
""
""
0.0084123751
0.060132027
0.03926767
""
""
""
""
""
""
0.0072918613
""
""
""
0.065069444
0.016035449
""
""
""
0.027202096
""
""
""
0.047231074
0.048667174
""
""
""
""
""
""
0.028110381
""
""
""
""
""
""
""
""
""
""
0.020462472
""
0.0060808528
0.006769164
0.01841196
0.017512616
0.0080123367
0.011871772
0.020081194
0.029288296
0.019426459
0.0089089898
0.023372108
0.0095642712
0.015351455
""
0.016391659
""
0.010386778
0.0050912513
""
0.022271845
0.0294456
0.012629632
0.024157176
0.047831476
0.051492319
""
0.0059860428
0.0097818263
0.032041006
""
0.047430649
""
""
""
""
0.045641281
0.080479003
0.027151451
0.02663335
0.0066902144
""
0.031545173
0.063932508
""
""
0.019485071
0.014070117
0.017022539
""
""
""
0.018467901
0.019311076
0.026390614
0.0055913338
0.028334154
0.044712741
0.012146047
0.061165679
0.0052811336
0.013298184
0.007194892
0.013569253
0.0065268669
0.011952233
0.046187375
0.027589761
0.019507293
0.017493205
0.017143792
0.0096135102
0.06520354
""
""
""
0.013889299
""
0.053395573
""
""
""
""
""
0.052590895
""
0.020317802
0.032008868
""
""
0.025188828
""
""
""
0.064992934
0.065061145
""
""
""
0.032692038
""
0.037509151
0.037659697
""
0.014350112
0.038821105
""
0.023307528
0.027876914
""
0.0074328356
""
0.0075364765
""
0.063056104
0.012921955
""
0.037046127
""
