proginc_black_pooled_n
67.0
""
""
194.0
400.0
88.0
1116.0
""
""
379.0
251.0
1545.0
""
24.0
151.0
""
""
73.0
""
175.0
992.0
1063.0
327.0
400.0
1339.0
134.0
359.0
660.0
1903.0
143.0
279.0
195.0
1432.0
881.0
411.0
469.0
198.0
212.0
129.0
139.0
1212.0
239.0
90.0
""
151.0
278.0
2601.0
256.0
1191.0
266.0
439.0
639.0
518.0
51.0
52.0
1020.0
127.0
25.0
31.0
385.0
152.0
692.0
80.0
35.0
""
""
""
""
""
""
256.0
328.0
541.0
311.0
154.0
""
248.0
52.0
58.0
2446.0
333.0
45.0
""
86.0
922.0
34.0
49.0
260.0
440.0
104.0
89.0
""
""
321.0
""
""
28.0
153.0
1164.0
393.0
204.0
3464.0
1037.0
240.0
213.0
1109.0
258.0
1065.0
126.0
127.0
201.0
487.0
1288.0
160.0
895.0
765.0
964.0
110.0
53.0
66.0
350.0
124.0
116.0
234.0
151.0
664.0
632.0
123.0
150.0
161.0
4588.0
178.0
188.0
74.0
80.0
209.0
488.0
675.0
114.0
252.0
551.0
118.0
63.0
91.0
435.0
166.0
465.0
298.0
238.0
201.0
41.0
1417.0
478.0
176.0
437.0
951.0
109.0
800.0
117.0
28.0
""
""
219.0
2953.0
50.0
5695.0
""
""
""
73.0
4971.0
199.0
""
256.0
""
""
225.0
426.0
""
""
""
""
679.0
""
24.0
1015.0
""
""
238.0
""
20.0
124.0
741.0
""
21.0
42.0
30.0
75.0
449.0
""
445.0
74.0
""
36.0
129.0
253.0
1049.0
""
39.0
69.0
""
105.0
""
""
689.0
192.0
166.0
2212.0
""
31.0
28.0
""
30.0
""
984.0
67.0
""
47.0
895.0
334.0
110.0
159.0
""
""
""
44.0
""
96.0
""
""
32.0
""
53.0
83.0
""
26.0
199.0
309.0
""
50.0
1031.0
51.0
""
""
42.0
""
""
211.0
""
116.0
30.0
96.0
199.0
343.0
267.0
9526.0
338.0
3504.0
4383.0
608.0
445.0
127.0
44.0
""
""
""
21.0
""
""
""
249.0
""
""
1185.0
47.0
""
169.0
1289.0
""
""
""
""
""
""
""
""
""
""
""
""
810.0
""
""
""
""
""
""
""
71.0
""
25.0
26.0
""
""
21.0
21.0
""
""
""
""
""
118.0
""
""
""
65.0
229.0
""
""
121.0
""
172.0
208.0
1397.0
103.0
7003.0
228.0
39.0
""
2282.0
""
""
102.0
106.0
22.0
""
""
""
""
""
68.0
54.0
51.0
""
28.0
97.0
""
96.0
""
160.0
49.0
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
373.0
""
""
""
""
""
""
227.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
541.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
104.0
250.0
""
""
""
""
23.0
49.0
1224.0
25.0
20.0
""
""
74.0
""
38.0
""
""
""
""
61.0
89.0
""
""
578.0
40.0
""
""
161.0
""
""
""
""
""
""
23.0
131.0
31.0
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
51.0
20.0
""
453.0
""
563.0
""
""
""
102.0
""
""
""
""
""
""
27.0
86.0
125.0
155.0
3235.0
520.0
119.0
98.0
26.0
""
""
""
""
""
""
""
""
67.0
""
""
68.0
""
""
""
""
""
228.0
77.0
388.0
968.0
2502.0
104.0
301.0
328.0
284.0
155.0
33.0
""
30.0
""
""
729.0
""
49.0
152.0
39.0
""
102.0
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
156.0
""
""
""
""
""
""
""
94.0
""
577.0
""
165.0
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
149.0
256.0
33.0
779.0
350.0
""
""
""
43.0
36.0
1717.0
629.0
""
""
708.0
25.0
67.0
4815.0
""
""
""
""
45.0
""
""
245.0
""
31.0
""
""
23.0
""
""
""
""
""
""
""
""
745.0
