kir_native_pooled_male_mean
0.55368084
0.54691112
0.51305711
0.5549227
0.51323491
0.53306973
0.50309098
0.49985036
0.47863817
0.51088643
0.51777041
0.59690315
0.55267888
0.48969948
0.51768249
0.54988354
0.54415268
0.50672388
0.47963127
0.54089081
0.5548898
0.50731289
0.51714182
0.51437902
0.48580822
0.52407277
0.53131622
0.48876849
0.5430643
0.51452285
0.50708497
0.45257652
0.49020067
0.46674398
0.51688874
0.53692138
0.53253323
0.59096843
0.53755867
0.5249958
0.538867
0.53127086
0.43383309
0.43415469
0.5281744
0.57155246
0.51113075
0.50013381
0.52082998
0.56446135
0.50695145
0.51204294
0.44418648
0.5132401
0.50832933
0.50333685
0.4607189
0.53227174
0.60569268
0.48232606
0.51949519
0.49196357
0.52695346
0.50334728
0.6391151
0.51230645
0.51501667
""
""
0.60323417
0.32125783
""
0.68246281
0.42662135
0.61276466
""
0.54554027
0.61383235
0.63850558
0.585581
0.59455508
0.31581736
0.51155144
0.58869755
0.38927463
0.47426862
0.39253363
0.43069765
0.42926133
0.56063062
""
0.56882608
0.61081374
0.61368561
""
0.48174712
0.45448184
0.53063738
0.54334182
0.55106908
0.57571173
0.61336428
0.49595323
0.56459093
0.51009041
0.51037765
0.53218299
0.51895833
0.54881406
0.55827677
0.5458439
0.51529437
0.52607572
0.52568495
0.54826468
0.51255572
0.54015726
0.5755384
0.51265657
0.50514734
0.53838766
0.49501914
0.50615638
0.5562973
0.54264462
0.51841849
0.5137074
0.52582121
0.48222238
0.4543286
0.53526914
0.52639925
0.51867366
0.53087097
0.51306558
0.46102393
0.49943769
0.53468144
0.52768409
0.47278029
0.49200487
0.48685017
0.51698744
0.46215853
0.49198046
0.4886072
0.53911769
0.48493233
0.48352572
0.43524882
0.49414307
0.56001389
0.51156873
0.50281507
0.52139467
0.45838588
0.51887459
0.50679928
0.47840109
0.48288703
0.46725175
0.50125432
0.47223827
0.50471693
0.43890408
0.49871168
0.47430989
0.48309115
0.52653563
0.5067541
0.49690396
0.51144135
0.47837076
0.52136558
0.45068908
0.44842565
0.50842351
0.54516834
0.49592105
0.46393305
0.53493291
0.50591654
0.54238057
0.52096212
0.48766583
0.44208929
0.59204024
0.45268711
0.56567329
0.52893686
0.53844643
0.54770547
0.61639577
0.46357334
0.59904563
0.52429157
0.53523141
0.52995759
0.54536486
0.59922498
0.58498979
0.54322135
0.53911626
0.62718552
0.55166972
0.54213178
0.65495127
0.57110721
0.5125677
0.52941614
0.5412032
0.65003228
0.56494534
0.58980471
0.54470742
0.60701287
0.59529012
0.48671082
0.54958045
0.54161388
0.61037755
0.54679412
0.57724988
0.60211521
0.55313975
0.58839732
0.64711004
0.56681091
0.61963487
0.58055699
0.54538614
0.50185955
0.55472738
0.57267696
0.61478823
