two_par_white_male_p75_se
0.0081548057
0.0057075638
0.017667506
0.01747342
0.00992426
0.047045637
0.019846037
0.0067096241
0.01383354
0.012935112
0.011810464
0.024133582
0.015447563
0.022155652
0.020212062
0.0095710456
0.010422464
0.019654335
0.035526436
0.011773417
0.024515368
0.0082208244
0.0098444596
0.013317817
0.011684014
0.0074322675
0.014114027
0.0075455774
0.01964636
0.012403041
0.01637256
0.040465862
0.022728676
0.019830184
0.0070796823
0.010278059
0.0027280331
0.021069592
0.0075128144
0.013476902
0.0066612335
0.0083825085
0.036313396
0.031895891
0.0043152082
0.015990648
0.014794113
0.0078899497
0.0040056994
0.014915043
0.0046826452
0.0060365279
0.039015554
0.020782415
0.016626095
0.01943762
0.01164754
0.0090516936
0.0042266222
0.050633501
0.0090622632
0.01368661
0.0053186105
0.009843884
0.02051024
0.024684511
0.016895637
""
""
0.0039037243
0.068018205
""
0.048605151
""
0.0059545422
0.14032616
0.062284395
0.011133214
0.010977077
0.019296911
0.023907207
""
""
0.0093953712
0.045935024
0.06641496
""
0.070281155
0.034453548
0.018999102
""
0.047823977
0.037032418
0.053254832
""
0.10001855
0.024199592
0.0075547681
0.0065769483
0.013028714
0.010612704
0.027437666
0.034511309
0.0013813599
0.0074196081
0.010492051
0.003234742
0.0083731422
0.03075313
0.0065283533
0.0083820792
0.019215552
0.014310803
0.012012753
0.0054393406
0.01035313
0.016732773
0.037277229
0.013242913
0.027249528
0.012570318
0.014672956
0.013983713
0.023597864
0.015357262
0.014742129
0.0088731935
0.009252239
0.011302644
0.019756323
0.026712118
0.02706988
0.017725222
0.0069146301
0.013746521
0.027979029
0.0085602263
0.016161541
0.010594968
0.018716028
0.011930316
0.02547414
0.010862696
0.029401762
0.021972029
0.0094695874
0.016544025
0.028461037
0.015679371
0.036899615
0.024513183
0.021763487
0.015096028
0.0079643335
0.021093059
0.026446572
0.012954025
0.012105037
0.021985848
0.032959513
0.027915098
0.027247244
0.017513603
0.025034569
0.021446411
0.020361193
0.012302513
0.021528061
0.0092843333
0.0311193
0.0043860329
0.013436133
0.020150298
0.0062471353
0.041565049
0.033250529
0.0062365341
0.016127989
0.017760009
0.038273826
0.0090465583
0.018715337
0.0058897692
0.0079697985
0.030913936
0.02075587
0.0024592006
0.061475482
0.013780787
0.0058605038
0.01107152
0.021421842
0.0024067415
0.013848148
0.0043114214
0.0039348695
0.014273966
0.0074958513
0.011044943
0.016929379
0.0036247438
0.008063606
0.012796621
0.01147544
0.0012851597
0.008086347
0.0046774633
0.018421192
0.0091926828
0.0061988533
0.027480152
0.042473812
0.004891024
0.0062889992
0.0075470791
0.00162904
0.0037599953
0.018665738
0.0022103582
0.0025946463
0.010246104
0.0021405134
0.0016764771
0.0051599564
0.0034926021
0.0046913996
0.0034062807
0.004249231
0.0021596032
0.0049653286
0.0055723763
0.028472001
0.0099953888
0.0037742995
0.003314499
0.0041765599
0.0091974186
0.0099438103
0.039198738
0.0054305405
0.010935739
0.0026803256
0.0062141051
0.0095420787
0.0041654771
0.019187992
0.0025400976
0.026962176
0.032803509
0.039154582
0.0039204215
0.0074561313
0.015909294
0.059777718
0.021819642
0.053048484
0.078294262
0.039289713
0.037624229
0.013437459
0.0039483369
""
0.0038292345
0.018538004
0.0099170459
0.0024307929
0.010133049
0.0085100373
0.03176897
0.032502301
0.023558838
""
0.027561456
0.058942813
0.0024473465
0.049298458
0.027981179
0.019635599
0.011325324
0.0033695544
0.023317071
0.027133288
0.013421325
0.0061560427
""
0.011312159
0.013688426
0.010481077
0.014046818
0.013630861
0.025453595
0.014807509
0.022010392
0.023433739
0.01818417
0.0070947739
0.015502541
0.021917526
0.021760158
0.047609974
""
0.047425587
0.03345925
0.025701391
0.011034371
0.028730504
0.0044634901
0.018371142
0.0024317414
0.0023730712
0.0039853286
0.0049805618
0.0024844341
0.0035132978
0.0044774776
0.0052144756
0.006263901
