grad_black_pooled_n
56.0
61.0
91.0
""
""
36.0
67.0
133.0
97.0
""
""
30.0
56.0
""
""
54.0
47.0
28.0
""
39.0
""
""
89.0
141.0
""
58.0
45.0
91.0
""
""
20.0
47.0
48.0
47.0
289.0
""
1355.0
""
37.0
27.0
121.0
44.0
71.0
101.0
287.0
63.0
""
""
787.0
40.0
583.0
86.0
47.0
54.0
68.0
""
86.0
20.0
57.0
41.0
133.0
64.0
239.0
25.0
23.0
40.0
""
""
""
101.0
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
567.0
""
""
128.0
""
""
""
""
50.0
31.0
""
""
""
22.0
""
""
52.0
22.0
""
""
""
38.0
""
35.0
""
143.0
20.0
""
42.0
21.0
43.0
""
""
34.0
""
""
32.0
26.0
22.0
""
""
""
236.0
""
""
""
30.0
23.0
""
""
29.0
""
""
73.0
97.0
26.0
""
26.0
""
63.0
""
88.0
""
""
""
""
""
595.0
""
62.0
""
""
""
42.0
""
""
""
69.0
""
""
""
""
""
855.0
""
""
""
""
""
433.0
""
""
193.0
""
""
""
""
151.0
29.0
""
""
3711.0
""
28.0
""
""
49.0
""
""
57.0
""
""
253.0
""
""
511.0
574.0
""
839.0
709.0
252.0
187.0
""
165.0
53.0
286.0
""
""
""
""
320.0
32.0
53.0
""
""
""
27.0
""
92.0
""
""
81.0
""
235.0
""
""
""
""
""
""
""
""
""
""
""
""
""
329.0
""
""
""
""
226.0
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
436.0
440.0
""
26.0
335.0
62.0
""
""
170.0
592.0
133.0
1702.0
165.0
""
103.0
""
172.0
1583.0
""
37.0
""
74.0
53.0
48.0
""
""
930.0
303.0
28.0
""
137.0
""
""
""
""
""
20.0
40.0
30.0
739.0
""
41.0
70.0
24.0
""
87.0
195.0
318.0
""
""
30.0
97.0
118.0
29.0
2149.0
20.0
20.0
94.0
""
767.0
83.0
837.0
59.0
369.0
361.0
56.0
33.0
154.0
33.0
72.0
229.0
""
""
""
""
182.0
""
""
""
""
""
""
""
84.0
""
21.0
34.0
34.0
""
363.0
""
""
38.0
""
59.0
48.0
33.0
""
37.0
""
64.0
""
""
501.0
39.0
""
30.0
146.0
""
655.0
""
474.0
34.0
54.0
78.0
20.0
81.0
""
38.0
""
""
38.0
1901.0
26.0
28.0
307.0
130.0
33.0
""
27.0
31.0
37.0
23.0
""
70.0
53.0
""
""
1625.0
""
""
98.0
""
27.0
59.0
390.0
""
50.0
26.0
""
""
""
""
116.0
134.0
21.0
22.0
""
""
42.0
""
""
32.0
21.0
""
80.0
""
153.0
""
""
162.0
""
40.0
""
28.0
""
""
50.0
""
62.0
""
""
""
""
499.0
73.0
""
""
50.0
52.0
""
""
""
23.0
""
26.0
""
""
23.0
550.0
75.0
""
35.0
""
86.0
21.0
""
55.0
27.0
""
21.0
""
""
30.0
66.0
48.0
35.0
""
""
98.0
24.0
27.0
""
39.0
""
26.0
59.0
26.0
70.0
32.0
""
""
""
21.0
""
28.0
21.0
33.0
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
109.0
""
""
""
""
""
6331.0
""
""
""
""
""
224.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
177.0
104.0
""
""
272.0
""
""
""
""
""
""
""
59.0
121.0
""
102.0
""
""
""
""
""
""
""
""
""
""
""
162.0
""
""
""
""
""
""
""
""
64.0
397.0
""
99.0
""
""
""
""
22.0
""
""
49.0
""
""
""
""
""
""
340.0
""
177.0
""
""
248.0
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
40.0
""
54.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
681.0
72.0
""
60.0
1034.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
197.0
""
""
""
""
""
""
""
""
""
""
89.0
""
31.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
107.0
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
243.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
312.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
""
""
""
""
32.0
""
""
""
192.0
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
31.0
""
""
20.0
""
691.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
51.0
21.0
86.0
""
40.0
40.0
40.0
152.0
622.0
238.0
""
""
