staycz_hisp_male_p25
0.67043227
0.71347952
0.24829541
0.70718282
0.68974674
0.56276172
0.76454204
0.52788305
0.3152453
0.73589903
0.6818338
0.72217607
0.40468955
0.56916064
0.70035362
0.68415505
0.38321936
0.68813771
0.72193605
0.63111281
0.62084007
0.51492202
0.64678526
0.71840948
0.72274739
0.68514866
0.63798523
0.5186224
0.57956022
0.44645932
0.57941884
0.64970428
0.68512207
0.62354022
0.57805848
0.60816592
0.72043496
0.5799405
0.44934198
""
0.66960508
0.49926153
0.40692002
""
0.26613739
0.38722104
0.69373095
0.61869639
0.69402325
0.67560488
0.59006864
0.70027083
0.65070373
0.38252249
0.39491147
0.65718639
0.62938386
0.59041089
0.73045963
0.43682519
0.73996645
0.69639099
0.63696361
0.72836334
0.78138059
0.42951155
""
""
0.78242797
0.59528577
0.25641418
0.2773146
0.4633632
0.56520182
0.55280668
0.5520103
0.60270417
0.8550247
0.47693959
0.70924979
0.45048341
0.6091516
0.86065036
0.75775176
0.70660263
0.71157211
0.48032752
0.56627518
0.72314519
0.66786325
0.61882174
0.52038795
0.67230409
0.68543446
0.7088775
0.66664779
0.76053631
0.79667056
0.76795983
0.69311512
0.71798515
0.76993597
0.71681064
0.73926789
0.6382423
0.72805119
0.62667209
0.69726384
0.44514477
0.61402178
0.58644772
0.60903859
0.62298191
0.65558213
0.65528059
0.72772104
0.58305401
0.46330133
0.402165
0.52308053
0.68512577
0.59029287
0.58854699
0.46942103
0.56705701
0.5889467
0.5954029
0.70173925
0.41837487
0.62443572
0.74640143
0.43101794
0.64515531
0.55983156
0.79461437
0.4940545
0.68380201
0.50746053
0.64206696
0.57111293
0.54278564
0.57318968
0.46053606
0.61276102
0.69743532
""
0.47768718
0.64487308
0.47639865
0.60019314
0.60454178
0.74570572
0.657938
0.41849691
0.58891886
0.61898559
0.37874967
0.54043388
0.71993995
0.62943143
""
""
0.56963861
0.6883257
0.5065186
0.81159157
0.7165488
0.58505499
0.55253637
0.63503569
0.77929157
0.75827718
0.54066271
0.71586144
0.66047883
0.60603327
0.68345326
0.77086508
0.65604067
0.60091335
0.65141904
0.31484097
0.6513871
0.43728906
0.79622614
0.74168992
0.77917182
0.70398432
0.74648327
""
0.42441523
0.47909784
0.742562
0.4467724
0.61090714
0.63373816
0.69905001
0.57799095
0.78709722
0.6364848
0.73861992
0.77730858
0.70257574
0.62111163
0.68676257
0.78175628
0.78447491
0.65560979
0.65358317
0.70556092
0.65753889
0.74945772
0.43918061
0.65427291
0.7562831
0.63748759
0.6682809
0.75952566
0.44690973
0.5022766
0.59935015
0.46925899
0.69572622
0.66818285
0.76049393
0.5768863
0.57201153
0.54139698
0.71939301
0.65722966
0.69394785
0.68162501
""
0.54101419
""
0.4326655
""
0.65165913
""
0.51394039
0.64513093
0.62456357
0.66167325
0.69465995
0.63419753
0.7291792
0.59413338
0.70661587
0.54144067
0.6842193
0.77166981
0.6012153
0.45854062
""
0.56954587
0.6294893
0.62839556
0.68245387
0.49318206
0.64650106
0.66653138
0.75173193
0.78446013
0.73889309
0.61871457
0.70912904
0.68526065
0.74383974
0.79618758
0.76770294
0.68821472
0.59353077
0.45703742
0.58809394
""
0.61626345
0.63751251
0.64730471
0.44635254
0.51809669
0.75890779
""
""
0.78925902
0.68731439
0.5727818
0.78798056
0.81862414
0.61458212
0.73102742
0.40781537
""
0.54271543
0.57103676
0.48978078
0.55137706
0.76341897
0.68329316
0.6971699
0.5652343
0.79996043
0.52352834
0.43200794
0.60770857
0.5948627
0.63355857
0.63734621
0.7804659
0.53816563
0.5485872
0.69870162
0.69453877
0.56296402
0.74774951
0.73997259
0.75641298
0.45214081
0.64161658
0.64671731
0.56365001
0.65033758
0.70375454
0.4924435
0.54726493
0.59316611
0.73627055
0.65110415
0.60130876
0.64356536
0.76357359
0.52394313
0.73919117
0.79111713
0.82629114
0.66851443
0.84742397
0.74612707
0.40418223
0.74811751
0.70009524
""
0.68985176
0.54468018
0.75407982
0.55841953
0.5039857
0.46582231
0.71318287
0.5009625
0.69263577
0.6665833
0.67804474
0.65006989
0.67268825
0.5555746
0.51178169
0.59627092
0.57671148
0.84367275
0.51485312
0.58435231
""
0.48509926
""
""
0.44678926
0.63319677
""
""
0.38638356
0.5423016
0.46653897
0.59996808
""
""
""
""
""
""
0.4219695
""
""
""
""
""
""
""
""
""
""
""
0.56515712
0.55057901
""
""
0.72581619
0.61159956
""
""
""
""
0.69128543
0.59508681
0.59565026
0.30226898
0.68229425
0.70151252
""
0.58667618
""
0.57035524
0.45814872
""
""
""
""
0.4251115
""
""
""
""
""
""
""
0.62573659
0.62464941
0.81720603
0.6613465
0.28711757
0.52462012
0.57493234
0.62991852
0.75782561
0.6778208
0.4782511
0.7067005
0.62143642
""
""
""
""
0.64074022
0.69534022
0.63443339
""
0.56298047
0.71623218
0.51309001
0.43458456
0.73655182
0.71476912
0.71223122
0.83699775
0.32345149
0.36895809
0.82394326
0.48824188
0.47208267
""
""
""
0.47043568
0.70259821
""
""
0.74728566
0.60434479
0.60349649
""
""
""
0.29121113
0.3226015
""
0.51912004
0.55698717
0.58565593
0.49113509
0.64378363
""
0.48172307
0.78433424
0.86274183
0.52774954
""
0.62109697
0.66858602
0.63305622
