wgflx_rk_pooled_pooled_n
2448.0
993.0
226.0
3071.0
2101.0
368.0
4373.0
330.0
260.0
1570.0
1741.0
6354.0
281.0
633.0
1634.0
143.0
157.0
1514.0
187.0
350.0
2500.0
2938.0
1461.0
858.0
5629.0
245.0
950.0
2303.0
6087.0
437.0
611.0
1119.0
4883.0
3057.0
628.0
1993.0
450.0
613.0
161.0
178.0
2335.0
430.0
211.0
96.0
298.0
416.0
6438.0
1280.0
3343.0
836.0
1791.0
2367.0
1178.0
88.0
138.0
2432.0
358.0
149.0
112.0
788.0
460.0
3121.0
217.0
457.0
527.0
512.0
177.0
296.0
435.0
498.0
328.0
524.0
626.0
997.0
480.0
229.0
901.0
571.0
267.0
5185.0
626.0
844.0
514.0
911.0
5915.0
673.0
757.0
1308.0
2447.0
1508.0
1032.0
412.0
440.0
2211.0
407.0
128.0
815.0
1704.0
9508.0
2506.0
3043.0
13377.0
5766.0
2761.0
2586.0
7109.0
2221.0
5120.0
537.0
1376.0
1121.0
1061.0
3332.0
261.0
2842.0
3855.0
2404.0
219.0
126.0
179.0
957.0
453.0
334.0
579.0
399.0
1841.0
1767.0
418.0
305.0
346.0
14285.0
592.0
853.0
352.0
1175.0
659.0
2118.0
1455.0
235.0
546.0
1690.0
960.0
148.0
294.0
819.0
277.0
1764.0
696.0
410.0
402.0
612.0
4511.0
1050.0
235.0
2968.0
2578.0
296.0
1873.0
474.0
738.0
111.0
279.0
1436.0
11398.0
180.0
21751.0
1058.0
1089.0
462.0
2479.0
27913.0
3244.0
1262.0
4535.0
1237.0
569.0
3501.0
8830.0
1162.0
842.0
819.0
946.0
7223.0
730.0
749.0
10267.0
254.0
1032.0
2609.0
167.0
457.0
1222.0
6279.0
299.0
446.0
1084.0
2017.0
2255.0
5270.0
879.0
4280.0
2608.0
1018.0
1362.0
2465.0
3834.0
7652.0
919.0
1492.0
2165.0
1497.0
2519.0
438.0
376.0
3927.0
4367.0
2852.0
13794.0
1164.0
1311.0
717.0
1207.0
1144.0
689.0
8413.0
2123.0
2349.0
3496.0
14999.0
4913.0
5052.0
1866.0
291.0
1332.0
193.0
622.0
277.0
1505.0
122.0
601.0
1478.0
842.0
832.0
2333.0
849.0
628.0
1199.0
6559.0
1159.0
1936.0
12520.0
2624.0
1839.0
338.0
1732.0
1012.0
712.0
5305.0
1508.0
5213.0
2020.0
3548.0
7103.0
6908.0
4102.0
41076.0
5645.0
24213.0
26345.0
3141.0
2197.0
825.0
164.0
1765.0
255.0
546.0
3671.0
1936.0
737.0
1570.0
6561.0
37.0
20.0
19360.0
6101.0
707.0
3156.0
14782.0
904.0
642.0
408.0
261.0
603.0
1226.0
781.0
1092.0
546.0
1850.0
1270.0
2993.0
19524.0
667.0
1671.0
2543.0
884.0
810.0
822.0
1037.0
2097.0
338.0
1423.0
1875.0
1214.0
1961.0
5030.0
2586.0
850.0
4590.0
3459.0
2377.0
1750.0
4739.0
1736.0
723.0
892.0
1567.0
2648.0
1203.0
1072.0
2807.0
661.0
4114.0
3899.0
10925.0
1088.0
37108.0
4335.0
640.0
808.0
13145.0
264.0
722.0
1972.0
2485.0
1177.0
263.0
528.0
413.0
287.0
363.0
956.0
680.0
775.0
159.0
1341.0
1682.0
218.0
1112.0
397.0
619.0
997.0
276.0
2753.0
25.0
130.0
509.0
484.0
255.0
141.0
106.0
324.0
239.0
1024.0
26.0
69.0
37.0
183.0
86.0
87.0
660.0
132.0
26.0
""
33.0
96.0
""
51.0
42.0
78.0
128.0
262.0
173.0
237.0
379.0
160.0
1679.0
476.0
286.0
198.0
42.0
80.0
494.0
1400.0
348.0
482.0
1194.0
1780.0
173.0
392.0
36.0
1918.0
1326.0
160.0
125.0
67.0
125.0
549.0
308.0
234.0
167.0
111.0
65.0
201.0
23.0
1355.0
846.0
711.0
1014.0
705.0
758.0
656.0
1067.0
4007.0
410.0
407.0
607.0
1284.0
29.0
27.0
""
35.0
567.0
698.0
123.0
115.0
620.0
699.0
421.0
300.0
736.0
1690.0
268.0
2321.0
435.0
535.0
6128.0
343.0
151.0
""
80.0
124.0
374.0
3860.0
32.0
38.0
1095.0
138.0
97.0
83.0
42.0
116.0
195.0
83.0
47.0
173.0
491.0
478.0
78.0
376.0
""
190.0
2747.0
12367.0
202.0
""
311.0
417.0
667.0
326.0
98.0
69.0
207.0
128.0
126.0
492.0
299.0
246.0
1078.0
2109.0
3442.0
651.0
489.0
482.0
408.0
1216.0
758.0
10351.0
1301.0
697.0
361.0
202.0
1790.0
456.0
2555.0
812.0
1867.0
411.0
699.0
1939.0
1023.0
1919.0
518.0
6605.0
427.0
221.0
762.0
4239.0
425.0
38.0
256.0
""
614.0
21.0
534.0
1707.0
503.0
196.0
1468.0
414.0
63.0
32.0
""
364.0
400.0
136.0
80.0
254.0
147.0
145.0
197.0
883.0
183.0
85.0
5189.0
206.0
8159.0
180.0
295.0
""
1589.0
249.0
80.0
79.0
101.0
61.0
1004.0
3658.0
2484.0
818.0
1623.0
18167.0
2103.0
718.0
426.0
621.0
124.0
39.0
174.0
252.0
199.0
323.0
131.0
193.0
1137.0
56.0
101.0
944.0
138.0
30.0
148.0
331.0
297.0
1456.0
497.0
1791.0
9060.0
15164.0
939.0
1958.0
1441.0
1170.0
1171.0
380.0
77.0
793.0
374.0
562.0
7051.0
586.0
987.0
