kid_pooled_pooled_blw_p50_n
5922.3921
15458.396
4863.9736
3061.4934
6740.9116
2581.3296
4092.7781
15036.147
5885.4712
3303.9607
5808.7944
2543.9063
4760.8682
2021.0896
2070.2905
5436.501
6718.7813
2657.8438
2046.324
5881.6187
2278.0264
10640.973
7338.9341
9503.5635
9904.3438
8440.6953
6075.6069
14630.309
2779.4429
4393.2769
4106.1558
2471.8074
3927.209
2383.251
12653.077
7168.6494
84837.828
2227.2256
9804.3232
4575.0757
12082.91
7555.7773
3471.8325
4974.1001
27732.402
3984.1697
4273.8911
11631.736
64760.055
3598.8337
34069.777
11912.76
3056.6516
3990.6941
5022.376
3707.0947
8943.9785
8161.9541
9200.7656
3715.334
12668.362
6257.7715
19993.424
9327.2041
2959.3025
3067.6301
3878.0425
292.00562
478.30692
25428.211
5130.2993
154.53957
52.301735
1288.012
8737.792
321.32596
329.70334
2120.7571
5873.6099
1241.0181
1977.3203
""
507.0596
7639.5044
2077.6875
920.54974
2078.9482
575.21246
1116.6844
778.58118
77.691696
1010.4338
1406.827
317.49307
""
1517.4259
17653.791
17019.139
15475.501
6761.541
5027.3662
864.95984
2794.5215
357728.72
21635.777
19095.914
103305.86
25754.564
10122.486
17549.195
29827.186
3333.9375
3380.3782
4290.4067
21114.598
4624.1865
1960.3137
919.1723
4322.8584
3020.0889
3267.4153
2796.7842
3346.2056
1229.9409
3390.0547
3043.1104
10285.086
8747.8662
10652.935
3713.1284
1462.5143
3108.8049
2965.2195
9899.7871
2805.147
1994.6305
11244.179
1927.785
5698.2842
4359.4478
4632.021
2733.8442
4728.957
2007.5254
2686.5603
13952.894
3943.8767
1563.7487
3009.4539
2691.4495
2300.6375
2040.6671
3904.3472
7152.7437
2669.1021
2692.2288
6217.5698
10669.013
2201.103
1510.724
1747.428
1673.9913
4909.2925
1635.4
6769.7329
1894.2209
4489.2847
3924.0137
7648.8691
1456.4083
48538.246
2978.0498
6113.6411
9573.3594
2349.1501
1588.8416
16423.234
3061.6956
2810.5735
1975.3864
6522.4941
2495.7178
20940.012
9148.1904
1757.8674
3705.6956
136148.67
168.09541
2502.1965
24773.023
3315.2083
3205.9263
74810.352
3457.2261
11196.752
159076.08
4735.9253
13895.622
33667.176
1855.9967
118994.59
22338.35
6800.1274
2622.5837
1576717.9
23048.41
12838.479
1819.7045
11232.358
43864.961
1383.6124
1479.1036
63613.48
11080.947
8156.9756
321322.78
17929.715
1801.307
233850.36
152838.59
7413.6187
273236.66
346207.16
58389.926
84165.93
21456.529
52345.656
45655.953
136375.95
27495.186
20837.098
320.38998
5776.5928
38887.051
38945.387
70465.813
12878.064
9098.832
1747.6023
80520.836
4807.4795
85941.719
18716.051
11631.97
44726.836
2377.5632
38102.652
1283.901
764.31494
950.7912
16530.709
2813.386
1455.7606
391.54007
527.16528
2040.3141
778.89594
764.2572
343.64319
3794.2134
69732.094
283.38403
7760.7251
2984.3271
1300.1506
53271.953
4766.2896
4782.4272
328.20984
1009.9321
1170.9261
109.35014
1161.5682
231.07817
32908.516
278.24213
1213.7004
976.50568
4095.9448
17619.797
2369.8225
904.92712
2636.0068
13519.96
137.51178
1098.3923
3673.5574
4730.022
4803.2861
3423.6064
315.82135
1057.1104
691.02313
711.0722
2819.6089
19706.762
528.77606
2183.5073
1248.5305
1160.194
60.888515
413.98044
387.60873
834.32721
1743.2698
794.7038
23104.133
1553.7489
62429.941
62241.801
10401.872
7883.6147
60685.488
18587.475
5825.0151
9472.4834
16686.881
42564.156
18363.168
77219.383
21072.463
3161.7283
19941.354
3555.0498
47398.324
205083.63
2052.3496
12020.131
11630.967
15585.216
25943.58
9250.6748
5203.9185
2345.8203
107572.59
38978.133
4416.9712
1388.1606
9159.0186
2165.6243
1584.87
1680.613
2092.7378
4941.377
7367.9863
14392.948
10748.786
132634.38
2966.9165
11365.442
6683.4902
2001.3848
948.23108
22784.85
46149.656
23283.967
5715.3262
1050.0149
3405.1255
29048.313
34370.297
9780.4912
388233.78
7181.6494
5912.8379
19735.465
6301.7192
130154.64
28430.078
123917.51
39599.34
91256.125
67702.859
11246.969
10026.497
26416.285
14940.096
25021.229
37381.891
5409.188
5324.0068
2865.6008
1898.2101
50830.305
3194.3638
5673.3823
3326.6396
2995.7839
1793.4181
1771.9225
851.02112
5590.3193
2247.2104
6799.7603
10702.029
3248.1326
2886.6626
23575.209
1730.7563
2667.4802
3320.0488
2454.5229
7221.6919
4988.3735
2716.6436
1036.629
5707.4438
1765.624
11634.192
6637.5903
1862.033
32259.801
2445.1921
3733.9436
12630.863
9822.7383
674.68274
42514.254
1386.3793
49718.918
6846.0635
7695.1465
7159.6768
3078.7505
10262.588
1960.9243
4336.0337
2068.0242
1841.4645
5686.6167
95669.797
3265.9041
2173.8865
18028.154
10220.802
2638.6719
710.95203
4218.5933
3449.894
4256.457
1812.924
2681.6531
4512.9775
10998.453
7761.5869
2917.9248
98877.945
3422.0798
355.20813
9121.124
6177.2319
4323.6123
2407.8403
59689.184
4528.6792
18541.17
2009.5377
3874.7397
2396.5742
3309.1399
2030.3494
12195.354
12747.262
1905.2532
5880.9404
1908.1224
2320.9146
3394.491
1763.9658
1702.9335
2788.457
2459.4175
1373.8563
7348.2197
2646.6318
12276.425
1294.6801
2530.8423
14575.622
2620.4612
3834.2314
2274.3347
2635.458
3565.8301
1399.0525
3972.7295
1199.9049
5106.4834
2678.6663
1363.9714
2093.7551
6308.7212
30294.879
8701.7529
2336.7646
1841.1637
10198.785
3606.1929
2710.8379
2600.925
1683.5502
6024.0811
1400.0281
2623.9224
542.61951
1907.6741
1795.8748
33831.746
7362.5493
713.37921
2831.8269
1658.0227
9588.1572
3594.6199
1050.3031
5651.3374
1173.8212
400.86929
3271.3315
1597.2107
1977.316
2471.6807
7297.9072
6544.5596
4635.6577
963.64868
1317.4871
9225.7959
2213.9475
1865.8611
2126.1489
4257.9214
8537.4492
7967.0298
5694.6968
1234.8359
3564.155
3943.1702
427.85461
