staytract_white_pooled_p75_se
0.0085402001
0.0055452846
0.018045386
0.024005901
0.013284011
0.069470413
0.022030661
0.0072613484
0.014826951
0.024970392
0.016552813
0.030649016
0.017701112
0.030921035
0.028397607
0.010142151
0.010237419
0.03463389
0.034870572
0.018624963
0.032641616
0.010509457
0.010122965
0.013219956
0.015112214
0.0080607506
0.017999418
0.009180435
0.031274341
0.018245155
0.027025102
0.055659298
0.036342025
0.021435304
0.007259964
0.014193309
0.0026718921
0.029534008
0.0078361863
0.016044872
0.0066577117
0.0087713618
0.043839812
0.043586336
0.0038421322
0.018547263
0.022241138
0.0096454062
0.003741404
0.017319351
0.0041610552
0.0058216141
0.052771755
0.025743416
0.020529499
0.025883051
0.013948841
0.0098294234
0.0041591572
0.065589696
0.0096448418
0.014531272
0.0059320568
0.011966608
0.02888961
0.039101079
0.027947696
0.10650386
0.092338361
0.0031282117
0.049497779
0.087474443
0.041383371
0.082741648
0.0061907033
0.074552365
0.060430359
0.010111924
0.010696393
0.018452141
0.01806071
0.10899913
""
0.0087413248
0.044157945
0.055072542
0.083945841
0.068456136
0.037676759
0.023345456
0.11755442
0.038351946
0.027341014
0.068806827
""
0.064662524
0.021363249
0.0068436866
0.0054156864
0.011308319
0.012582829
0.021234279
0.038371261
0.0010962144
0.0054703602
0.009452641
0.0021358987
0.0054514124
0.021092743
0.0046272315
0.0062462161
0.020036761
0.015771288
0.015735177
0.0051710196
0.01409389
0.030768365
0.067355655
0.023729021
0.03037584
0.019632604
0.028758863
0.022316208
0.03345276
0.015830977
0.018950943
0.0083315093
0.010794906
0.010174906
0.027357997
0.028341195
0.02344512
0.022205528
0.0067454372
0.029763466
0.038719423
0.0091315359
0.018936099
0.016049094
0.020027872
0.017147722
0.035019588
0.012919185
0.042183977
0.028959824
0.008846486
0.024737721
0.053943463
0.030519601
0.05486881
0.045577619
0.02938175
0.024308346
0.0081973784
0.029904166
0.039521284
0.011986144
0.013025971
0.030475263
0.045751601
0.039502952
0.033791848
0.0176875
0.03515403
0.0222468
0.037976526
0.027111784
0.027434317
0.010629798
0.050884932
0.0034005637
0.026410708
0.023103781
0.0069056251
0.057381131
0.059741288
0.0060947323
0.030417813
0.032368738
0.043080039
0.010680997
0.029481562
0.0055204378
0.010508182
0.062865131
0.02816998
0.0020434593
0.061136656
0.010205016
0.0047341394
0.01125721
0.020632202
0.0019977391
0.014438018
0.0038568664
0.0028969056
0.016012246
0.0063587604
0.010155022
0.01502278
0.0026632815
0.0071126912
0.010744807
0.010382425
0.001141774
0.0071859071
