kfr_stycz_hisp_male_mean
0.32733518
0.33436987
""
0.40424195
0.38939938
0.38144061
0.3829236
0.37552875
""
0.39275885
0.36759034
0.41919255
""
0.34041372
0.38679457
""
""
0.3870289
""
0.38542533
0.35468987
0.35937017
0.32671082
0.34939539
0.42835295
0.27097705
0.40568137
0.36258802
0.44477171
0.33632132
0.32177502
0.3767145
0.42487699
0.41022372
0.32398546
0.42418712
0.39441767
0.42829397
""
""
0.36375552
0.38694948
""
""
""
0.36426103
0.46050406
0.48491707
0.49632812
0.41903761
0.42802322
0.46653458
0.37298343
""
""
0.42270002
0.46548
""
""
0.38108471
0.39794955
0.4179469
""
0.49640885
0.3555856
0.41931993
""
""
""
0.40177405
""
0.29394096
0.30630991
0.39680648
0.37184829
""
0.34341419
0.34626982
0.46732867
0.41092598
0.3083275
0.43490243
0.34002537
0.38220426
0.41755092
0.37064704
0.38264737
0.37222829
0.39174324
0.35877612
0.33541986
0.30667502
0.34997293
0.37788504
0.33591431
0.33279446
0.39731461
0.40157348
0.42262512
0.4078576
0.3919538
0.46639526
0.42448875
0.41021377
0.40118611
0.41063976
0.39304456
0.42116833
0.3961418
0.39015281
0.39370993
0.38494861
0.4010199
""
0.42949238
0.42530477
0.42749271
""
""
""
0.38708761
0.43555176
0.39026344
0.40981656
0.42470434
0.40772218
0.40392521
0.32567778
""
0.26629668
0.44071159
0.42541793
0.39710835
0.38237581
0.41962522
0.29246375
0.42923796
0.39220726
0.38485697
0.37389085
0.3964504
0.39757985
""
0.28248972
0.36230445
""
0.35959208
0.31340441
""
0.36643845
0.46940669
0.41362882
0.3242375
""
0.4074164
0.39391366
""
0.39161801
""
0.29189402
""
""
0.51033568
0.46692276
""
0.50931579
0.32416993
0.41994572
0.26215166
0.38296187
0.43490681
0.40569183
0.39308703
0.37949589
0.28784493
0.36449328
0.40162796
0.40916893
0.38656691
0.44056463
0.36665246
0.3568272
0.38770056
0.35129854
0.40963855
0.43411672
""
0.42707139
0.41328132
""
0.33317518
0.38404101
0.4193016
""
""
0.35618457
0.42228141
0.44646963
0.42040321
0.44249892
0.41892484
0.4691366
0.4703761
0.42331222
0.38761804
0.41823739
0.42708567
0.36674297
0.38329712
0.42879245
0.44275814
0.44373932
""
0.27559897
0.49049935
0.45012379
0.38855952
0.40661064
0.33827949
0.41357088
0.41733247
0.33111864
0.36384276
0.39520651
0.40275833
0.40312526
0.44223216
0.37702543
0.44607034
0.36002851
0.3504214
0.41821045
""
0.42848483
""
0.35236901
""
0.35031921
""
""
0.38413638
0.4289543
0.42077145
0.45436782
0.48908165
0.3606897
0.41478413
0.3944326
0.36031452
0.37671602
0.39975443
0.3588281
0.38774917
""
0.36712921
0.40625158
0.3963818
0.41795599
0.40089214
0.43648493
0.39140898
0.39061439
0.38814473
0.37943676
0.46112078
0.44341171
0.48880255
0.48183864
0.40399623
0.43197486
0.41490161
0.41840798
""
0.38072592
""
0.31372386
0.39946178
0.34544176
""
0.44643739
0.40808564
""
""
0.44133198
0.43743256
0.31625423
0.36713272
0.43311134
0.34367266
0.28994173
""
""
""
0.43310153
""
0.45958483
0.40437484
0.43020082
0.37991735
0.46185333
0.48344731
""
0.4696466
0.4237124
0.41693383
0.40324983
""
0.45311567
0.37591437
""
0.47298461
0.45775414
0.3983326
0.44135937
0.45034477
0.45793477
0.34557131
0.37088051
0.40007806
0.40690738
0.48764643
0.42918986
0.48045546
0.36648506
0.41099769
0.44901168
0.40562207
0.45549935
0.39167026
0.46916249
0.49032754
0.47251138
0.43658793
0.44765487
0.44240278
0.48093781
0.44149712
0.38694674
0.34746888
0.48153782
""
0.41692483
0.47655618
0.43254769
0.38281426
""
0.32922375
0.39364222
""
0.37670237
0.41137502
0.40083313
0.34410638
""
0.41140854
0.37752163
""
0.42407203
0.32716733
0.414415
0.36600938
""
0.43081111
""
""
""
0.4800117
""
""
""
""
""
0.49744341
""
""
""
""
""
""
0.51792276
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41235498
""
""
""
""
""
""
0.37163511
0.41880146
""
0.4017832
0.42162389
""
""
""
0.50116587
0.46700403
""
""
""
""
""
""
""
""
""
""
""
""
0.35989842
0.30147991
0.41935676
0.44487244
""
0.47015408
0.41131562
0.41715702
0.4344736
0.38353777
""
0.47435862
0.44059721
""
""
""
""
0.42765704
0.45913807
0.4938575
""
0.43234169
0.46500418
0.4016532
""
0.41905472
0.45956868
""
0.42482221
""
0.42815483
0.46585205
0.41174963
0.43598384
""
""
""
0.42990962
0.41228566
""
""
0.3729108
0.37607691
0.47775975
""
""
""
""
""
""
""
0.46483853
0.48042986
0.2954365
0.45334965
""
0.41427654
0.44743633
0.44654766
""
""
0.42890224
0.44421017
0.39981341
0.45968005
""
""
""
""
""
0.40956122
""
""
0.42194453
0.42246613
0.4346348
0.4653827
0.42925221
0.47818112
0.43701884
0.44250327
0.38806564
0.4584741
0.40996355
0.37679619
""
""
0.39696041
0.42477816
0.36117688
0.42134485
0.42155224
0.33171782
0.42604908
0.39113265
0.37768903
0.4210813
0.47035843
0.43970624
0.35323894
0.49208605
0.45692044
0.42028603
0.35312286
0.35100076
0.38587624
0.39430234
0.4596307
0.36538473
0.51199198
0.38651311
0.36477837
0.39047405
0.4059166
0.51071268
0.43408152
0.39503872
""
0.38054818
0.43412936
0.5324825
""
0.43560767
0.56220675
0.48710725
0.47820097
0.45146024
0.48219714
0.41365644
0.43117589
0.41943967
0.41529986
0.44801641
0.37724185
""
0.54620987
0.54604745
0.49202934
0.46970493
0.430022
0.41882011
0.45110375
0.43541402
0.44614965
0.42480561
0.51510721
0.48615584
0.51325983
0.43884248
0.44646826
0.39750957
0.4362365
0.31204075
0.39312652
0.43777311
0.46345326
0.47796139
0.41338477
0.51177508
0.39383912
0.3853837
0.40182257
0.39938459
0.40713337
""
0.41581997
0.43695313
0.43147424
0.38529149
0.42041093
0.39115813
0.44535819
0.43640214
0.38305217
0.44887313
0.46814659
0.43953949
0.43185163
0.38347557
0.40105405
0.47191468
0.44955236
0.35289678
0.43287364
0.40495795
0.41393715
0.37929541
0.40471324
""
0.3959423
""
""
""
""
""
""
0.38275394
""
""
""
""
""
0.42345938
""
""
0.44125688
""
0.52758002
0.46564209
0.50925022
0.48097119
""
""
""
0.39841777
""
""
0.52960938
0.38542357
0.48063162
""
""
0.41304579
0.45975235
0.53685772
0.44721594
0.47684741
""
0.48621902
0.48546943
0.44893745
0.33526272
0.3902317
0.32217804
0.37105128
0.35599777
0.40543166
0.36508492
0.41545027
0.4916665
0.39722988
0.42296156
""
0.48194501
0.42897257
0.44906601
0.39400163
0.40031478
0.45304543
0.43634653
0.41018364
0.3954038
""
0.42923963
0.41190955
""
0.49162081
""
0.46323097
0.45013794
0.44953018
0.44099721
""
""
0.52181643
0.47049162
""
0.5896759
0.40258199
""
""
0.38634074
0.40369552
0.42089123
0.35669085
0.37565267
0.42593405
0.47079366
0.41120529
0.42135268
0.44900662
0.47717527
0.577492
0.57318568
0.34250623
0.4303959
0.46002954
0.50569028
0.42803687
""
0.38290989
0.45047328
0.42823729
0.44836137
0.45236972
0.44205707
0.40549806
0.48226994
0.47351784
0.415007
0.33046079
0.37283212
0.43795884
0.44480318
0.41069889
0.36974877
0.40841991
0.43781388
""
""
0.41793662
""
""
""
0.43032113
0.39729875
0.48416516
