hours_wk_black_female_p75_se
6.0153394
""
""
3.5262773
2.1783459
3.2758615
1.315567
""
""
2.4997363
3.0895832
1.2446166
""
""
4.2994509
""
""
5.5804725
""
5.9742708
1.9926094
1.4186505
2.8194935
2.9976575
1.0990541
6.5972309
2.9889038
1.9525617
0.99820054
4.3875618
2.8716452
2.9803474
1.0471513
1.4406325
3.0454574
2.3269801
5.6900382
4.1086082
8.9459743
6.7317801
1.4540082
4.0511804
7.7091599
""
5.0905652
3.9349227
0.9205547
4.5815191
1.4677567
3.6413124
2.3492513
2.2916083
2.535301
31.173019
7.4088426
1.745016
4.869401
""
""
2.8334422
5.7920704
1.6570914
8.5459833
12.324927
""
""
""
""
""
""
4.3566146
3.9870038
3.5156062
2.8663385
5.6287451
""
3.4938886
3.9880476
7.7195439
0.91339505
4.1544247
""
""
4.2170506
1.283959
""
""
2.8253002
1.9653012
6.4378347
4.7834716
""
""
2.7239156
""
""
""
5.4736376
1.4747431
3.0436542
3.7083259
0.82964069
1.6940974
3.3932252
3.193501
1.5589136
3.2400234
1.3855361
6.4149928
6.8097124
3.6507773
2.4459579
1.273926
4.6683621
1.5893239
1.6502707
1.4147985
5.8389907
8.788023
11.798156
3.1459188
5.3974147
4.187284
3.1194606
5.7018695
1.9427502
1.9806982
5.9443913
4.7519736
5.2809672
0.61012757
4.9973569
4.0600233
7.3421822
6.9236665
5.1270528
2.8107507
1.9310042
5.1210623
3.3542261
2.0038524
4.9127378
7.0249257
7.7597799
2.9754386
5.1688509
2.6772621
3.6698215
4.4130845
5.0874829
11.37079
1.2867544
2.7023108
5.4680352
2.8302369
1.789335
6.3713155
1.9192313
8.9165678
""
""
""
2.4612818
0.78962249
6.6613765
0.43998721
""
""
""
4.6897969
0.5753426
2.6628838
""
2.8258805
""
""
2.8515909
2.1615548
""
""
""
""
1.5874906
""
""
1.3465226
""
""
2.6117215
""
""
3.3984325
1.5775467
""
""
""
""
4.6523061
2.0841231
""
2.316474
6.5916834
""
6.5756145
3.8707795
3.0875781
1.3490939
""
6.2479553
4.5436316
""
4.145946
""
""
1.7666481
3.0481625
3.0643191
0.98194587
""
""
""
""
""
""
1.3074778
5.6967397
""
6.2497687
1.4691095
2.288691
5.0609498
3.6870892
""
""
""
4.3202839
""
1.8653755
""
""
""
""
7.4243631
5.154253
""
""
3.2563107
2.3005283
""
5.8747492
1.4949665
5.9020433
""
""
7.5847054
""
""
3.8529403
""
3.9208226
""
4.6891527
3.1598108
2.2328417
2.2236586
0.43643087
1.7907138
0.77759463
0.67210114
1.5690466
2.2714584
4.5541272
11.803069
""
""
""
""
""
""
""
3.071784
""
""
1.1008079
6.6570687
""
3.0470181
0.95928293
""
""
""
""
""
""
""
""
""
""
""
""
1.560522
""
""
""
""
""
""
""
7.5083032
""
""
""
""
""
""
""
""
""
""
""
""
3.9749243
""
""
""
2.2346039
3.2876041
""
""
3.7163899
""
3.4879827
3.4796512
1.2115005
4.9334869
0.57591063
2.9748034
5.3605361
""
0.9217155
""
""
4.8769212
5.2416172
""
""
""
""
""
""
5.0104046
6.6005626
3.9467745
""
""
4.6864038
""
6.7250381
""
8.0419741
9.4212379
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.9156287
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.255635
""
""
""
""
""
""
2.4617076
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7849214
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.8592277
4.9212341
2.7210877
""
""
""
""
""
5.8834729
1.2390765
""
""
""
""
5.8793015
""
6.4382119
""
""
""
""
4.1594796
5.9903636
""
""
2.2135162
8.7894678
""
""
3.7976587
""
""
""
""
""
""
""
4.6566978
7.429492
""
9.7246418
""
""
""
""
""
""
""
""
""
""
""
""
3.9621112
""
""
2.0972548
""
1.735521
""
""
""
5.5568709
""
""
""
""
""
""
""
4.6273136
5.9059844
4.0168128
0.78635859
1.8460361
5.5756054
7.3560195
""
""
""
""
""
""
""
""
""
5.4492025
""
""
5.8485646
""
""
""
""
""
3.84478
6.8784552
2.3357193
1.472605
0.95324421
5.7813759
2.9340594
3.3937633
3.3664095
4.0052276
""
""
""
""
""
1.7197696
""
7.3427591
5.1552587
10.659807
""
3.938246
""
""
""
""
""
""
""
""
""
""
""
""
6.1191587
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9722927
""
""
""
""
""
""
""
4.0918069
""
2.0351074
""
4.1789212
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2783685
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.3856826
3.6677365
2.9150462
""
1.6670754
1.9962766
""
""
""
7.2032866
""
0.91932911
2.0331204
""
""
1.8074164
""
5.3088551
0.60907733
""
""
""
""
""
""
""
2.3428652
""
""
""
""
""
""
""
""
""
""
""
""
""
1.3717188
