grad_white_pooled_n
2823.0
1178.0
294.0
3396.0
1991.0
335.0
3871.0
374.0
309.0
1443.0
1802.0
5434.0
322.0
675.0
1702.0
169.0
145.0
1624.0
223.0
256.0
1960.0
1978.0
1322.0
615.0
4700.0
165.0
698.0
1979.0
4610.0
380.0
450.0
1047.0
3865.0
2379.0
334.0
1862.0
363.0
556.0
92.0
90.0
1561.0
312.0
177.0
98.0
215.0
237.0
4469.0
1228.0
2649.0
723.0
1641.0
2101.0
928.0
67.0
117.0
1845.0
305.0
145.0
106.0
577.0
371.0
2853.0
217.0
527.0
688.0
622.0
243.0
386.0
497.0
596.0
180.0
339.0
289.0
902.0
455.0
264.0
818.0
651.0
260.0
3741.0
456.0
918.0
567.0
971.0
5728.0
755.0
844.0
1208.0
2310.0
1687.0
1139.0
488.0
542.0
2246.0
503.0
143.0
949.0
1810.0
8644.0
2301.0
3081.0
5966.0
4685.0
2575.0
2545.0
5596.0
2206.0
4629.0
515.0
1438.0
1063.0
774.0
2502.0
162.0
2266.0
3760.0
1806.0
165.0
106.0
159.0
814.0
411.0
279.0
409.0
332.0
1419.0
1396.0
390.0
224.0
278.0
11000.0
538.0
802.0
351.0
1189.0
594.0
2081.0
979.0
168.0
387.0
1371.0
944.0
132.0
264.0
584.0
178.0
1587.0
495.0
273.0
310.0
728.0
3927.0
812.0
120.0
2868.0
2111.0
262.0
1424.0
452.0
841.0
132.0
363.0
1355.0
9452.0
146.0
14957.0
1157.0
1205.0
393.0
2748.0
25980.0
3197.0
1400.0
4726.0
1430.0
631.0
3629.0
9117.0
1284.0
912.0
939.0
1090.0
7553.0
871.0
861.0
10648.0
302.0
1165.0
2724.0
211.0
535.0
1228.0
6307.0
339.0
502.0
1227.0
2135.0
2405.0
5293.0
916.0
4325.0
2910.0
1117.0
1501.0
2760.0
3935.0
7506.0
1052.0
1719.0
2348.0
1696.0
2693.0
498.0
424.0
3412.0
4840.0
2894.0
13008.0
1337.0
1501.0
811.0
1356.0
1370.0
827.0
8454.0
2382.0
2676.0
3907.0
15730.0
5274.0
5621.0
1923.0
350.0
1493.0
230.0
687.0
344.0
1702.0
149.0
806.0
1776.0
899.0
889.0
2528.0
971.0
655.0
1109.0
6965.0
1296.0
2067.0
12388.0
2862.0
2024.0
384.0
1899.0
1104.0
783.0
5475.0
1725.0
5606.0
2264.0
3460.0
7386.0
7157.0
3918.0
22864.0
5342.0
17571.0
23250.0
2797.0
1954.0
786.0
132.0
1978.0
292.0
608.0
4060.0
2077.0
800.0
1712.0
6455.0
34.0
""
17910.0
6472.0
774.0
3008.0
13299.0
976.0
646.0
434.0
287.0
642.0
1320.0
860.0
1125.0
556.0
1918.0
1307.0
3102.0
19077.0
707.0
1749.0
2648.0
920.0
845.0
861.0
1083.0
2161.0
354.0
1429.0
1960.0
1315.0
2035.0
5239.0
2673.0
852.0
4865.0
3622.0
2500.0
1880.0
4859.0
1821.0
798.0
1026.0
1613.0
2735.0
1286.0
1167.0
2815.0
707.0
4357.0
3938.0
9989.0
1068.0
27523.0
4365.0
670.0
951.0
12295.0
295.0
795.0
2049.0
2766.0
1291.0
308.0
637.0
480.0
333.0
405.0
1073.0
724.0
861.0
174.0
1507.0
1836.0
271.0
1173.0
463.0
606.0
1144.0
292.0
2900.0
23.0
135.0
565.0
532.0
278.0
149.0
119.0
353.0
264.0
1057.0
27.0
74.0
39.0
168.0
86.0
49.0
684.0
138.0
25.0
""
34.0
98.0
""
43.0
43.0
81.0
139.0
284.0
173.0
249.0
390.0
172.0
1710.0
490.0
297.0
187.0
24.0
82.0
512.0
1369.0
352.0
506.0
1229.0
1818.0
186.0
407.0
37.0
2021.0
1432.0
169.0
132.0
71.0
126.0
578.0
309.0
240.0
154.0
95.0
68.0
196.0
25.0
1395.0
873.0
756.0
1019.0
734.0
772.0
683.0
1124.0
4064.0
450.0
436.0
627.0
1290.0
""
26.0
""
""
550.0
698.0
125.0
82.0
621.0
695.0
434.0
307.0
736.0
1706.0
253.0
2366.0
467.0
579.0
6035.0
336.0
155.0
""
81.0
131.0
405.0
3571.0
36.0
37.0
787.0
101.0
96.0
88.0
44.0
123.0
209.0
88.0
49.0
185.0
508.0
472.0
80.0
396.0
""
196.0
2573.0
10921.0
222.0
""
294.0
427.0
695.0
346.0
101.0
74.0
222.0
135.0
140.0
492.0
298.0
258.0
1057.0
2045.0
3270.0
701.0
491.0
524.0
407.0
1173.0
751.0
9782.0
1409.0
759.0
394.0
235.0
1861.0
528.0
2899.0
909.0
1960.0
474.0
779.0
1840.0
650.0
1942.0
522.0
5768.0
334.0
240.0
770.0
1230.0
311.0
28.0
112.0
""
427.0
""
377.0
1271.0
388.0
134.0
1259.0
406.0
56.0
28.0
""
187.0
319.0
120.0
81.0
199.0
133.0
130.0
158.0
610.0
159.0
55.0
3861.0
205.0
4254.0
97.0
270.0
""
1110.0
111.0
32.0
""
""
""
56.0
524.0
1251.0
616.0
1276.0
11752.0
1786.0
629.0
391.0
447.0
87.0
28.0
86.0
80.0
""
241.0
118.0
152.0
984.0
51.0
87.0
886.0
146.0
23.0
118.0
324.0
290.0
1175.0
458.0
1307.0
7690.0
11156.0
963.0
1809.0
1283.0
1031.0
995.0
318.0
64.0
764.0
394.0
540.0
6254.0
512.0
1014.0
954.0
558.0
""
1762.0
20.0
""
""
""
""
54.0
203.0
63.0
92.0
""
""
""
504.0
138.0
108.0
719.0
82.0
274.0
139.0
258.0
278.0
125.0
""
30.0
1120.0
""
72.0
563.0
460.0
391.0
38.0
123.0
689.0
808.0
376.0
109.0
636.0
""
1257.0
62.0
152.0
73.0
404.0
39.0
34.0
177.0
2177.0
40.0
11826.0
140.0
3185.0
1131.0
57.0
712.0
1211.0
142.0
307.0
193.0
