kfr_black_pooled_mean_se
0.038746469
0.014492778
0.026431354
0.058023043
0.028074747
0.02045127
0.027028603
0.019081101
0.018031696
0.021937743
0.022742102
0.012582868
0.021570135
""
0.015120965
0.036636882
0.02555657
0.011646921
0.041208763
0.029067749
0.035693072
0.018427899
0.019916454
0.026821056
""
0.038980987
""
0.023911333
0.027872646
""
0.030392725
0.015290707
""
0.015570524
""
""
""
""
""
0.039130777
0.013831718
""
0.018584965
0.01341438
0.017659795
0.01820855
0.020481581
0.021855552
0.014962769
0.016164154
0.016196717
0.01158783
0.039686251
0.044805784
0.024030147
0.013830679
""
""
""
""
""
""
""
""
""
0.016218662
0.0086963745
0.015063454
0.015133452
0.029970381
0.013059525
0.01955126
0.010735593
0.012400319
0.032948613
0.016508641
0.021204948
0.01162425
0.007888414
0.010049156
0.0088325217
0.012160716
0.013869771
0.017976562
0.020426027
0.019267287
0.021127451
0.012438639
0.023992103
""
0.017210323
0.026986629
0.028537808
0.014170266
0.017926242
0.041222855
""
0.033386264
0.01996601
0.030962912
0.028784145
""
0.02478826
""
0.035041701
""
0.017642871
0.012748991
0.0088132136
0.0159484
0.012693501
0.015048449
0.010865611
0.026029643
0.015191101
""
""
""
0.035756521
0.039640427
0.04276431
0.017959593
0.034236476
""
""
0.0354992
0.022833519
0.027802357
0.038599528
0.03323913
0.014162675
0.016650051
0.037980158
0.023025846
0.03589214
0.033809371
0.014341335
0.031877834
0.011118472
0.018636499
0.012952436
0.024083128
0.018491458
0.026456684
0.033187378
""
0.041240815
""
0.02668523
0.047869965
""
""
""
0.036041569
0.027253585
0.020538557
""
""
""
0.016850209
0.015054268
0.027551357
0.033705097
0.0169397
0.013100049
0.025326412
0.024489991
0.015696371
""
0.037232656
0.017564278
0.023305044
0.021080958
0.027707584
0.023127543
0.046437882
0.038417868
0.036631312
0.022489807
0.020544611
0.025115108
0.01804973
0.022369353
0.014285131
0.015907524
0.063837767
0.027042972
""
0.036257252
0.017858842
0.021114271
0.01796625
0.021893561
""
""
""
""
0.014988829
""
""
0.027129721
0.022965964
0.026262995
0.029080622
0.020199871
0.055858858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025668867
""
""
0.014965187
0.036495239
