has_mom_hisp_pooled_p75
0.99514955
0.96359724
""
0.97281301
0.91175711
""
0.96071917
0.9260776
1.1460379
1.0572282
0.91978031
""
""
""
""
0.99619824
0.97349304
""
""
0.94286662
""
1.1049873
0.95236433
1.0511436
1.206068
1.0159053
1.0022752
0.84709728
""
1.1437068
0.96798772
""
""
0.68971038
0.90964228
1.0054417
0.94184685
""
0.99205559
0.95575511
0.95489889
0.97817272
""
0.95671839
0.94949788
""
0.92507774
1.0269818
0.90086967
""
0.93921316
0.98058891
""
""
0.94611371
""
0.8791123
0.92773378
0.92809057
""
0.99300468
1.0802481
0.97394246
0.97999382
""
""
1.0260229
""
""
0.9485938
""
""
""
""
0.95225161
""
""
0.89702648
0.88447464
0.9838506
0.931427
""
""
0.85904682
""
""
""
""
""
1.0028244
""
0.99082392
0.98076022
""
""
""
0.9561435
0.9541297
0.96210074
0.97146952
0.9745279
0.98199904
0.89041877
0.94342887
0.9308461
0.97044843
0.9535864
0.95851225
0.96487379
0.97328478
0.95414495
0.97742945
0.89424419
1.0573001
0.9765234
0.97845089
1.0584971
""
0.98558021
0.98069841
1.0162439
""
1.0153775
""
0.99868977
0.67248905
1.0139372
0.83314478
0.98854423
0.77124906
""
1.0406904
0.89369988
0.94019723
1.0559573
""
1.0186512
0.7231313
0.81175178
1.415063
1.1412328
1.0834031
0.83031464
""
0.4863179
0.85498857
1.2908043
""
""
""
1.6906443
1.1029902
0.97146749
1.0148406
1.0408195
""
0.91809654
0.9493652
""
""
-0.23259637
""
0.99033719
""
1.0528197
""
1.0792783
0.84500206
0.99339241
""
0.98070651
1.1611
0.9195109
0.96657771
1.706403
""
1.0201916
1.5217172
0.95263219
""
0.98208207
1.0245302
1.0288334
1.0339
""
1.0339206
0.93315774
""
0.96557492
0.96568942
0.951033
0.99151713
0.93858778
0.92919201
0.95596385
0.98021472
1.0683358
0.94122964
0.95539385
0.97989082
0.98146129
0.99027139
0.93997711
0.93604916
0.94401938
0.99963975
0.93035364
0.97305751
1.0013766
0.97559625
0.98480904
0.84796363
0.98448211
0.97885823
0.96479923
0.94916195
0.96318644
1.0087245
0.95187402
