staycz_asian_female_p25_se
""
0.12209227
""
""
""
""
""
0.088548422
""
""
""
""
""
""
""
0.11050862
""
""
""
""
""
""
0.10579717
""
""
""
""
0.15543066
""
""
""
""
""
""
0.10234757
""
0.051001877
""
""
""
0.085515574
0.25720936
""
""
0.055583682
""
""
""
0.042277984
""
0.077361159
0.17529204
""
""
""
""
""
""
0.093476914
""
0.18440531
""
0.088031352
""
""
""
""
""
""
0.03019581
""
""
""
""
0.090623014
""
""
0.12484871
""
0.15462707
0.076007858
""
""
0.18043551
""
""
""
""
""
""
""
""
""
""
""
""
""
0.084885128
0.12330911
0.179951
""
""
""
0.014451617
0.11285166
""
0.03288354
0.084691621
""
0.11617206
0.087767012
""
""
""
0.089371458
""
""
""
""
""
""
""
""
""
""
""
""
0.11049992
""
""
""
""
""
0.16935955
""
""
0.11355216
""
""
""
""
""
""
""
""
0.16548982
""
""
""
""
""
""
""
0.14003868
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13904019
""
0.057861056
""
""
0.11310606
""
""
0.047032367
""
""
""
""
""
0.061030995
0.15545189
""
""
0.0072357305
""
""
0.049029987
""
""
0.01154549
0.13902786
0.069398448
0.013579521
0.10038458
0.073171295
0.072927564
""
0.022695655
0.051108483
0.17007338
""
0.0031225069
0.075523898
0.041028704
""
0.10773621
0.026061274
""
""
0.02634527
0.055182405
0.16827524
0.0051313816
0.045303546
""
0.013139469
0.0086721424
0.10958143
0.010136793
0.0076014656
0.0069027594
0.013855542
0.052853141
0.010483901
0.032709908
0.0067331307
0.046295192
0.05826446
""
0.12782483
0.014626761
0.033894427
0.024509836
0.033725511
0.11209503
""
0.02894613
0.16147023
0.019093812
0.035537828
0.048978694
0.027429564
""
0.023952924
""
""
""
0.047459114
0.080604911
""
""
""
""
""
""
""
""
0.024016794
""
0.060597733
""
""
0.036086973
0.16511774
""
""
""
""
""
""
""
0.031082151
""
""
""
""
0.069087431
""
""
""
0.099439837
""
""
""
""
""
""
""
""
""
""
""
0.097965904
""
""
""
""
""
""
""
""
""
""
0.096677348
""
0.026784388
0.028889699
0.084819287
0.074356169
0.031913459
0.045033891
0.081674084
0.14407825
0.083597079
0.037704151
0.083994038
0.026239105
0.055322718
""
0.05678444
""
0.0398142
0.018872699
""
0.10054985
0.11242563
0.060689755
0.08013998
""
""
""
0.02355992
0.039458122
0.12427873
""
""
""
""
""
""
""
""
0.07523191
0.10185958
0.023192924
""
0.11272357
""
""
""
0.066588543
0.057791721
0.057179585
""
""
""
0.068993323
0.068286128
0.090433389
0.021278132
0.09358307
0.15051985
0.051546097
""
0.020079747
0.051278338
0.029498775
0.048413645
0.02469229
0.048099168
0.12909007
0.11227725
0.067919917
0.088467434
0.062989056
0.036106095
""
""
""
""
0.050159156
""
""
""
""
""
""
""
0.16520949
""
0.10032505
0.13108797
""
""
0.09375117
""
""
""
""
""
""
""
""
0.16128278
""
0.12141645
0.18450017
""
0.059656214
0.14681014
""
0.090554751
0.099056385
""
0.026915297
""
0.027067892
""
""
0.051580202
""
0.10756446
""
""
""
""
""
0.019570561
""
""
0.12573919
0.093205214
""
""
""
""
""
""
""
0.081301361
0.13440439
0.0976215
""
0.025620945
""
""
0.16096652
0.15218776
""
""
0.015761016
0.097036548
0.076991223
""
""
""
""
""
0.069662787
0.083299249
""
0.1508424
""
""
""
""
""
""
""
""
0.18053955
""
0.098070294
""
""
0.096616723
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061645161
""
""
""
0.17189568
""
""
""
""
""
""
""
""
""
""
0.070867077
0.10122266
""
""
""
0.15357764
""
""
""
""
""
""
""
""
""
0.14796223
0.13168494
""
""
""
""
""
""
""
""
""
0.14208275
""
""
""
""
""
""
""
0.11677011
""
""
""
""
0.033055592
0.0075795846
0.041991714
0.024044313
0.048915006
""
0.14857094
""
""
""
""
""
""
0.12189809
""
""
""
0.1123353
""
""
""
""
""
0.1591015
""
""
""
""
""
""
""
0.13754508
0.15601379
""
""
""
""
""
""
""
""
""
""
""
""
0.12469577
""
""
0.18275967
""
""
""
""
""
""
""
""
0.058456227
""
""
""
""
0.19835615
0.0073085902
""
""
0.10255948
""
""
0.013123086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12183984
""
""
""
""
""
0.033114359
0.19316952
0.13846686
""
0.024324574
0.1679949
""
""
""
""
""
0.058838096
0.15185165
0.15286541
""
0.09957213
0.16452308
""
""
""
""
""
""
""
""
""
""
0.072475702
""
""
""
""
""
""
""
""
0.094954096
0.064265817
""
0.08599636
""
""
""
""
0.15781689
0.12343774
""
0.13463996
""
""
""
""
""
0.12691112
0.029945202
0.15993769
0.053011026
""
""
0.054814674
0.125891
""
""
""
""
""
""
0.14830507
""
""
""
""
""
""
""
0.19961643
""
0.084538966
""
0.14188649
""
""
""
""
0.15252501
""
0.062981382
""
""
0.10954326
""
0.15562902
""
""
""
""
""
""
0.12428321
""
0.10682745
""
0.052716915
0.1565931
""
0.13460428
0.036985449
""
""
""
0.11510234
""
""
""
""
""
""
""
""
""
""
0.094346516
""
""
""
""
""
""
0.066315874
""
""
""
""
""
""
""
0.07564383
""
""
0.074105859
""
0.10169683
""
""
""
""
0.15810758
""
""
""
""
""
""
""
""
""
0.12272889
""
""
""
0.097039752
""
""
""
""
""
0.11894139
""
""
""
""
""
0.17908931
""
0.14598425
""
""
""
0.15799366
""
0.22669822
""
""
""
""
""
""
""
""
""
""
""
""
0.1752982
""
""
""
""
""
""
""
0.071241789
""
""
""
""
0.075120971
""
""
""
""
""
0.13510393
0.17593357
""
""
""
""
""
0.13390277
""
""
""
""
""
""
0.033707246
0.13266811
""
""
""
0.07232099
""
""
0.08269652
""
""
""
""
""
""
""
""
""
""
""
0.060075626
""
""
""
""
""
""
""
""
""
0.18912335
""
""
""
""
""
""
""
""
""
0.097726218
""
""
""
""
0.089519337
""
""
""
""
0.090034701
0.1072418
""
0.098874182
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036596656
""
""
""
""
""
0.085440829
""
""
""
0.13769665
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.091085762
""
""
""
0.10630931
""
0.033300236
0.085957468
0.093815669
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053179283
""
""
""
""
""
""
""
0.17021441
""
""
""
""
""
""
""
""
""
""
0.15522483
""
""
""
""
0.16096075
""
""
""
""
""
0.14689036
""
""
""
0.060501952
""
""
0.16626287
""
""
""
""
""
""
""
""
""
0.065673567
""
""
""
""
""
""
""
""
0.041253012
""
""
0.1117992
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1348675
""
""
0.17468926
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1086903
""
""
""
""
""
""
""
""
0.14636104
""
""
""
""
0.089088649
0.075489849
0.097216815
""
""
""
""
""
""
0.036023594
""
""
""
""
""
0.070434272
""
""
0.025755042
""
0.073686175
0.11417358
""
""
""
""
""
""
0.027929248
0.098134793
0.14823437
""
0.089285418
""
""
""
0.092670411
0.15403743
""
""
""
0.15585661
0.141219
0.088519402
0.086959146
0.13627973
""
0.076096036
""
0.072236016
0.099217772
""
""
""
""
""
""
0.14313558
""
0.064821042
""
""
0.1323891
""
""
""
0.15136725
""
0.15173985
""
""
""
0.083431728
0.15811893
0.033736046
0.023623588
0.14337483
""
0.094313413
0.12470371
0.068304166
""
0.063419685
""
0.057207655
0.026023654
""
0.011959458
0.018410571
0.19221216
0.087463833
""
0.14879809
0.085956
0.076049849
0.14226024
0.034623276
0.08838775
0.1032863
0.044401575
""
0.026207596
0.13091323
0.050692812
0.077260658
0.013267966
""
0.018556109
0.047803458
0.014631068
0.027634362
""
""
0.11870351
""
""
""
""
""
0.11653592
""
0.0712291
""
0.10212559
0.17201477
""
""
""
""
0.13512897
""
""
""
0.096873313
""
0.063848995
""
""
""
""
""
""
""
0.041732993
""
""
""
0.12000448
0.13157423
0.0682486
""
0.036204383
""
""
0.13858616
""
0.16997194
0.1150915
""
""
0.026273822
""
0.17417496
""
""
""
0.090852834
""
0.11626417
""
""
0.1225865
""
0.02187996
""
""
""
""
""
""
0.05060314
""
""
0.10571294
0.10864539
0.1862956
""
""
0.16353843
""
""
0.037253827
0.020992678
""
""
0.035646416
""
0.17230903
0.13674222
""
0.13565443
""
""
0.12268775
""
""
0.16212296
0.18744229
""
""
""
0.17050429
0.031360954
""
""
""
""
""
0.1552375
""
0.014776997
""
""
0.17720315
""
""
""
""
""
""
""
""
""
""
""
0.12788057
""
""
""
""
""
""
""
0.11395383
""
0.24425043
0.111116
""
0.045171548
""
""
""
""
""
""
0.014822271
""
""
""
0.10827403
""
""
0.087785453
0.057201311
0.14365748
""
0.081156835
0.16245505
""
""
""
""
""
""
""
0.044127055
""
""
0.13191549
0.10909562
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10600866
0.1415873
""
""
""
""
0.1630668
0.041560996
0.076497585
""
""
""
""
0.061248373
""
""
""
""
""
""
""
0.13426277
""
""
""
0.18360019
""
0.14018884
0.13578834
""
""
""
""
""
""
""
0.18500097
""
""
""
""
""
""
""
0.10006887
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16978955
0.12416756
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066797495
0.14725763
""
""
""
""
0.17417051
""
""
0.11612204
""
""
""
""
0.064166807
""
0.15784675
""
""
""
""
""
""
""
""
""
0.1694794
""
""
0.063072644
""
""
""
""
""
""
""
""
0.033670396
0.13387848
0.10762409
0.13635132
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12359858
""
""
""
""
""
""
""
0.11955795
""
0.10160849
""
0.10178152
""
""
""
""
""
""
0.072526149
""
""
""
0.025906956
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039279584
""
""
""
""
""
""
0.10655762
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12140609
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1188652
0.14186791
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13820459
""
""
""
""
""
0.046284605
""
""
""
""
""
""
""
""
""
""
""
0.11366636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045813125
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077879846
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1407038
0.011735856
""
0.13840668
""
""
""
""
""
0.16445968
""
""
""
""
0.028942553
""
0.11808708
0.13017257
""
0.12820166
""
0.1397844
0.05235447
0.09414921
0.067240141
0.084386177
""
0.032745581
0.012908585
0.032304071
0.024482643
0.13030423
0.076325834
0.020151431
0.047943853
0.014863851
0.097486913
0.028426614
0.013884844
0.028724555
0.024225896
0.041163754
0.02568063
0.12601344
0.026982417
0.089813076
0.023101473
0.094597988
0.036116727
""
0.18656008
""
""
0.08914385
""
0.11282802
""
""
""
""
""
""
""
""
""
""
""
0.10090645
""
""
""
0.12887236
0.1734093
""
0.11876271
""
""
""
""
""
""
0.048016332
""
0.016049191
0.056100115
0.12929046
0.17149
0.13178322
0.19955073
""
0.15961276
0.14580394
""
0.17207207
0.052378852
0.035574287
""
""
0.16667028
0.22461542
""
""
0.20003314
0.10878524
0.0064847106
""
0.15355204
0.15731674
0.028817663
0.17691435
0.014037159
0.0070261615
0.082107127
0.066376425
0.039515905
0.12063992
0.050671782
""
0.12714031
0.25713146
0.11601846
0.0049699657
0.11437386
0.02270418
0.029047988
0.16966391
0.083871529
0.06592752
""
""
""
0.12188844
0.019582318
0.11886185
0.13190758
0.081237182
0.080573574
0.13193467
0.15334487
0.11778076
0.020816326
""
""
0.09332104
""
""
""
""
""
""
""
""
""
0.079547323
0.066800699
