kid_asian_female_n
19.0
84.0
8.0
4.0
9.0
4.0
2.0
50.0
7.0
2.0
9.0
0.0
6.0
1.0
1.0
34.0
16.0
3.0
0.0
8.0
1.0
20.0
44.0
14.0
15.0
25.0
10.0
34.0
6.0
4.0
6.0
2.0
2.0
1.0
68.0
16.0
687.0
0.0
36.0
3.0
208.0
33.0
5.0
6.0
612.0
9.0
4.0
24.0
800.0
11.0
254.0
82.0
0.0
2.0
3.0
8.0
16.0
13.0
207.0
2.0
18.0
14.0
138.0
22.0
2.0
0.0
5.0
2.0
58.0
2037.0
12.0
0.0
2.0
4.0
190.0
0.0
0.0
195.0
71.0
85.0
333.0
""
0.0
57.0
9.0
61.0
8.0
9.0
4.0
48.0
0.0
4.0
45.0
0.0
""
4.0
11.0
156.0
81.0
24.0
16.0
3.0
3.0
7513.0
124.0
36.0
1574.0
82.0
32.0
93.0
166.0
5.0
4.0
17.0
219.0
14.0
0.0
0.0
9.0
4.0
15.0
0.0
6.0
0.0
10.0
8.0
44.0
113.0
26.0
5.0
3.0
5.0
6.0
42.0
7.0
1.0
60.0
2.0
7.0
4.0
12.0
10.0
37.0
2.0
4.0
72.0
7.0
2.0
2.0
2.0
0.0
3.0
3.0
35.0
0.0
2.0
16.0
20.0
2.0
9.0
0.0
3.0
7.0
1.0
11.0
3.0
8.0
4.0
37.0
4.0
514.0
1.0
23.0
70.0
19.0
1.0
591.0
0.0
4.0
1.0
14.0
9.0
232.0
33.0
1.0
17.0
33339.0
0.0
32.0
1328.0
40.0
23.0
12000.0
140.0
368.0
12314.0
207.0
320.0
302.0
16.0
2807.0
538.0
45.0
18.0
116569.0
173.0
1036.0
11.0
130.0
3124.0
8.0
15.0
2342.0
346.0
67.0
43967.0
895.0
12.0
6692.0
19269.0
143.0
9618.0
27174.0
19935.0
10636.0
484.0
14528.0
1495.0
49641.0
638.0
544.0
1.0
103.0
6054.0
1606.0
3063.0
1203.0
71.0
13.0
2026.0
38.0
4498.0
1205.0
1052.0
1571.0
13.0
2481.0
6.0
0.0
0.0
937.0
289.0
11.0
1.0
2.0
1.0
4.0
0.0
2.0
10.0
1589.0
1.0
695.0
29.0
14.0
1332.0
19.0
24.0
6.0
10.0
7.0
0.0
2.0
0.0
1673.0
0.0
6.0
5.0
16.0
457.0
9.0
3.0
6.0
95.0
0.0
12.0
6.0
22.0
4.0
13.0
2.0
12.0
2.0
14.0
5.0
95.0
3.0
2.0
11.0
2.0
0.0
8.0
0.0
27.0
15.0
0.0
143.0
2.0
3870.0
2823.0
289.0
272.0
2282.0
669.0
324.0
117.0
225.0
1498.0
161.0
894.0
576.0
10.0
312.0
14.0
678.0
4411.0
12.0
133.0
97.0
316.0
200.0
35.0
17.0
1.0
2451.0
722.0
61.0
0.0
13.0
4.0
2.0
7.0
1.0
12.0
18.0
103.0
121.0
2467.0
11.0
108.0
16.0
3.0
1.0
202.0
363.0
460.0
17.0
1.0
9.0
289.0
219.0
76.0
3241.0
55.0
29.0
341.0
32.0
3437.0
475.0
2046.0
383.0
2386.0
582.0
39.0
142.0
259.0
153.0
285.0
1130.0
14.0
20.0
7.0
3.0
462.0
2.0
15.0
7.0
11.0
1.0
3.0
0.0
57.0
16.0
194.0
44.0
5.0
8.0
183.0
18.0
1.0
6.0
19.0
34.0
4.0
10.0
0.0
38.0
3.0
75.0
55.0
7.0
499.0
10.0
3.0
135.0
250.0
3.0
1388.0
1.0
2300.0
30.0
15.0
400.0
8.0
77.0
4.0
16.0
7.0
5.0
7.0
2718.0
5.0
5.0
49.0
146.0
1.0
0.0
27.0
5.0
8.0
2.0
8.0
342.0
119.0
100.0
4.0
2911.0
3.0
0.0
46.0
31.0
17.0
5.0
5767.0
77.0
262.0
0.0
4.0
10.0
19.0
0.0
290.0
195.0
8.0
79.0
2.0
1.0
4.0
3.0
2.0
17.0
8.0
2.0
42.0
22.0
97.0
2.0
8.0
127.0
10.0
6.0
6.0
11.0
5.0
0.0
4.0
0.0
9.0
12.0
1.0
5.0
15.0
278.0
53.0
63.0
3.0
46.0
2.0
7.0
4.0
10.0
16.0
4.0
18.0
0.0
7.0
0.0
212.0
194.0
0.0
5.0
0.0
50.0
18.0
2.0
16.0
3.0
0.0
7.0
2.0
2.0
4.0
18.0
48.0
7.0
7.0
2.0
46.0
4.0
0.0
6.0
19.0
30.0
80.0
12.0
0.0
9.0
14.0
0.0
0.0
16.0
102.0
2.0
2.0
2.0
6.0
2932.0
33083.0
1815.0
3834.0
654.0
1.0
69.0
0.0
1.0
27.0
20.0
3.0
9.0
67.0
14.0
1.0
0.0
116.0
1.0
10.0
0.0
6.0
0.0
47.0
3.0
5.0
8.0
5.0
8.0
7.0
7.0
64.0
54.0
3.0
1.0
1.0
11.0
8.0
16.0
0.0
1.0
16.0
6.0
2.0
1.0
77.0
3.0
6.0
35.0
2.0
4.0
19.0
0.0
21.0
2.0
14.0
10.0
735.0
22.0
3.0
13.0
10.0
42.0
27432.0
6.0
4.0
139.0
7.0
13.0
9421.0
6.0
