kfr_natam_female_p10
0.24579488
0.22462958
""
0.24664213
0.28368858
""
0.25063396
""
""
0.20486723
0.27651969
0.31594184
""
0.31137532
0.21049239
""
0.33676517
0.26694676
""
0.22143725
0.2208713
0.26430538
0.31393686
0.16389485
0.27684587
0.17407043
0.32556614
0.24639548
0.29975992
""
""
0.33163869
0.33843926
0.37121364
0.29865202
0.32781056
0.39936697
""
""
""
0.26692948
""
""
""
""
""
0.34581774
0.37763155
0.31298217
0.2596513
0.32268247
0.44438481
0.31236792
""
""
0.36187774
""
0.47248539
""
""
""
0.21816166
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25363883
""
""
""
0.13503017
0.27387553
""
""
0.31050071
0.36376414
0.45816201
0.34623379
""
""
0.25680214
""
""
0.27531418
0.17333136
0.28417096
0.35728973
0.34470454
0.39683318
0.49759164
0.29721257
0.38079402
0.33219746
0.30665857
0.35355335
0.3677001
0.32742748
0.25672543
0.30235881
0.33579838
""
0.29875451
0.29541743
0.30121613
""
""
""
0.39140391
""
""
0.22867797
""
0.2204015
0.36080763
""
""
""
0.29390818
""
""
""
0.23997733
""
0.17549559
0.28831562
""
""
0.28427339
0.38734508
""
""
""
""
0.38902482
0.25412887
""
""
0.37316012
0.26574874
0.24464227
""
0.33291724
0.33392432
0.42385793
0.3353892
""
""
""
""
0.72759414
0.27810043
""
0.38716951
0.32415107
0.21885951
0.31386265
0.3517319
0.33123928
0.29290015
0.38617155
0.28870627
0.2285841
0.41895822
0.31712201
0.28430256
0.32385245
0.36740348
0.31039223
0.43718246
0.26383463
""
""
0.24361524
""
""
0.23927607
""
""
0.48899913
0.23877965
""
""
""
0.267809
""
0.28700557
""
0.30782312
0.26873639
0.24715728
0.4319472
0.3249034
0.36621475
0.30695131
""
0.24324457
0.43572441
""
0.25518203
""
""
0.24444795
0.31577545
0.12994425
0.27788273
""
0.077405244
""
""
0.33958599
""
0.29582635
0.14890118
""
""
0.288335
0.27833843
0.24121103
0.27522153
""
""
""
""
""
0.4002519
""
""
""
""
0.2297129
0.49906883
""
""
""
0.29276457
""
""
0.31474051
0.44556981
0.344006
""
0.28822225
0.18949611
""
0.33946061
""
0.15829355
""
0.33165127
0.31125402
0.29260501
0.22751257
0.34055477
0.27201974
0.35367581
0.3287009
0.3554233
0.3425917
""
""
0.35327241
0.20523222
0.27569363
0.29030555
0.3477205
""
0.44800705
0.29381272
""
""
0.33857077
0.26532793
""
0.28269699
0.34624624
""
0.26738799
0.26636446
""
0.31616539
0.27760866
0.18517283
""
""
0.43488306
""
0.24235153
0.21485512
0.27900773
0.27802667
0.28987017
""
""
""
0.34263521
""
""
""
0.3187364
""
0.3283563
0.38144511
0.30799928
0.26237595
0.25986284
0.21823922
0.25045994
""
0.28662568
""
""
""
""
0.38666782
""
""
0.29739153
""
0.15346046
0.23925743
0.29257882
""
0.34878868
0.40803775
0.3171908
""
0.35553807
""
""
""
0.4061546
0.30070829
""
0.42518792
0.44516477
""
""
""
""
0.20772418
""
""
0.28617686
""
""
""
""
0.25921205
""
0.25098687
""
""
""
""
""
""
""
""
""
0.21264441
""
""
""
0.23417179
""
0.32018363
0.35083804
""
""
""
""
""
""
0.2978633
""
0.25795466
""
0.38716736
0.24644297
0.28962806
0.22520968
""
0.22501455
0.2461319
""
0.26329029
0.17246601
0.24045305
0.2208581
0.26270407
""
""
0.26852411
0.2354667
""
0.2749961
""
0.32280558
""
""
""
""
0.23194776
0.20986107
0.22533822
""
0.23679762
0.19033609
""
0.27695227
""
0.1711431
""
""
""
""
""
""
""
0.25474644
""
""
""
0.22377352
0.17273431
0.30740774
""
0.21903753
0.26211151
0.22718926
""
0.26776892
0.22558439
""
""
""
""
0.24327867
0.26418445
0.25459546
""
""
0.29678816
""
""
""
""
""
""
0.38046694
""
""
0.29798731
""
""
""
""
""
""
""
""
""
""
""
""
0.15135096
""
""
0.31129685
0.27830455
""
""
""
""
0.20643649
""
""
""
""
""
""
""
0.29535177
""
0.27257678
0.29366082
0.3122462
""
0.31899655
""
""
0.3354955
""
0.30382523
0.40061992
""
""
""
0.33610311
""
0.25545466
0.36725765
0.32787293
0.3558327
0.33930516
0.36958727
0.34153697
0.34220874
0.38957131
0.3554593
0.35071591
0.59995663
0.32348704
0.34250543
0.26598185
""
""
""
0.24536467
""
""
0.33098623
0.202979
""
0.3537136
0.28285798
""
""
""
""
0.15910874
""
""
""
""
""
""
""
""
""
0.40636957
""
0.39633557
""
""
""
0.41965309
""
""
""
""
""
""
0.47140843
0.37996539
""
0.51644337
0.39365789
0.36145467
0.38546669
""
0.2468985
""
""
""
""
""
""
""
""
0.39304599
""
""
0.36773542
""
""
""
""
""
0.444507
0.65400815
0.30102494
0.40924656
0.33631447
0.3314355
0.37822759
0.4526768
0.46793187
0.3064633
0.24904223
""
0.34623107
0.26473892
0.30846494
0.32096335
0.3517127
0.33746839
0.24125569
0.36801791
0.39079341
0.28826109
0.18306878
""
0.23664653
0.21840246
0.26220393
0.32227182
0.22377874
0.25082031
0.25885352
0.21774882
0.26606166
""
0.28364941
0.22413372
0.25981861
0.27336228
""
""
""
0.27611274
0.27386165
""
""
0.21013251
0.29034752
""
""
0.28140101
0.31577802
0.45517078
""
""
0.20883138
0.30322936
0.43585154
""
0.25715122
""
0.39077187
""
""
""
0.24808092
""
""
""
0.28127483
0.27837241
0.29036441
0.24465071
0.24154536
0.28106245
""
0.30341503
0.31970653
0.34039742
0.30495399
""
0.55866855
0.35436976
0.29803875
0.30967066
""
0.29902348
0.35746095
""
""
""
0.33309871
0.29501313
0.37078452
0.31558868
""
""
""
0.23042564
""
0.35485497
0.3149851
""
""
0.26002958
0.28331175
0.29363301
0.29063356
0.39518026
0.30065814
0.36404419
0.33753514
0.30600381
0.31864813
0.3048678
