kfr_imm_asian_female_p1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81438887
""
""
""
""
""
""
""
0.5102011
""
""
""
0.42219847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53379327
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62867492
""
""
0.43250176
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43788469
""
""
""
""
""
0.51181978
""
""
""
""
""
0.53150797
""
""
""
0.63696504
""
""
0.49273929
""
""
0.5799132
""
""
0.46597758
""
""
""
""
0.53624505
0.71933866
""
""
0.60551882
""
0.6512869
""
""
0.52314466
""
""
0.53492224
0.6492312
""
0.6133675
0.62679511
""
0.57517642
0.56919861
""
0.59415078
0.58748877
0.62390292
0.51300371
0.72066206
0.61930674
0.54008245
0.6574049
0.58795202
""
""
""
0.59926003
0.57795012
0.59147131
0.43210927
""
""
0.42471698
""
0.61711937
0.69555485
0.61277819
0.51401979
""
0.58123636
""
""
""
0.45577839
""
""
""
""
""
""
""
""
""
0.42203203
""
0.79149866
""
""
0.55749255
""
""
""
""
""
""
""
""
0.60831213
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52638221
0.55247802
""
""
0.53932428
0.40822688
0.83683062
""
""
0.65608025
""
0.54675722
0.58584589
""
0.45150974
""
0.54108709
0.55450696
""
""
""
0.54699278
""
""
""
""
0.48495498
0.51001054
""
""
""
""
""
""
""
""
""
""
""
0.595263
""
""
""
""
""
""
0.54651147
0.63965452
""
""
""
""
""
""
0.56851482
""
""
0.30904475
""
0.57959348
0.49086574
0.5537594
0.49683744
0.49282688
0.29541615
""
""
0.44255069
""
0.42153186
0.54943061
""
""
""
""
0.49149022
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67186874
""
""
""
""
""
0.48614448
""
0.57264328
""
""
0.89345741
""
""
""
""
""
""
""
0.51367873
""
""
""
""
""
""
""
""
""
""
""
0.58278805
""
""
""
0.61931974
""
""
""
""
""
""
0.61256474
""
""
""
""
""
""
""
0.53553218
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38255194
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59771371
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40191975
0.53786814
0.50453961
0.42017695
0.38526085
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49221098
""
""
""
""
""
