kfr_top20_black_female_n
575.0
201.0
32.0
1931.0
3739.0
837.0
9901.0
121.0
56.0
3415.0
2698.0
15594.0
""
276.0
1629.0
""
""
903.0
""
1449.0
9541.0
9909.0
3288.0
4177.0
13494.0
1309.0
3182.0
6796.0
17420.0
1525.0
2443.0
1773.0
14268.0
8847.0
3238.0
4857.0
1924.0
2395.0
1074.0
1383.0
12553.0
2338.0
789.0
183.0
1629.0
2430.0
25281.0
2990.0
13142.0
2818.0
3934.0
7152.0
4851.0
425.0
466.0
10257.0
1171.0
182.0
279.0
3637.0
1539.0
7260.0
604.0
388.0
48.0
132.0
""
64.0
104.0
44.0
2353.0
3201.0
5017.0
2765.0
1332.0
102.0
2327.0
522.0
552.0
25143.0
3263.0
603.0
146.0
876.0
9169.0
377.0
450.0
2508.0
4311.0
985.0
925.0
85.0
55.0
3244.0
35.0
""
298.0
1518.0
12546.0
4193.0
2531.0
40029.0
11596.0
2449.0
2882.0
12810.0
2957.0
13032.0
1242.0
1662.0
2371.0
4836.0
12805.0
1676.0
9654.0
7462.0
9761.0
756.0
497.0
837.0
3533.0
1267.0
1184.0
2285.0
1465.0
6759.0
6835.0
1214.0
1550.0
1444.0
52088.0
1959.0
1883.0
698.0
771.0
2033.0
5129.0
6643.0
1269.0
2327.0
5055.0
1089.0
645.0
1102.0
4328.0
1224.0
2642.0
2789.0
2249.0
2180.0
369.0
14040.0
4878.0
1712.0
4675.0
8771.0
1135.0
7792.0
956.0
247.0
53.0
34.0
2166.0
30358.0
538.0
52440.0
22.0
25.0
""
596.0
43490.0
1778.0
51.0
2060.0
91.0
""
2034.0
3863.0
46.0
""
23.0
28.0
6601.0
118.0
206.0
10476.0
79.0
34.0
2300.0
30.0
178.0
1163.0
7216.0
24.0
214.0
282.0
236.0
745.0
3904.0
96.0
3896.0
736.0
66.0
370.0
1299.0
2204.0
10438.0
99.0
351.0
630.0
152.0
912.0
""
32.0
6656.0
1556.0
1587.0
19441.0
106.0
232.0
272.0
146.0
236.0
98.0
9416.0
677.0
109.0
255.0
7627.0
3173.0
943.0
1709.0
""
199.0
""
394.0
""
684.0
""
59.0
274.0
189.0
575.0
832.0
131.0
276.0
1793.0
2579.0
61.0
332.0
9410.0
411.0
78.0
""
407.0
57.0
46.0
2121.0
67.0
982.0
294.0
1027.0
1482.0
3049.0
2785.0
89603.0
3192.0
34464.0
44426.0
5292.0
4136.0
1106.0
422.0
59.0
""
""
227.0
98.0
""
41.0
2442.0
""
""
11016.0
508.0
29.0
1578.0
12970.0
117.0
""
""
""
""
22.0
""
""
""
50.0
54.0
111.0
7149.0
""
32.0
160.0
28.0
26.0
""
36.0
556.0
""
225.0
253.0
47.0
63.0
181.0
159.0
""
81.0
84.0
106.0
24.0
919.0
53.0
52.0
23.0
517.0
1906.0
148.0
168.0
1179.0
69.0
1723.0
2166.0
11424.0
928.0
65111.0
2074.0
440.0
53.0
22234.0
95.0
85.0
1095.0
1163.0
267.0
""
""
""
20.0
61.0
468.0
524.0
456.0
35.0
253.0
711.0
42.0
809.0
133.0
1481.0
447.0
""
85.0
""
""
126.0
92.0
26.0
""
""
""
""
""
""
""
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
128.0
""
""
""
""
""
""
29.0
""
""
90.0
73.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
21.0
64.0
988.0
""
""
""
111.0
""
""
""
""
""
136.0
""
""
35.0
""
""
""
35.0
148.0
""
355.0
""
""
3247.0
""
""
""
""
""
""
2276.0
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
157.0
5423.0
""
""
34.0
33.0
69.0
""
""
""
""
""
""
112.0
""
""
881.0
952.0
2201.0
37.0
66.0
37.0
45.0
304.0
512.0
11256.0
196.0
99.0
""
""
1022.0
23.0
291.0
38.0
191.0
""
113.0
622.0
560.0
219.0
116.0
3947.0
300.0
""
177.0
1672.0
163.0
""
29.0
""
104.0
""
193.0
1216.0
254.0
78.0
707.0
86.0
""
20.0
""
161.0
42.0
""
""
83.0
""
""
34.0
517.0
261.0
61.0
4954.0
31.0
5705.0
59.0
40.0
""
843.0
39.0
""
""
""
""
32.0
199.0
947.0
1375.0
1677.0
38368.0
5562.0
1427.0
793.0
293.0
""
""
""
55.0
""
147.0
44.0
48.0
641.0
27.0
""
746.0
""
""
82.0
113.0
20.0
2174.0
771.0
3953.0
11051.0
26934.0
1097.0
2863.0
2862.0
2384.0
1478.0
237.0
49.0
306.0
57.0
128.0
6138.0
93.0
486.0
1488.0
290.0
""
884.0
""
""
""
""
""
""
""
""
""
""
""
""
376.0
""
""
74.0
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
29.0
""
""
38.0
""
1665.0
""
28.0
""
43.0
""
""
""
874.0
""
5694.0
""
1573.0
44.0
""
49.0
121.0
""
64.0
27.0
""
""
189.0
""
""
21.0
""
""
""
""
68.0
675.0
27.0
59.0
""
""
""
""
""
""
64.0
""
""
86.0
31.0
71.0
""
28.0
1102.0
1645.0
2372.0
309.0
7527.0
3186.0
""
""
""
488.0
355.0
17485.0
6235.0
""
""
6790.0
279.0
538.0
46173.0
""
22.0
50.0
24.0
327.0
""
54.0
2453.0
""
326.0
""
152.0
221.0
""
""
30.0
""
""
""
58.0
29.0
7824.0
