kir_imm_other_male_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50148427
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5927521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58416563
""
""
""
""
0.62596184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56714386
""
""
""
""
""
0.60519809
""
""
0.57505059
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6479097
""
""
""
""
""
0.61053395
""
""
0.52349335
""
""
""
""
0.59189755
""
""
""
0.59381717
""
0.64764053
""
""
""
""
""
0.61523056
""
""
0.58578879
0.54842776
""
0.56787235
0.58599842
""
0.60326934
0.53498274
0.61436045
0.5399012
""
0.61730266
0.63076019
0.64299124
0.46406996
""
""
""
0.62670165
0.60071129
0.51757663
""
""
""
0.57224685
""
0.58162099
0.54908383
""
0.57430762
""
0.55004543
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45331419
""
""
""
""
0.53339803
""
""
""
""
""
""
""
""
0.62674308
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61878455
0.59782112
""
""
0.74431622
""
""
""
""
0.5648464
""
0.59994262
""
""
""
""
0.51992345
0.50382376
""
""
""
""
""
""
""
""
0.54490709
0.60382795
""
""
""
""
""
""
""
""
""
""
""
0.58998591
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49116415
""
""
0.59379613
""
0.47527337
0.45559594
0.54017597
""
0.47349197
""
""
""
""
""
""
0.54053384
""
""
""
""
0.6199984
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51483583
""
0.56393462
""
""
""
""
""
""
""
""
""
""
0.4703221
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65555304
""
""
""
""
""
""
0.60106885
""
""
""
""
""
""
""
""
0.64093852
""
""
""
""
""
""
""
""
""
""
""
""
0.57757431
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44764984
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63022172
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58562404
0.58893764
""
0.5978502
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59506649
""
""
""
""
""
0.67534405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65178049
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
