pos_hours_white_female_mean
0.79564351
0.75511748
0.74221432
0.78319961
0.81452549
0.81969261
0.79902452
0.81109518
0.78118098
0.82203919
0.78653556
0.81339586
0.7987361
0.8273797
0.81007302
0.73737109
0.79315197
0.8087399
0.78134376
0.81674743
0.81363362
0.76028007
0.83927274
0.85617673
0.83971846
0.88094652
0.79770947
0.79361773
0.81219375
0.77528399
0.87473023
0.85805821
0.83448088
0.84057623
0.83316195
0.73370153
0.70115358
0.73175406
0.6677205
0.76100504
0.79653478
0.75266123
0.66509318
0.63598412
0.7179237
0.76157963
0.82976854
0.7322759
0.78719693
0.78735435
0.72519016
0.80562127
0.76320505
0.71346438
0.83191752
0.7798683
0.74772984
0.65176862
0.70074761
0.77689749
0.80487019
0.78646594
0.73645794
0.7530849
0.68616194
0.74834657
0.73764586
0.72001767
0.85611928
0.77897334
0.80293041
0.75019783
0.77204317
0.7975114
0.74894047
0.80777091
0.80920178
0.74479747
0.8075735
0.7906996
0.77171761
0.80431175
0.84578013
0.77749026
0.80530483
0.77871472
0.75069743
0.71652836
0.77188551
0.73719835
0.7706067
0.79178298
0.75255656
0.78245056
0.68073279
0.74917215
0.74026048
0.7586143
0.7861523
0.76781631
0.8067264
0.83247405
0.81582415
0.81411892
0.80019939
0.81539851
0.7715314
0.79008418
0.77395809
0.76062334
0.76963872
0.76106507
0.81317639
0.82114792
0.80720228
0.80206263
0.78224134
0.83640486
0.79346973
0.72097182
0.7820105
0.79778814
0.78398967
0.76675105
0.74908173
0.81748027
0.79485375
0.80172986
0.80964881
0.7640447
0.81067413
0.73179442
0.7523706
0.73275006
0.78600037
0.76899105
0.74578017
0.76525843
0.85392487
0.77362978
0.82026225
0.79481703
0.78383374
0.76279968
0.76179886
0.82470435
0.77487099
0.80887347
0.81848323
0.77808285
0.75321692
0.7680636
0.78531492
0.71608013
0.7661984
0.76772493
0.77880722
0.76230168
0.78778952
0.76125664
0.68068773
0.7005344
0.81624359
0.8417415
0.88661635
0.84942645
0.79230821
0.83541793
0.84739846
0.78664482
0.82062352
0.8533358
0.81741613
0.82644701
0.78006107
0.80645353
0.82912385
0.81260437
0.83067214
0.83423078
0.83737069
0.79974991
0.80371803
0.78294128
0.81548041
0.82418865
0.77258658
0.83295071
0.81765962
0.71379119
0.79421002
0.80742884
0.83326626
0.81513
0.8392936
0.80403513
0.86041361
0.84456229
0.82030898
0.86618924
0.80699414
0.75824416
0.77660614
0.80056626
0.77552754
0.82052118
0.81759697
0.79680902
0.75913465
0.81238067
0.79588693
0.83874959
0.81406999
0.81628287
0.7996642
0.78652203
0.81831235
0.84305972
0.77417111
0.81625921
0.77509999
0.81541532
0.74891466
0.72113031
0.82246548
0.80524498
0.80003607
0.84359115
0.84364599
0.8127144
0.82137269
0.82471883
0.78921574
0.81144178
0.76203728
0.79018432
0.69699389
0.77511114
0.75448388
0.69161409
0.7435931
0.82010394
0.82201719
0.8070451
0.78576523
0.87354386
0.84056425
0.83900821
0.85453784
0.83761799
0.85931993
0.8286798
0.84399909
0.78128141
0.82741511
0.86091328
0.79947418
0.86538303
0.79249936
0.84933454
0.8191728
0.85345775
0.7997117
0.84247589
0.83725464
0.84267807
0.8580184
0.85399604
0.85218054
0.84729195
0.83553296
0.86242306
0.75076753
0.81909204
0.79424882
0.83872426
0.83965433
0.87847513
0.85610461
0.86225736
0.87313437
""
""
0.87524402
0.86272079
0.84660721
0.86973685
0.87918049
0.87648517
0.87186885
0.83552092
0.85443312
0.86516827
0.86033672
0.8073557
0.89245367
0.91068572
0.89976192
0.91199416
0.89875531
0.88172024
0.8754704
0.86109942
0.89870346
0.89116824
0.89752936
0.90081263
0.88660759
0.88650143
0.87865573
0.88376755
0.88736778
0.85922849
0.90861791
0.88142622
0.88959306
0.90617025
0.88429618
0.90424824
0.90024918
0.88247538
0.88414484
0.91854203
0.85125142
0.81059587
0.83082533
0.82594061
0.87114823
0.82937759
0.84725028
0.89596832
0.80810338
0.8687436
0.882909
0.83289099
0.84807646
0.8475408
0.78122318
0.82211089
0.84584951
0.86020648
0.83848429
0.85027713
0.80997789
0.85170609
0.76913571
0.73812908
0.72762197
0.7651245
0.80999148
0.74387199
