married_asian_male_p25_se
""
0.18296899
""
""
""
""
""
0.12169277
""
""
""
""
""
""
""
0.13513337
""
""
""
""
""
""
0.14430991
""
""
""
""
""
""
""
""
""
""
""
0.090929769
""
0.056802854
""
0.13032334
""
0.12449089
""
""
""
0.064561285
""
""
""
0.039669268
""
0.069889002
0.13426043
""
""
""
""
""
""
0.10801148
""
""
""
0.1370493
""
""
""
""
""
""
0.029387029
""
""
""
""
0.08604759
""
""
0.088201337
""
0.12739091
0.065752059
""
""
""
""
""
""
""
""
0.19052149
""
""
""
""
""
""
""
0.077826396
0.11295626
""
""
""
""
0.015755871
0.10881851
0.15634531
0.032030452
0.11300211
""
0.13123108
0.097542875
""
""
""
0.076948762
""
""
""
""
""
""
""
""
""
""
""
""
0.090133116
""
""
""
""
""
""
""
""
0.14019579
""
""
""
""
""
""
""
""
0.22409332
""
""
""
""
""
""
""
0.15350994
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10380728
""
0.060368698
""
""
0.11356616
""
""
0.043584611
""
""
""
""
""
0.077981398
""
""
""
0.0081414878
""
""
0.043154657
0.21188064
""
0.012571136
0.11062872
0.094196595
0.01242287
0.087361075
0.067282736
0.08381623
""
0.022282723
0.058758635
0.17326871
""
0.0037581471
0.072455764
0.040347412
""
0.11519796
0.024417013
""
""
0.02414518
0.058327042
0.13095298
0.0059117218
0.046174001
""
0.013796641
0.0098657385
0.1002549
0.011396837
0.0078222957
0.0081940396
0.013468588
0.054512288
0.011121118
0.031651516
0.0074652028
0.049590148
0.049465865
""
0.11613904
0.018186806
0.034895666
0.021883287
0.031494278
0.13551861
""
0.029540973
0.15027243
0.021223169
0.035808638
0.046458255
0.028251689
""
0.023994256
""
""
""
0.055092745
0.079849631
""
""
""
""
""
""
""
""
0.026994478
""
0.068510085
""
""
0.036309216
""
""
""
""
""
""
""
""
0.033526849
""
""
""
""
0.073307961
""
""
""
0.1375623
""
""
""
""
""
""
""
""
""
""
""
0.11842234
""
""
""
""
""
""
""
""
""
""
0.10608247
""
0.029169321
0.031306658
0.08132986
0.081430174
0.033222895
0.047979835
0.10324624
0.11207422
0.074174657
0.040286046
0.088956617
0.032027408
0.063260444
""
0.052261997
""
0.041397933
0.018630728
""
0.082798041
0.10191369
0.067377657
0.079771318
0.19215958
""
""
0.026291147
0.039622474
0.10529915
""
""
""
""
""
""
""
""
0.096674874
0.14875712
0.025413223
""
0.1144238
""
""
""
0.060644988
0.04834494
0.05922861
""
""
""
0.066633321
0.071061142
