marr_26_pooled_male_p50
0.40940621
0.34117311
0.34109181
0.44261256
0.43106234
0.26547924
0.34016261
0.37705246
0.29027387
0.43284523
0.42245939
0.33907506
0.34398293
0.4622561
0.52292794
0.35084388
0.39701131
0.33416724
0.41865778
0.41951278
0.43992618
0.45843363
0.37716976
0.24378328
0.45752719
0.39700204
0.39519927
0.39025706
0.48019347
0.46265385
0.42098761
0.13802761
0.33801898
0.34931442
0.3703382
0.45447883
0.284035
0.48482639
0.39668956
0.44947553
0.30135524
0.42089239
0.25761512
0.15913558
0.32744989
0.33553597
0.48344412
0.44578913
0.31653088
0.37307003
0.25869536
0.37461558
0.2778388
0.37337703
0.3347525
0.41160649
0.29461929
0.43423966
0.35481015
0.20297322
0.35971025
0.37374759
0.33015031
0.41260698
0.41498238
0.30713466
0.42983216
0.22878323
0.14400072
0.27366698
0.28173572
0.26367548
0.24283002
0.35724425
0.27536142
0.4144212
0.26321438
0.25397593
0.31096855
0.28236818
0.27774048
0.18031344
0.33492234
0.3436251
0.21050501
0.15674327
0.18595017
0.3031832
0.2365559
0.25000548
""
0.33113101
0.29706714
0.33503166
""
0.17772906
0.27093577
0.3242391
0.28583261
0.33556956
0.42176166
0.40491334
0.33174434
0.28032124
0.30902699
0.37054348
0.25402656
0.29381433
0.27072477
0.32777661
0.31023711
0.31483531
0.38041386
0.41728976
0.41342297
0.4771969
0.37704495
0.4079968
0.38618428
0.356942
0.38875914
0.45695674
0.45360482
0.50798053
0.41520521
0.42554706
0.40631491
0.44187149
0.30166021
0.38893059
0.38997671
0.34951064
0.41029876
0.40033498
0.45983332
0.44060791
0.39259213
0.43876112
0.46251869
0.37814057
0.43613043
0.48442447
0.46655679
0.48811334
0.40681484
0.2720319
0.47523323
0.35318172
0.46215308
0.2811563
0.31674013
0.40721074
0.44644558
0.38670093
0.41026968
0.47051084
0.39476061
0.37460196
0.38112453
0.42215577
0.45126286
0.52072102
0.34638396
0.44349498
0.23807552
0.46724087
0.4841961
0.46937972
0.4239009
0.44229621
0.30100414
0.47936839
0.30233946
0.42884308
0.39413148
0.4314484
0.37519303
0.48929012
0.4559969
0.4419153
0.37620702
0.45846868
0.38781831
0.45571989
0.29564041
0.35328883
0.16509539
0.3572244
0.30591506
0.27063107
0.25485066
0.27722266
0.17599113
0.3013553
0.27371705
0.28000692
0.29881296
0.24682297
0.28131449
0.31194961
0.32149673
0.29370078
0.28713843
0.34181696
0.16503321
0.31825665
0.10838404
0.3161236
0.24881086
0.27920517
0.39068916
0.32647288
0.21158247
0.20190302
0.25867814
0.18627219
0.26717436
0.21671641
0.25884637
0.2297703
