kir_stycz_pooled_pooled_n
3516.0
8616.0
1262.0
1139.0
3321.0
529.0
1516.0
7464.0
2375.0
1218.0
2512.0
671.0
1674.0
682.0
859.0
2556.0
3488.0
740.0
497.0
1953.0
717.0
4991.0
3261.0
2697.0
3526.0
4565.0
1988.0
6264.0
979.0
1607.0
1565.0
492.0
1017.0
1183.0
5935.0
3020.0
46869.0
645.0
4984.0
2661.0
5077.0
4560.0
1064.0
1204.0
16599.0
1029.0
1359.0
4905.0
27605.0
918.0
15473.0
7774.0
655.0
1006.0
1476.0
1255.0
3416.0
4334.0
9615.0
465.0
4909.0
2293.0
9900.0
3693.0
925.0
573.0
1291.0
83.0
75.0
16411.0
485.0
""
41.0
93.0
4786.0
28.0
66.0
1485.0
1892.0
563.0
515.0
294.0
40.0
2717.0
292.0
174.0
237.0
32.0
189.0
387.0
""
189.0
134.0
30.0
""
245.0
1421.0
6602.0
5252.0
2490.0
1450.0
331.0
508.0
188635.0
8224.0
3282.0
47385.0
10234.0
3004.0
7188.0
8123.0
1063.0
1045.0
1757.0
10584.0
1797.0
598.0
200.0
1172.0
635.0
1102.0
1095.0
1207.0
478.0
1123.0
1417.0
4571.0
3972.0
3468.0
975.0
345.0
922.0
1042.0
5433.0
931.0
498.0
4903.0
989.0
2620.0
1268.0
2000.0
720.0
2072.0
418.0
835.0
4867.0
1386.0
255.0
1022.0
465.0
631.0
682.0
1255.0
4344.0
866.0
539.0
2930.0
2993.0
448.0
347.0
530.0
510.0
1496.0
587.0
1101.0
532.0
1546.0
911.0
3146.0
303.0
26152.0
1191.0
1316.0
6452.0
570.0
349.0
7619.0
699.0
719.0
500.0
2681.0
873.0
9746.0
3627.0
379.0
1154.0
79851.0
50.0
1815.0
10478.0
1565.0
877.0
59448.0
1310.0
9687.0
53665.0
1533.0
5485.0
11266.0
723.0
45766.0
8806.0
2004.0
1011.0
572468.0
8949.0
10215.0
800.0
4195.0
14641.0
321.0
164.0
22801.0
7420.0
5164.0
164635.0
17210.0
477.0
113986.0
79270.0
3962.0
134191.0
152958.0
36743.0
39451.0
12343.0
41240.0
19485.0
83988.0
14054.0
9238.0
60.0
1791.0
29315.0
23808.0
31068.0
5720.0
3241.0
190.0
25810.0
2558.0
51558.0
9799.0
4223.0
30401.0
733.0
41016.0
309.0
134.0
320.0
13477.0
3962.0
521.0
31.0
361.0
264.0
73.0
195.0
138.0
1546.0
37006.0
27.0
12784.0
486.0
1570.0
32946.0
2394.0
2310.0
233.0
68.0
389.0
""
290.0
22.0
41578.0
52.0
329.0
310.0
1993.0
14197.0
721.0
174.0
1089.0
7570.0
""
862.0
1077.0
2120.0
1957.0
1309.0
137.0
1002.0
233.0
333.0
717.0
8917.0
312.0
651.0
255.0
155.0
""
55.0
117.0
132.0
1195.0
284.0
12314.0
525.0
41482.0
47146.0
10489.0
8662.0
45775.0
15341.0
7945.0
7053.0
8642.0
30040.0
9536.0
34935.0
9423.0
1663.0
10158.0
1431.0
26631.0
87132.0
692.0
7217.0
5381.0
12751.0
10409.0
3014.0
1265.0
542.0
57259.0
18920.0
3102.0
406.0
3216.0
746.0
345.0
632.0
525.0
1046.0
1655.0
8537.0
4035.0
64649.0
917.0
5847.0
2562.0
790.0
309.0
12386.0
23873.0
11595.0
1754.0
369.0
787.0
14387.0
13460.0
6292.0
137356.0
3724.0
4192.0
11214.0
2338.0
60663.0
14584.0
56203.0
21738.0
48106.0
29247.0
3120.0
8343.0
12872.0
8456.0
15479.0
26467.0
1981.0
1956.0
933.0
673.0
24103.0
1559.0
2427.0
1192.0
1004.0
307.0
654.0
91.0
2075.0
915.0
2873.0
5235.0
1074.0
951.0
10199.0
653.0
539.0
1067.0
1553.0
2413.0
1688.0
1261.0
87.0
2643.0
469.0
6103.0
3879.0
452.0
15402.0
1494.0
1535.0
10185.0
4560.0
131.0
22375.0
380.0
36625.0
2004.0
2323.0
7038.0
1013.0
5938.0
808.0
1249.0
834.0
1009.0
1197.0
50524.0
914.0
543.0
6251.0
7980.0
466.0
173.0
2653.0
1156.0
1096.0
469.0
824.0
6863.0
4799.0
5700.0
1127.0
51612.0
1082.0
163.0
4096.0
3115.0
1034.0
823.0
37244.0
1773.0
8661.0
475.0
1698.0
1494.0
1275.0
856.0
10024.0
8347.0
605.0
2740.0
886.0
744.0
874.0
432.0
438.0
1766.0
1040.0
423.0
2605.0
1576.0
3522.0
377.0
410.0
5393.0
1286.0
1548.0
383.0
509.0
1366.0
370.0
1081.0
277.0
1400.0
1407.0
335.0
1104.0
2636.0
13123.0
4890.0
1570.0
651.0
5986.0
1646.0
1545.0
1102.0
831.0
2643.0
388.0
1100.0
84.0
413.0
303.0
14978.0
5350.0
121.0
901.0
416.0
4177.0
1326.0
216.0
1433.0
352.0
104.0
815.0
341.0
486.0
566.0
